region,year,ufive16
5_emr,2000,44469.3072681427
6_wpr,2000,42727.04324512184
1_afr,2000,91194.72077703476
2_amr,2000,32228.759709835052
3_sear,2000,109522.89373779297
4_eur,2000,21516.291660636663
5_emr,2001,43688.037525177
2_amr,2001,31808.777539253235
3_sear,2001,106763.49012947083
6_wpr,2001,41061.111917600036
1_afr,2001,90684.37984395027
4_eur,2001,20296.686092227697
5_emr,2002,42756.35400772095
3_sear,2002,103556.81976985931
4_eur,2002,19531.069437265396
1_afr,2002,90249.5117316246
6_wpr,2002,39581.8549156785
2_amr,2002,29680.884461522102
6_wpr,2003,38637.91408768296
4_eur,2003,18499.83454170823
3_sear,2003,100559.31984710693
1_afr,2003,88984.86387085915
5_emr,2003,42490.93506813049
2_amr,2003,28388.321719408035
4_eur,2004,18180.897105038166
5_emr,2004,42492.1137676239
6_wpr,2004,37404.74701537192
1_afr,2004,88476.41925120354
3_sear,2004,97332.70350265503
2_amr,2004,27257.141728520393
4_eur,2005,17444.196021825075
2_amr,2005,26415.083909988403
6_wpr,2005,35284.20848454535
5_emr,2005,42353.382331848145
3_sear,2005,94031.25286960602
1_afr,2005,88096.28953909874
1_afr,2006,89334.22966265678
2_amr,2006,25219.48147946596
5_emr,2006,42525.026987075806
4_eur,2006,16950.040890216827
3_sear,2006,90165.5576505661
6_wpr,2006,33712.21227622032
5_emr,2007,42710.806997299194
1_afr,2007,90164.13244700432
6_wpr,2007,31606.580283105373
2_amr,2007,25725.910903930664
3_sear,2007,85968.4787311554
4_eur,2007,16295.461481809616
5_emr,2008,43264.429765701294
6_wpr,2008,30348.40516243875
3_sear,2008,81757.46917915344
2_amr,2008,25465.496192216873
4_eur,2008,15807.917954266071
1_afr,2008,90776.86258792877
5_emr,2009,43659.73607444763
1_afr,2009,92698.99347925186
6_wpr,2009,29952.44448260963
4_eur,2009,16601.437633395195
2_amr,2009,24606.715183734894
3_sear,2009,77468.87910461426
6_wpr,2010,29615.506666734815
4_eur,2010,15568.127352237701
1_afr,2010,94236.65727686882
3_sear,2010,72923.57627868652
2_amr,2010,24038.326833605766
5_emr,2010,43798.283124923706
1_afr,2011,95789.37028717995
4_eur,2011,15094.598452150822
5_emr,2011,44346.72896003723
3_sear,2011,68916.77641773224
2_amr,2011,22285.094395041466
6_wpr,2011,30127.970701619983
2_amr,2012,22081.0179438591
6_wpr,2012,29719.62815542519
5_emr,2012,44704.53606796265
3_sear,2012,64523.36235046387
1_afr,2012,96176.24993467331
4_eur,2012,15052.404086232185
1_afr,2013,97579.45670938492
5_emr,2013,46575.92291069031
2_amr,2013,21214.859142541885
4_eur,2013,13619.945962518454
3_sear,2013,60387.097019672394
6_wpr,2013,28125.417427256703
2_amr,2014,20296.526104927063
5_emr,2014,46804.88632774353
3_sear,2014,56732.518533706665
4_eur,2014,12915.810077220201
1_afr,2014,99540.21178650856
6_wpr,2014,26865.546800121665
2_amr,2015,19806.73481142521
4_eur,2015,12091.31818030728
6_wpr,2015,25854.40599526465
1_afr,2015,100027.19714045525
5_emr,2015,46225.818088531494
3_sear,2015,54584.933243751526
2_amr,2016,19738.11011850834
1_afr,2016,100432.31910538673
3_sear,2016,51286.43691825867
5_emr,2016,45786.817291259766
6_wpr,2016,24465.69775277376
4_eur,2016,11662.277535918634
1_afr,2017,98724.23766970634
2_amr,2017,19004.80821800232
4_eur,2017,11154.042157142423
3_sear,2017,48501.454241752625
5_emr,2017,45487.22680473328
6_wpr,2017,23411.035074204206
