region,year,fneo16
5_emr,2000,0.0012548884842544794
6_wpr,2000,0.004327893257141113
1_afr,2000,0.0006288175354711711
2_amr,2000,0.0033699017949402332
3_sear,2000,0.0007353952969424427
4_eur,2000,0.003425035858526826
5_emr,2001,0.001293754787184298
2_amr,2001,0.0032741916365921497
3_sear,2001,0.0007632190245203674
6_wpr,2001,0.004084274172782898
1_afr,2001,0.0006485960329882801
4_eur,2001,0.0035000068601220846
5_emr,2002,0.0013356193667277694
3_sear,2002,0.0007903881487436593
4_eur,2002,0.003621938405558467
1_afr,2002,0.0006685843109153211
6_wpr,2002,0.004354390781372786
2_amr,2002,0.0034496597945690155
6_wpr,2003,0.004832857754081488
4_eur,2003,0.0034556204918771982
3_sear,2003,0.0008170637302100658
1_afr,2003,0.0006868197815492749
5_emr,2003,0.0013623981503769755
2_amr,2003,0.003596116555854678
4_eur,2004,0.005395803134888411
5_emr,2004,0.0013886605156585574
6_wpr,2004,0.005167558789253235
1_afr,2004,0.0007013948052190244
3_sear,2004,0.0008435006602667272
2_amr,2004,0.003171556396409869
4_eur,2005,0.005601584445685148
2_amr,2005,0.00300197652541101
6_wpr,2005,0.0051484848372638226
5_emr,2005,0.0014155310345813632
3_sear,2005,0.0008692367700859904
1_afr,2005,0.0007153504993766546
1_afr,2006,0.0007519623613916337
2_amr,2006,0.003273813286796212
5_emr,2006,0.0014286444056779146
4_eur,2006,0.0035331971012055874
3_sear,2006,0.0008890398312360048
6_wpr,2006,0.005412455182522535
5_emr,2007,0.001451078220270574
1_afr,2007,0.0007570647867396474
6_wpr,2007,0.005695675499737263
2_amr,2007,0.0035618075635284185
3_sear,2007,0.0009076454443857074
4_eur,2007,0.0037831885274499655
5_emr,2008,0.0014748674584552646
6_wpr,2008,0.006353409960865974
3_sear,2008,0.0009249571012333035
2_amr,2008,0.0037151952274143696
4_eur,2008,0.0036297650076448917
1_afr,2008,0.0007954913307912648
5_emr,2009,0.0014972352655604482
1_afr,2009,0.0008324275841005147
6_wpr,2009,0.0071542710065841675
4_eur,2009,0.006013358943164349
2_amr,2009,0.0033877200912684202
3_sear,2009,0.0009408596088178456
6_wpr,2010,0.007538650184869766
4_eur,2010,0.006021194159984589
1_afr,2010,0.0008543703006580472
3_sear,2010,0.0009546683286316693
2_amr,2010,0.00376039557158947
5_emr,2010,0.0015104758786037564
1_afr,2011,0.0009387260070070624
4_eur,2011,0.005262638907879591
5_emr,2011,0.0015200849156826735
3_sear,2011,0.000967995438259095
2_amr,2011,0.003550951136276126
6_wpr,2011,0.008261074312031269
2_amr,2012,0.0038225073367357254
6_wpr,2012,0.008390872739255428
5_emr,2012,0.0015262789092957973
3_sear,2012,0.0009807469323277473
1_afr,2012,0.0009198076440952718
4_eur,2012,0.005885179620236158
1_afr,2013,0.000893261341843754
5_emr,2013,0.0015245240647345781
2_amr,2013,0.004071940202265978
4_eur,2013,0.005345306359231472
3_sear,2013,0.0009632302680984139
6_wpr,2013,0.008258853107690811
2_amr,2014,0.003522972809150815
5_emr,2014,0.0015249087009578943
3_sear,2014,0.0009465140756219625
4_eur,2014,0.005561099387705326
1_afr,2014,0.0009061653981916606
6_wpr,2014,0.008021106943488121
2_amr,2015,0.004001464694738388
4_eur,2015,0.005644048098474741
6_wpr,2015,0.007127520628273487
1_afr,2015,0.0008993524825200438
5_emr,2015,0.0015320901293307543
3_sear,2015,0.0009297500364482403
2_amr,2016,0.003861603792756796
1_afr,2016,0.0009095326531678438
3_sear,2016,0.0009273423347622156
5_emr,2016,0.0015404288424178958
6_wpr,2016,0.006963996682316065
4_eur,2016,0.00556148448958993
1_afr,2017,0.0009091684478335083
2_amr,2017,0.0038769219536334276
4_eur,2017,0.005609338637441397
3_sear,2017,0.0009245995315723121
5_emr,2017,0.0015331984031945467
6_wpr,2017,0.0067827701568603516
