region,year,rufive12
5_emr,2000,4.552602767944336
6_wpr,2000,0.63188636302948
1_afr,2000,5.031801700592041
2_amr,2000,1.5796256065368652
3_sear,2000,5.887451171875
4_eur,2000,0.7850121259689331
5_emr,2001,4.642788410186768
2_amr,2001,1.5143471956253052
3_sear,2001,5.723328590393066
6_wpr,2001,0.613927960395813
1_afr,2001,5.063251495361328
4_eur,2001,0.7402545213699341
5_emr,2002,4.715081214904785
3_sear,2002,5.547152996063232
4_eur,2002,0.7037930488586426
1_afr,2002,5.1205596923828125
6_wpr,2002,0.600519061088562
2_amr,2002,1.4540624618530273
6_wpr,2003,0.5838012099266052
4_eur,2003,0.6709284782409668
3_sear,2003,5.355216026306152
1_afr,2003,5.174216270446777
5_emr,2003,4.738465785980225
2_amr,2003,1.413205623626709
4_eur,2004,0.6363410949707031
5_emr,2004,4.734683990478516
6_wpr,2004,0.5520603656768799
1_afr,2004,5.24293327331543
3_sear,2004,5.166652679443359
2_amr,2004,1.3874489068984985
4_eur,2005,0.6086284518241882
2_amr,2005,1.3252437114715576
6_wpr,2005,0.5212544202804565
5_emr,2005,4.6914472579956055
3_sear,2005,4.976747035980225
1_afr,2005,5.2919697761535645
1_afr,2006,5.298709392547607
2_amr,2006,1.254991054534912
5_emr,2006,4.620138168334961
4_eur,2006,0.5812841057777405
3_sear,2006,4.774152755737305
6_wpr,2006,0.4915623962879181
5_emr,2007,4.543927192687988
1_afr,2007,5.329617023468018
6_wpr,2007,0.4741346538066864
2_amr,2007,1.2372652292251587
3_sear,2007,4.574941635131836
4_eur,2007,0.5561028122901917
5_emr,2008,4.522949695587158
6_wpr,2008,0.47851812839508057
3_sear,2008,4.375152587890625
2_amr,2008,1.183997392654419
4_eur,2008,0.5413030982017517
1_afr,2008,5.326417446136475
5_emr,2009,4.467108249664307
1_afr,2009,5.250197887420654
6_wpr,2009,0.4797912836074829
4_eur,2009,0.5332517623901367
2_amr,2009,1.1690796613693237
3_sear,2009,4.180964946746826
6_wpr,2010,0.48426544666290283
4_eur,2010,0.49220535159111023
1_afr,2010,5.092536926269531
3_sear,2010,3.9820098876953125
2_amr,2010,1.1109528541564941
5_emr,2010,4.386313438415527
1_afr,2011,4.871906280517578
4_eur,2011,0.47988200187683105
5_emr,2011,4.240738391876221
3_sear,2011,3.7746782302856445
2_amr,2011,1.0998750925064087
6_wpr,2011,0.48941585421562195
2_amr,2012,1.0732327699661255
6_wpr,2012,0.48206353187561035
5_emr,2012,4.113799571990967
3_sear,2012,3.566192150115967
1_afr,2012,4.672092914581299
4_eur,2012,0.45631536841392517
1_afr,2013,4.529842853546143
5_emr,2013,4.008986949920654
2_amr,2013,1.0394437313079834
4_eur,2013,0.434476375579834
3_sear,2013,3.3552935123443604
6_wpr,2013,0.4774034321308136
2_amr,2014,1.0094374418258667
5_emr,2014,3.9520740509033203
3_sear,2014,3.1595051288604736
4_eur,2014,0.4305420517921448
1_afr,2014,4.448904037475586
6_wpr,2014,0.47680020332336426
2_amr,2015,1.0136991739273071
4_eur,2015,0.4042041003704071
6_wpr,2015,0.4689372777938843
1_afr,2015,4.3747172355651855
5_emr,2015,3.9021830558776855
3_sear,2015,2.9735562801361084
2_amr,2016,1.0087413787841797
1_afr,2016,4.307201385498047
3_sear,2016,2.850315809249878
5_emr,2016,3.864833354949951
6_wpr,2016,0.45908594131469727
4_eur,2016,0.38229846954345703
1_afr,2017,4.2209577560424805
2_amr,2017,0.9784136414527893
4_eur,2017,0.36300569772720337
3_sear,2017,2.737403392791748
5_emr,2017,3.7930185794830322
6_wpr,2017,0.44918495416641235
