region,year,rpost16
5_emr,2000,3.1469738483428955
6_wpr,2000,1.7455254793167114
1_afr,2000,3.334418773651123
2_amr,2000,1.983068585395813
3_sear,2000,2.7251429557800293
4_eur,2000,2.0604567527770996
5_emr,2001,3.0682804584503174
2_amr,2001,1.9662384986877441
3_sear,2001,2.6537106037139893
6_wpr,2001,1.6929436922073364
1_afr,2001,3.2472362518310547
4_eur,2001,1.945089340209961
5_emr,2002,2.9723434448242188
3_sear,2002,2.5730881690979004
4_eur,2002,1.864199161529541
1_afr,2002,3.1643595695495605
6_wpr,2002,1.6308157444000244
2_amr,2002,1.8378826379776
6_wpr,2003,1.5839589834213257
4_eur,2003,1.753308653831482
3_sear,2003,2.500314712524414
1_afr,2003,3.054431438446045
5_emr,2003,2.9179365634918213
2_amr,2003,1.7622746229171753
4_eur,2004,1.6886273622512817
5_emr,2004,2.8760993480682373
6_wpr,2004,1.5248045921325684
1_afr,2004,2.973329782485962
3_sear,2004,2.4246325492858887
2_amr,2004,1.702744722366333
4_eur,2005,1.5972973108291626
2_amr,2005,1.6582800149917603
6_wpr,2005,1.4314814805984497
5_emr,2005,2.8186161518096924
3_sear,2005,2.350595474243164
1_afr,2005,2.8986692428588867
1_afr,2006,2.877995014190674
2_amr,2006,1.586330771446228
5_emr,2006,2.776770830154419
4_eur,2006,1.5463365316390991
3_sear,2006,2.2663047313690186
6_wpr,2006,1.356927752494812
5_emr,2007,2.7315762042999268
1_afr,2007,2.8458445072174072
6_wpr,2007,1.2594435214996338
2_amr,2007,1.6236543655395508
3_sear,2007,2.176657199859619
4_eur,2007,1.4641600847244263
5_emr,2008,2.7086567878723145
6_wpr,2008,1.1939228773117065
3_sear,2008,2.0885605812072754
2_amr,2008,1.6131926774978638
4_eur,2008,1.4036792516708374
1_afr,2008,2.807223081588745
5_emr,2009,2.6764659881591797
1_afr,2009,2.810859441757202
6_wpr,2009,1.1643019914627075
4_eur,2009,1.4450901746749878
2_amr,2009,1.5682302713394165
3_sear,2009,1.9991737604141235
6_wpr,2010,1.1431883573532104
4_eur,2010,1.3435927629470825
1_afr,2010,2.804466962814331
3_sear,2010,1.9019664525985718
2_amr,2010,1.5348849296569824
5_emr,2010,2.633089303970337
1_afr,2011,2.79849910736084
4_eur,2011,1.301655650138855
5_emr,2011,2.6221556663513184
3_sear,2011,1.816225528717041
2_amr,2011,1.4284560680389404
6_wpr,2011,1.156417965888977
2_amr,2012,1.4177671670913696
6_wpr,2012,1.1401801109313965
5_emr,2012,2.608142614364624
3_sear,2012,1.716246247291565
1_afr,2012,2.763732433319092
4_eur,2012,1.2932178974151611
1_afr,2013,2.760978937149048
5_emr,2013,2.6923060417175293
2_amr,2013,1.362673044204712
4_eur,2013,1.1718112230300903
3_sear,2013,1.6194634437561035
6_wpr,2013,1.0808738470077515
2_amr,2014,1.3096989393234253
5_emr,2014,2.688577651977539
3_sear,2014,1.5314147472381592
4_eur,2014,1.1127041578292847
1_afr,2014,2.7743735313415527
6_wpr,2014,1.0385605096817017
2_amr,2015,1.2757140398025513
4_eur,2015,1.0456527471542358
6_wpr,2015,1.0133240222930908
1_afr,2015,2.7483253479003906
5_emr,2015,2.646592617034912
3_sear,2015,1.481166958808899
2_amr,2016,1.2736907005310059
1_afr,2016,2.721184730529785
3_sear,2016,1.396356463432312
5_emr,2016,2.6204662322998047
6_wpr,2016,0.969166100025177
4_eur,2016,1.0159927606582642
1_afr,2017,2.6384077072143555
2_amr,2017,1.2273818254470825
4_eur,2017,0.9794091582298279
3_sear,2017,1.3243342638015747
5_emr,2017,2.6076509952545166
6_wpr,2017,0.9397941827774048
