global,year,fpost3
global,2000,0.19350171089172363
global,2001,0.18741890788078308
global,2002,0.18280711770057678
global,2003,0.17551423609256744
global,2004,0.17450329661369324
global,2005,0.16934071481227875
global,2006,0.1705629974603653
global,2007,0.17019116878509521
global,2008,0.16534185409545898
global,2009,0.1641298234462738
global,2010,0.1615416705608368
global,2011,0.15853147208690643
global,2012,0.15797939896583557
global,2013,0.15616078674793243
global,2014,0.15431387722492218
global,2015,0.15201611816883087
global,2016,0.1492336094379425
global,2017,0.14731448888778687
