region,year,fpost3
5_emr,2000,0.2287682741880417
6_wpr,2000,0.13806116580963135
1_afr,2000,0.17333078384399414
2_amr,2000,0.14970175921916962
3_sear,2000,0.24168023467063904
4_eur,2000,0.10749014467000961
5_emr,2001,0.22205951809883118
2_amr,2001,0.1437838226556778
3_sear,2001,0.2341839075088501
6_wpr,2001,0.13199006021022797
1_afr,2001,0.16773904860019684
4_eur,2001,0.10206025838851929
5_emr,2002,0.21748436987400055
3_sear,2002,0.23147015273571014
4_eur,2002,0.09661314636468887
1_afr,2002,0.1618688702583313
6_wpr,2002,0.13099223375320435
2_amr,2002,0.14332520961761475
6_wpr,2003,0.13104203343391418
4_eur,2003,0.09175411611795425
3_sear,2003,0.22515392303466797
1_afr,2003,0.15285040438175201
5_emr,2003,0.21156711876392365
2_amr,2003,0.14013618230819702
4_eur,2004,0.08664561808109283
5_emr,2004,0.20998844504356384
6_wpr,2004,0.12914936244487762
1_afr,2004,0.1573628932237625
3_sear,2004,0.21178211271762848
2_amr,2004,0.13045300543308258
4_eur,2005,0.08214686810970306
2_amr,2005,0.12915557622909546
6_wpr,2005,0.1240261048078537
5_emr,2005,0.20717176795005798
3_sear,2005,0.21905626356601715
1_afr,2005,0.14710500836372375
1_afr,2006,0.154452383518219
2_amr,2006,0.12019111216068268
5_emr,2006,0.2037179321050644
4_eur,2006,0.07866239547729492
3_sear,2006,0.21049372851848602
6_wpr,2006,0.11842465400695801
5_emr,2007,0.2020699828863144
1_afr,2007,0.1545305848121643
6_wpr,2007,0.11169080436229706
2_amr,2007,0.11155461519956589
3_sear,2007,0.214267298579216
4_eur,2007,0.07549288123846054
5_emr,2008,0.20092704892158508
6_wpr,2008,0.10688653588294983
3_sear,2008,0.2067958414554596
2_amr,2008,0.10291942209005356
4_eur,2008,0.07486329972743988
1_afr,2008,0.1505676507949829
5_emr,2009,0.19739986956119537
1_afr,2009,0.15158872306346893
6_wpr,2009,0.10306403785943985
4_eur,2009,0.07273384928703308
2_amr,2009,0.09645603597164154
3_sear,2009,0.2042156606912613
6_wpr,2010,0.09893500059843063
4_eur,2010,0.07076675444841385
1_afr,2010,0.15168988704681396
3_sear,2010,0.20484840869903564
2_amr,2010,0.07166037708520889
5_emr,2010,0.19374410808086395
1_afr,2011,0.1492794156074524
4_eur,2011,0.07224119454622269
5_emr,2011,0.17927083373069763
3_sear,2011,0.20084038376808167
2_amr,2011,0.08380315452814102
6_wpr,2011,0.09698417782783508
2_amr,2012,0.08249931782484055
6_wpr,2012,0.09598715603351593
5_emr,2012,0.1755007803440094
3_sear,2012,0.20254062116146088
1_afr,2012,0.14955869317054749
4_eur,2012,0.07137361168861389
1_afr,2013,0.14605531096458435
5_emr,2013,0.18070366978645325
2_amr,2013,0.08286493271589279
4_eur,2013,0.07037270069122314
3_sear,2013,0.2036137729883194
6_wpr,2013,0.09366359561681747
2_amr,2014,0.08075998723506927
5_emr,2014,0.17286959290504456
3_sear,2014,0.19697295129299164
4_eur,2014,0.0687767043709755
1_afr,2014,0.14735817909240723
6_wpr,2014,0.0919005498290062
2_amr,2015,0.07831264287233353
4_eur,2015,0.06650194525718689
6_wpr,2015,0.09356503188610077
1_afr,2015,0.14343175292015076
5_emr,2015,0.16955378651618958
3_sear,2015,0.20036056637763977
2_amr,2016,0.0787559524178505
1_afr,2016,0.13959871232509613
3_sear,2016,0.20234015583992004
5_emr,2016,0.16656842827796936
6_wpr,2016,0.09353934973478317
4_eur,2016,0.06475970894098282
1_afr,2017,0.1382264941930771
2_amr,2017,0.07676833868026733
4_eur,2017,0.062370847910642624
3_sear,2017,0.2019014209508896
5_emr,2017,0.16043393313884735
6_wpr,2017,0.09443006664514542
