country,year,ufive16
afg,2000,4511.9951171875
afg,2001,4696.21923828125
afg,2002,4846.01611328125
afg,2003,5038.474609375
afg,2004,5169.28173828125
afg,2005,5231.455078125
afg,2006,5253.3056640625
afg,2007,5267.955078125
afg,2008,5301.7744140625
afg,2009,5338.30712890625
afg,2010,5238.4404296875
afg,2011,5099.2958984375
afg,2012,4927.92919921875
afg,2013,4849.23193359375
afg,2014,4955.73779296875
afg,2015,4950.8583984375
afg,2016,4852.82177734375
afg,2017,4798.1767578125
ago,2000,4377.95947265625
ago,2001,4402.6708984375
ago,2002,4522.5029296875
ago,2003,4520.86083984375
ago,2004,4494.80322265625
ago,2005,4496.7734375
ago,2006,4500.7900390625
ago,2007,4505.47705078125
ago,2008,4458.18408203125
ago,2009,4341.0263671875
ago,2010,4211.49365234375
ago,2011,4035.639404296875
ago,2012,3862.4443359375
ago,2013,3721.95654296875
ago,2014,3733.255126953125
ago,2015,3683.352294921875
ago,2016,3557.5615234375
ago,2017,3455.19580078125
alb,2000,112.69178771972656
alb,2001,102.15629577636719
alb,2002,91.98710632324219
alb,2003,82.42414093017578
alb,2004,73.54495239257812
alb,2005,65.54923248291016
alb,2006,58.663509368896484
alb,2007,53.123329162597656
alb,2008,48.13404846191406
alb,2009,40.64353942871094
alb,2010,37.511295318603516
alb,2011,35.117767333984375
alb,2012,32.718013763427734
alb,2013,29.998323440551758
alb,2014,26.954402923583984
alb,2015,23.925506591796875
alb,2016,21.117429733276367
alb,2017,19.12063980102539
and,2000,0.6464607119560242
and,2001,0.9712744951248169
and,2002,0.9736798405647278
and,2003,0.6511151790618896
and,2004,0.6532524824142456
and,2005,0.6554601788520813
and,2006,0.6575790047645569
and,2007,0.6589628458023071
and,2008,0.6596354246139526
and,2009,0.6607405543327332
and,2010,0.663323163986206
and,2011,0.4431278705596924
and,2012,0.8888888955116272
and,2013,0.6666666865348816
and,2014,0.9333332777023315
and,2015,0.1666666567325592
and,2016,0.3333333432674408
and,2017,0.3333333432674408
are,2000,74.15957641601562
are,2001,74.73701477050781
are,2002,75.17134857177734
are,2003,76.56645202636719
are,2004,78.62666320800781
are,2005,81.17832946777344
are,2006,84.03980255126953
are,2007,85.67684173583984
are,2008,87.97125244140625
are,2009,89.3546371459961
are,2010,90.6156005859375
are,2011,92.51972961425781
are,2012,94.4948959350586
are,2013,96.8460693359375
are,2014,100.29969024658203
are,2015,103.67696380615234
are,2016,106.6147689819336
are,2017,106.94660949707031
arg,2000,1395.5128173828125
arg,2001,1259.611083984375
arg,2002,1214.5294189453125
arg,2003,1154.4334716796875
arg,2004,1230.078369140625
arg,2005,1330.0535888671875
arg,2006,1304.4989013671875
arg,2007,1423.6793212890625
arg,2008,1338.53759765625
arg,2009,1202.1002197265625
arg,2010,1204.19189453125
arg,2011,1169.45458984375
arg,2012,1162.2889404296875
arg,2013,950.0783081054688
arg,2014,884.7112426757812
arg,2015,876.1935424804688
arg,2016,904.1265869140625
arg,2017,833.7731323242188
arm,2000,66.2759780883789
arm,2001,64.96560668945312
arm,2002,64.67253875732422
arm,2003,65.06285858154297
arm,2004,66.46625518798828
arm,2005,67.28377532958984
arm,2006,67.52066040039062
arm,2007,67.53535461425781
arm,2008,66.50968170166016
arm,2009,65.07681274414062
arm,2010,60.18818664550781
arm,2011,56.82635498046875
arm,2012,55.0742301940918
arm,2013,53.680633544921875
arm,2014,51.76963806152344
arm,2015,49.23059844970703
arm,2016,46.76942825317383
arm,2017,43.78584671020508
atg,2000,4.729846000671387
atg,2001,4.5033416748046875
atg,2002,1.7415581941604614
atg,2003,2.193652629852295
atg,2004,1.7292430400848389
atg,2005,2.517866373062134
atg,2006,2.909735679626465
atg,2007,3.2690985202789307
atg,2008,3.1683034896850586
atg,2009,3.271172523498535
atg,2010,2.425135612487793
atg,2011,3.706934928894043
atg,2012,3.406805992126465
atg,2013,3.570422649383545
atg,2014,2.6158154010772705
atg,2015,3.3230361938476562
atg,2016,3.4518210887908936
atg,2017,4.1702985763549805
aus,2000,180.31649780273438
aus,2001,183.33807373046875
aus,2002,231.9525909423828
aus,2003,229.676513671875
aus,2004,247.0476531982422
aus,2005,225.4011993408203
aus,2006,263.0030822753906
aus,2007,249.14710998535156
aus,2008,261.8976135253906
aus,2009,209.16006469726562
aus,2010,212.4221954345703
aus,2011,214.21632385253906
aus,2012,233.00856018066406
aus,2013,191.95550537109375
aus,2014,170.9749755859375
aus,2015,196.0418243408203
aus,2016,170.2904510498047
aus,2017,164.22067260742188
aut,2000,52.849082946777344
aut,2001,45.73406982421875
aut,2002,45.57052230834961
aut,2003,28.5015811920166
aut,2004,34.79887390136719
aut,2005,38.00756072998047
aut,2006,43.6198844909668
aut,2007,48.662559509277344
aut,2008,44.37187576293945
aut,2009,41.22376251220703
aut,2010,33.505733489990234
aut,2011,48.08578109741211
aut,2012,40.80491256713867
aut,2013,40.599395751953125
aut,2014,41.980308532714844
aut,2015,36.265357971191406
aut,2016,34.806541442871094
aut,2017,45.14114761352539
aze,2000,919.8097534179688
aze,2001,823.9166870117188
aze,2002,740.4154663085938
aze,2003,685.5018310546875
aze,2004,644.8654174804688
aze,2005,607.3746948242188
aze,2006,579.8915405273438
aze,2007,568.4400634765625
aze,2008,543.6842651367188
aze,2009,529.8378295898438
aze,2010,521.8209228515625
aze,2011,527.9574584960938
aze,2012,532.9332275390625
aze,2013,527.3095703125
aze,2014,541.9436645507812
aze,2015,525.4672241210938
aze,2016,490.0968933105469
aze,2017,461.34600830078125
bdi,2000,875.7496337890625
bdi,2001,899.5713500976562
bdi,2002,923.9013061523438
bdi,2003,1035.4625244140625
bdi,2004,1143.480712890625
bdi,2005,1212.4378662109375
bdi,2006,1317.177978515625
bdi,2007,1352.73388671875
bdi,2008,1370.0068359375
bdi,2009,1374.82763671875
bdi,2010,1381.3326416015625
bdi,2011,1402.678955078125
bdi,2012,1524.848388671875
bdi,2013,1489.560302734375
bdi,2014,1486.80322265625
bdi,2015,1447.049072265625
bdi,2016,1408.6142578125
bdi,2017,1376.93359375
bel,2000,104.63174438476562
bel,2001,91.36017608642578
bel,2002,110.62826538085938
bel,2003,91.86460876464844
bel,2004,82.27841186523438
bel,2005,95.60265350341797
bel,2006,93.4661636352539
bel,2007,79.6653060913086
bel,2008,89.9688720703125
bel,2009,96.98275756835938
bel,2010,110.2308349609375
bel,2011,97.80391693115234
bel,2012,84.9505844116211
bel,2013,84.72776794433594
bel,2014,78.32087707519531
bel,2015,79.94522857666016
bel,2016,76.7368392944336
bel,2017,74.33548736572266
ben,2000,1136.7830810546875
ben,2001,1148.8804931640625
ben,2002,1163.71044921875
ben,2003,1156.6103515625
ben,2004,1139.1610107421875
ben,2005,1119.289794921875
ben,2006,1137.4757080078125
ben,2007,1165.3216552734375
ben,2008,1227.5093994140625
ben,2009,1327.5032958984375
ben,2010,1438.1959228515625
ben,2011,1606.2841796875
ben,2012,1710.822265625
ben,2013,1772.0667724609375
ben,2014,1824.0367431640625
ben,2015,1831.826171875
ben,2016,1826.25927734375
ben,2017,1811.269287109375
bfa,2000,1280.18408203125
bfa,2001,1326.0694580078125
bfa,2002,1412.6607666015625
bfa,2003,1510.902587890625
bfa,2004,1608.8087158203125
bfa,2005,1679.5045166015625
bfa,2006,1702.776123046875
bfa,2007,1660.7010498046875
bfa,2008,1585.6328125
bfa,2009,1520.499755859375
bfa,2010,1542.452392578125
bfa,2011,1617.93359375
bfa,2012,1708.198486328125
bfa,2013,1858.53662109375
bfa,2014,2204.795654296875
bfa,2015,2316.278564453125
bfa,2016,2376.0498046875
bfa,2017,2397.272705078125
bgd,2000,7587.6552734375
bgd,2001,7328.4345703125
bgd,2002,6796.18017578125
bgd,2003,6513.66357421875
bgd,2004,6206.3974609375
bgd,2005,6136.89990234375
bgd,2006,5833.74853515625
bgd,2007,5638.91845703125
bgd,2008,5490.05224609375
bgd,2009,5459.2548828125
bgd,2010,5333.3271484375
bgd,2011,5136.64208984375
bgd,2012,4907.95556640625
bgd,2013,4649.93798828125
bgd,2014,4440.61572265625
bgd,2015,4376.435546875
bgd,2016,4406.720703125
bgd,2017,4278.3681640625
bgr,2000,91.90892791748047
bgr,2001,111.59010314941406
bgr,2002,130.21607971191406
bgr,2003,87.3138656616211
bgr,2004,112.52098846435547
bgr,2005,83.45954895019531
bgr,2006,97.56183624267578
bgr,2007,90.14085388183594
bgr,2008,74.0725326538086
bgr,2009,63.29460144042969
bgr,2010,66.63636016845703
bgr,2011,65.47342681884766
bgr,2012,69.72048950195312
bgr,2013,68.2453384399414
bgr,2014,58.87236022949219
bgr,2015,56.26425552368164
bgr,2016,52.197845458984375
bgr,2017,48.70716094970703
bhr,2000,22.241378784179688
bhr,2001,12.491497039794922
bhr,2002,18.393245697021484
bhr,2003,11.10415267944336
bhr,2004,21.248254776000977
bhr,2005,25.63921356201172
bhr,2006,22.750648498535156
bhr,2007,21.236703872680664
bhr,2008,23.10228157043457
bhr,2009,20.27505111694336
bhr,2010,23.160844802856445
bhr,2011,36.535675048828125
bhr,2012,26.84248161315918
bhr,2013,18.933143615722656
bhr,2014,22.53487205505371
bhr,2015,22.274873733520508
bhr,2016,22.047740936279297
bhr,2017,22.027759552001953
bhs,2000,4.499959945678711
bhs,2001,5.813165187835693
bhs,2002,6.044577598571777
bhs,2003,7.994665145874023
bhs,2004,8.189318656921387
bhs,2005,7.218352317810059
bhs,2006,6.942172527313232
bhs,2007,7.601808547973633
bhs,2008,10.835497856140137
bhs,2009,11.26063346862793
bhs,2010,10.502599716186523
bhs,2011,10.627789497375488
bhs,2012,7.912691116333008
bhs,2013,7.284175395965576
bhs,2014,5.707005023956299
bhs,2015,6.154131889343262
bhs,2016,6.062623500823975
bhs,2017,5.74509334564209
bih,2000,31.54582977294922
bih,2001,30.745357513427734
bih,2002,29.857290267944336
