region,year,fpost2
5_emr,2000,0.0010340509470552206
6_wpr,2000,0.003764005145058036
1_afr,2000,0.07015413045883179
2_amr,2000,0.014091392047703266
3_sear,2000,0.00847615022212267
4_eur,2000,0.004804581869393587
5_emr,2001,0.0011485895374789834
2_amr,2001,0.014762611128389835
3_sear,2001,0.008415614254772663
6_wpr,2001,0.004458888433873653
1_afr,2001,0.0731954351067543
4_eur,2001,0.00585167808458209
5_emr,2002,0.0012749769957736135
3_sear,2002,0.008433321490883827
4_eur,2002,0.0068480027839541435
1_afr,2002,0.0753047987818718
6_wpr,2002,0.005127519369125366
2_amr,2002,0.01522466167807579
6_wpr,2003,0.005773322191089392
4_eur,2003,0.007847914472222328
3_sear,2003,0.008170956745743752
1_afr,2003,0.07577016949653625
5_emr,2003,0.00136466883122921
2_amr,2003,0.015616095624864101
4_eur,2004,0.007980613969266415
5_emr,2004,0.0014742056373506784
6_wpr,2004,0.006323410198092461
1_afr,2004,0.08139455318450928
3_sear,2004,0.007595505099743605
2_amr,2004,0.015565463341772556
4_eur,2005,0.008150385692715645
2_amr,2005,0.015068644657731056
6_wpr,2005,0.006725609768182039
5_emr,2005,0.0015894555253908038
3_sear,2005,0.007654976565390825
1_afr,2005,0.07812070846557617
1_afr,2006,0.08132996410131454
2_amr,2006,0.014825685881078243
5_emr,2006,0.0016925465315580368
4_eur,2006,0.007936380803585052
3_sear,2006,0.007241095416247845
6_wpr,2006,0.006874402053654194
5_emr,2007,0.0018407562747597694
1_afr,2007,0.07863372564315796
6_wpr,2007,0.007231650874018669
2_amr,2007,0.013739570043981075
3_sear,2007,0.007232808507978916
4_eur,2007,0.008436690084636211
5_emr,2008,0.001965654781088233
6_wpr,2008,0.006684883497655392
3_sear,2008,0.006698228884488344
2_amr,2008,0.012577200308442116
4_eur,2008,0.007061426527798176
1_afr,2008,0.07272383570671082
5_emr,2009,0.0020537530072033405
1_afr,2009,0.06737345457077026
6_wpr,2009,0.005493576172739267
4_eur,2009,0.005686967633664608
2_amr,2009,0.011074308305978775
3_sear,2009,0.006350615061819553
6_wpr,2010,0.004267139360308647
4_eur,2010,0.005017629358917475
1_afr,2010,0.06380587816238403
3_sear,2010,0.006478880066424608
2_amr,2010,0.008210713975131512
5_emr,2010,0.0020808170083910227
1_afr,2011,0.056655287742614746
4_eur,2011,0.005168757401406765
5_emr,2011,0.0020945670548826456
3_sear,2011,0.006268450990319252
2_amr,2011,0.00989074632525444
6_wpr,2011,0.0037638030480593443
2_amr,2012,0.008982431143522263
6_wpr,2012,0.0035014089662581682
5_emr,2012,0.0022877794690430164
3_sear,2012,0.006454337853938341
1_afr,2012,0.051721543073654175
4_eur,2012,0.005568440072238445
1_afr,2013,0.045757170766592026
5_emr,2013,0.0024348327424377203
2_amr,2013,0.008005918934941292
4_eur,2013,0.006228332407772541
3_sear,2013,0.00689412746578455
6_wpr,2013,0.0035560347605496645
2_amr,2014,0.007801208179444075
5_emr,2014,0.002513710642233491
3_sear,2014,0.006869171280413866
4_eur,2014,0.006747083272784948
1_afr,2014,0.04418575018644333
6_wpr,2014,0.0031175187323242426
2_amr,2015,0.008931768126785755
4_eur,2015,0.007779939100146294
6_wpr,2015,0.0030452522914856672
1_afr,2015,0.04144134745001793
5_emr,2015,0.0025900905020534992
3_sear,2015,0.007176952436566353
2_amr,2016,0.009366394951939583
1_afr,2016,0.0388735830783844
3_sear,2016,0.007210365030914545
5_emr,2016,0.002757716691121459
6_wpr,2016,0.003411410376429558
4_eur,2016,0.01011217013001442
1_afr,2017,0.040649544447660446
2_amr,2017,0.010212353430688381
4_eur,2017,0.013016240671277046
3_sear,2017,0.006982157472521067
5_emr,2017,0.0028804608155041933
6_wpr,2017,0.0034948394168168306
