country,year,neo9
afg,2000,4356.7490234375
afg,2001,4474.5107421875
afg,2002,4593.8681640625
afg,2003,4707.00634765625
afg,2004,4767.31689453125
afg,2005,4691.50830078125
afg,2006,4554.85791015625
afg,2007,4399.091796875
afg,2008,4232.33837890625
afg,2009,4064.3359375
afg,2010,3875.559326171875
afg,2011,3693.63037109375
afg,2012,3534.875244140625
afg,2013,3408.037353515625
afg,2014,3298.6025390625
afg,2015,3197.636962890625
afg,2016,3097.210205078125
afg,2017,3026.270263671875
ago,2000,3117.80126953125
ago,2001,3128.962158203125
ago,2002,3133.09765625
ago,2003,3146.406494140625
ago,2004,3155.860107421875
ago,2005,3137.052734375
ago,2006,3102.054931640625
ago,2007,3055.9248046875
ago,2008,3000.6982421875
ago,2009,2953.632568359375
ago,2010,2908.7705078125
ago,2011,2864.00537109375
ago,2012,2814.977783203125
ago,2013,2769.6376953125
ago,2014,2736.3828125
ago,2015,2713.665771484375
ago,2016,2710.729736328125
ago,2017,2702.077392578125
alb,2000,59.96578598022461
alb,2001,53.18495559692383
alb,2002,47.16969299316406
alb,2003,41.93368911743164
alb,2004,37.08781433105469
alb,2005,32.70968246459961
alb,2006,28.714683532714844
alb,2007,25.261600494384766
alb,2008,22.209186553955078
alb,2009,19.827980041503906
alb,2010,17.904205322265625
alb,2011,16.299240112304688
alb,2012,15.150876998901367
alb,2013,14.401141166687012
alb,2014,13.94111156463623
alb,2015,13.782365798950195
alb,2016,13.547391891479492
alb,2017,13.545759201049805
and,2000,0.0
and,2001,0.0
and,2002,0.0
and,2003,0.0
and,2004,0.0
and,2005,0.0
and,2006,0.0
and,2007,0.0
and,2008,0.0
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,2.0397720336914062
are,2001,2.094289779663086
are,2002,2.097468376159668
are,2003,2.1085784435272217
are,2004,2.240402936935425
are,2005,2.299227714538574
are,2006,2.500068187713623
are,2007,2.727236747741699
are,2008,2.9751198291778564
are,2009,3.1104209423065186
are,2010,3.32812237739563
are,2011,3.2787764072418213
are,2012,3.357438802719116
are,2013,3.32304048538208
are,2014,3.3449480533599854
are,2015,3.460922956466675
are,2016,3.515151262283325
are,2017,3.531872272491455
arg,2000,140.53500366210938
arg,2001,142.3304443359375
arg,2002,140.7611541748047
arg,2003,155.47848510742188
arg,2004,113.19854736328125
arg,2005,139.1035614013672
arg,2006,128.554443359375
arg,2007,116.70108795166016
arg,2008,104.55711364746094
arg,2009,117.04199981689453
arg,2010,118.04657745361328
arg,2011,126.1253890991211
arg,2012,92.34978485107422
arg,2013,79.84917449951172
arg,2014,49.71152114868164
arg,2015,67.82661437988281
arg,2016,63.373897552490234
arg,2017,59.714866638183594
arm,2000,71.31051635742188
arm,2001,65.98624420166016
arm,2002,60.842041015625
arm,2003,56.03506851196289
arm,2004,51.257747650146484
arm,2005,47.18635177612305
arm,2006,43.57082748413086
arm,2007,40.269657135009766
arm,2008,37.082763671875
arm,2009,34.032230377197266
arm,2010,30.784317016601562
arm,2011,27.609333038330078
arm,2012,24.696989059448242
arm,2013,21.878358840942383
arm,2014,19.638532638549805
arm,2015,17.654281616210938
arm,2016,15.84801959991455
arm,2017,14.74636173248291
atg,2000,0.0
atg,2001,0.0
atg,2002,0.0
atg,2003,0.0
atg,2004,0.0
atg,2005,0.0
atg,2006,0.41868507862091064
atg,2007,0.44485291838645935
atg,2008,0.4313724935054779
atg,2009,0.0
atg,2010,0.0
atg,2011,0.0
atg,2012,0.0
atg,2013,0.0
atg,2014,0.0
atg,2015,0.0
atg,2016,0.0
atg,2017,0.0
aus,2000,5.135453701019287
aus,2001,3.0
aus,2002,3.231631278991699
aus,2003,0.0
aus,2004,1.1060606241226196
aus,2005,2.1532208919525146
aus,2006,3.268711566925049
aus,2007,4.29575777053833
aus,2008,3.2327587604522705
aus,2009,0.9907407760620117
aus,2010,0.0
aus,2011,3.108386993408203
aus,2012,2.239884376525879
aus,2013,1.0148448944091797
aus,2014,2.2874999046325684
aus,2015,0.0
