country,year,pnd
geo,2014,244.99998474121094
geo,2015,243.99998474121094
geo,2016,238.00001525878906
geo,2017,228.99998474121094
gha,2000,44660.5625
gha,2001,41777.1640625
gha,2002,40635.65625
gha,2003,36235.17578125
gha,2004,36165.5
gha,2005,36112.94140625
gha,2006,35890.55859375
gha,2007,35078.29296875
gha,2008,34501.640625
gha,2009,33539.42578125
gha,2010,32332.947265625
gha,2011,30628.013671875
gha,2012,29306.93359375
gha,2013,27652.794921875
gha,2014,25615.75390625
gha,2015,24115.607421875
gha,2016,22810.373046875
gha,2017,21541.54296875
gin,2000,47973.2265625
gin,2001,48733.33203125
gin,2002,41575.09375
gin,2003,39494.4296875
gin,2004,34643.38671875
gin,2005,34233.36328125
gin,2006,33774.15234375
gin,2007,32476.29296875
gin,2008,32434.482421875
gin,2009,32442.787109375
gin,2010,31041.6328125
gin,2011,30944.373046875
gin,2012,30798.462890625
gin,2013,29534.7109375
gin,2014,29803.990234375
gin,2015,28884.494140625
gin,2016,28774.666015625
gin,2017,27925.869140625
gmb,2000,4196.52490234375
gmb,2001,3993.811767578125
gmb,2002,3872.393798828125
gmb,2003,3806.818603515625
gmb,2004,3642.865966796875
gmb,2005,3575.2919921875
gmb,2006,3505.1201171875
gmb,2007,3439.663330078125
gmb,2008,3360.550537109375
gmb,2009,3300.05615234375
gmb,2010,3246.299560546875
gmb,2011,3197.375244140625
gmb,2012,3108.00048828125
gmb,2013,3059.9130859375
gmb,2014,2984.01025390625
gmb,2015,2941.773681640625
gmb,2016,2887.215576171875
gmb,2017,2796.113037109375
gnb,2000,6259.43701171875
gnb,2001,5668.216796875
gnb,2002,5869.67919921875
gnb,2003,8396.05859375
gnb,2004,6936.67041015625
gnb,2005,5018.32666015625
gnb,2006,4675.1875
gnb,2007,4382.53173828125
gnb,2008,4247.5009765625
gnb,2009,4091.67236328125
gnb,2010,3924.264404296875
gnb,2011,3757.3369140625
gnb,2012,3611.4404296875
gnb,2013,3447.484130859375
gnb,2014,3358.232666015625
gnb,2015,3581.279052734375
gnb,2016,3155.0859375
gnb,2017,3063.234375
gnq,2000,2602.884521484375
gnq,2001,2709.856201171875
gnq,2002,2789.35498046875
gnq,2003,2810.53564453125
gnq,2004,2831.601806640625
gnq,2005,2848.150146484375
gnq,2006,2587.272216796875
gnq,2007,2634.479736328125
gnq,2008,2675.644287109375
gnq,2009,2708.2314453125
gnq,2010,2479.429443359375
gnq,2011,2501.886962890625
gnq,2012,2513.684814453125
gnq,2013,2445.818603515625
gnq,2014,2457.499267578125
gnq,2015,2609.951904296875
gnq,2016,2731.869873046875
gnq,2017,2332.06689453125
grc,2000,272.0
grc,2001,261.0
grc,2002,252.99998474121094
grc,2003,248.0
grc,2004,241.0
grc,2005,233.0
grc,2006,224.99998474121094
grc,2007,220.99998474121094
grc,2008,218.0
grc,2009,213.0
grc,2010,206.0
grc,2011,197.99998474121094
grc,2012,192.0
grc,2013,189.99998474121094
grc,2014,195.0
grc,2015,203.99998474121094
grc,2016,216.0
grc,2017,220.99998474121094
grd,2000,16.0
grd,2001,14.0
grd,2002,14.0
grd,2003,12.999999046325684
grd,2004,12.999999046325684
grd,2005,11.999999046325684
grd,2006,12.0
grd,2007,12.000000953674316
grd,2008,12.999999046325684
grd,2009,12.0
grd,2010,12.0
grd,2011,13.0
grd,2012,12.999999046325684
grd,2013,10.999999046325684
grd,2014,12.000000953674316
grd,2015,12.000000953674316
grd,2016,10.999999046325684
grd,2017,11.0
gtm,2000,12340.9990234375
gtm,2001,11853.0
gtm,2002,11361.0
gtm,2003,10864.0009765625
gtm,2004,10366.0009765625
gtm,2005,9860.0
gtm,2006,9354.0
gtm,2007,8876.0
gtm,2008,8409.0
gtm,2009,8001.00048828125
gtm,2010,7677.00048828125
gtm,2011,7376.99951171875
gtm,2012,7119.0
gtm,2013,6868.0
gtm,2014,6662.99951171875
gtm,2015,6467.0
gtm,2016,6280.00048828125
gtm,2017,6106.0
guy,2000,395.9999694824219
guy,2001,377.0
guy,2002,356.9999694824219
guy,2003,337.00006103515625
guy,2004,319.0
guy,2005,301.0000305175781
guy,2006,285.0
guy,2007,270.0000305175781
guy,2008,257.0
guy,2009,246.0
guy,2010,237.0
guy,2011,229.0
guy,2012,223.0
guy,2013,216.99998474121094
guy,2014,211.99998474121094
guy,2015,206.0
guy,2016,201.00001525878906
guy,2017,195.99998474121094
hnd,2000,4088.000244140625
hnd,2001,3870.999755859375
hnd,2002,3646.0
hnd,2003,3430.999755859375
hnd,2004,3218.0
hnd,2005,3005.999755859375
hnd,2006,2806.0
hnd,2007,2618.0
hnd,2008,2451.000244140625
hnd,2009,2300.0
hnd,2010,2171.000244140625
hnd,2011,2060.0
hnd,2012,1966.0
hnd,2013,1877.0
hnd,2014,1800.0
hnd,2015,1731.0001220703125
hnd,2016,1668.9998779296875
hnd,2017,1609.0
hrv,2000,132.0
hrv,2001,125.0
hrv,2002,121.0
hrv,2003,115.99999237060547
hrv,2004,110.99999237060547
hrv,2005,106.0
hrv,2006,100.0
hrv,2007,95.99999237060547
hrv,2008,91.0
hrv,2009,86.0
hrv,2010,82.0
hrv,2011,81.0
hrv,2012,79.99999237060547
hrv,2013,77.99999237060547
hrv,2014,74.0
hrv,2015,71.0
hrv,2016,70.0
hrv,2017,68.0
hti,2000,19364.0
hti,2001,18547.0
hti,2002,17791.0
hti,2003,17085.0
hti,2004,16458.001953125
hti,2005,15920.0009765625
hti,2006,15426.9990234375
hti,2007,15005.9990234375
hti,2008,14600.0
hti,2009,14200.0009765625
hti,2010,49856.0
hti,2011,13231.0009765625
hti,2012,12962.0009765625
hti,2013,12639.0
hti,2014,12313.0009765625
hti,2015,11994.9990234375
hti,2016,11619.0
hti,2017,11261.0009765625
hun,2000,437.0
hun,2001,399.0
hun,2002,368.0
hun,2003,347.0
hun,2004,335.0
hun,2005,323.9999694824219
hun,2006,310.0
hun,2007,291.0
hun,2008,274.0
hun,2009,259.0
hun,2010,248.00001525878906
hun,2011,242.0
hun,2012,238.00001525878906
hun,2013,233.00001525878906
hun,2014,225.99998474121094
hun,2015,214.99998474121094
hun,2016,199.99998474121094
hun,2017,186.99998474121094
idn,2000,138553.1875
idn,2001,129444.515625
idn,2002,121153.8046875
idn,2003,116683.25
idn,2004,142440.5
idn,2005,115013.1875
idn,2006,113316.3046875
idn,2007,96804.5859375
idn,2008,87452.3984375
idn,2009,87516.8125
idn,2010,84551.921875
idn,2011,83565.328125
idn,2012,77147.0078125
idn,2013,73892.015625
idn,2014,72320.96875
idn,2015,70812.5078125
idn,2016,66378.5234375
idn,2017,63471.40625
ind,2000,1270569.625
ind,2001,1232687.875
ind,2002,1165813.375
ind,2003,1119938.5
ind,2004,1078768.375
ind,2005,985916.25
ind,2006,958933.0625
ind,2007,882835.3125
ind,2008,826818.625
ind,2009,783814.5
ind,2010,705260.125
ind,2011,650076.5
ind,2012,583185.0
ind,2013,527942.0
ind,2014,497912.46875
ind,2015,459708.84375
ind,2016,418417.0625
ind,2017,384853.625
irl,2000,170.0
irl,2001,167.0
irl,2002,160.0
irl,2003,150.99998474121094
irl,2004,143.0
irl,2005,139.0
irl,2006,136.0
irl,2007,136.0
irl,2008,134.0
irl,2009,130.0
irl,2010,125.0
irl,2011,118.0
irl,2012,113.0
irl,2013,107.99999237060547
irl,2014,106.0
irl,2015,102.0
irl,2016,97.99999237060547
irl,2017,94.0
irn,2000,19783.0
irn,2001,17992.0
irn,2002,16390.0
irn,2003,15004.9990234375
irn,2004,13832.0
irn,2005,12868.0
irn,2006,12041.0
irn,2007,11356.0
irn,2008,10734.0
irn,2009,10280.0
irn,2010,9940.0
irn,2011,9696.9990234375
irn,2012,9507.0009765625
irn,2013,9236.9990234375
irn,2014,8928.9990234375
irn,2015,8619.9990234375
irn,2016,8276.0
irn,2017,7862.0
irq,2000,16461.1328125
irq,2001,16386.181640625
irq,2002,16548.8203125
irq,2003,15996.619140625
irq,2004,16389.44921875
irq,2005,15958.27734375
irq,2006,16013.841796875
irq,2007,16049.935546875
irq,2008,16069.140625
irq,2009,16668.51953125
irq,2010,16154.8447265625
irq,2011,16259.123046875
irq,2012,16378.4638671875
irq,2013,16319.337890625
irq,2014,16240.0244140625
irq,2015,16199.84375
irq,2016,16082.2509765625
irq,2017,16004.5830078125
isl,2000,8.0
isl,2001,7.999999523162842
isl,2002,6.999999523162842
isl,2003,7.000000476837158
isl,2004,7.0
isl,2005,7.0
isl,2006,6.000000476837158
isl,2007,6.0
isl,2008,6.000000476837158
isl,2009,7.000000476837158
isl,2010,6.000000476837158
isl,2011,6.0
isl,2012,4.999999523162842
isl,2013,6.0
isl,2014,6.0
isl,2015,5.0
isl,2016,4.999999523162842
isl,2017,4.0
isr,2000,402.0
isr,2001,393.0
isr,2002,386.0
isr,2003,382.0
isr,2004,384.0
isr,2005,385.9999694824219
isr,2006,384.0
isr,2007,372.0
isr,2008,355.0
isr,2009,337.0
isr,2010,326.0
isr,2011,317.0000305175781
isr,2012,310.0
isr,2013,303.0
isr,2014,293.0
isr,2015,283.0
isr,2016,271.0
isr,2017,261.0
ita,2000,1119.0
ita,2001,1090.0
ita,2002,1050.9998779296875
ita,2003,1009.0
ita,2004,979.0
ita,2005,962.0000610351562
ita,2006,954.0
ita,2007,939.9999389648438
ita,2008,919.9999389648438
ita,2009,893.0000610351562
ita,2010,862.0000610351562
ita,2011,827.0
ita,2012,792.0
ita,2013,761.0
ita,2014,737.0
ita,2015,720.0
ita,2016,704.0000610351562
ita,2017,686.9999389648438
jam,2000,300.0
jam,2001,289.0000305175781
jam,2002,285.0
jam,2003,283.9999694824219
jam,2004,287.0
jam,2005,290.0
jam,2006,292.0
jam,2007,289.0
jam,2008,286.0
jam,2009,278.0000305175781
jam,2010,271.9999694824219
jam,2011,261.0
jam,2012,254.00001525878906
jam,2013,245.0
jam,2014,238.0
jam,2015,229.0
jam,2016,221.99998474121094
jam,2017,215.99998474121094
jor,2000,1718.0
jor,2001,1679.0
jor,2002,1645.0001220703125
jor,2003,1616.0001220703125
jor,2004,1598.0
jor,2005,1586.0
jor,2006,1579.0
jor,2007,1581.0
jor,2008,1592.0001220703125
jor,2009,1608.0
jor,2010,1627.0
jor,2011,1651.0
jor,2012,1668.0
jor,2013,1679.9998779296875
jor,2014,1687.0001220703125
jor,2015,1684.0001220703125
jor,2016,1677.0
jor,2017,1654.0
jpn,2000,3244.0
jpn,2001,3036.0
jpn,2002,2870.0
jpn,2003,2764.0
jpn,2004,2701.0
jpn,2005,2645.0
jpn,2006,2581.0
jpn,2007,2516.0
jpn,2008,2455.0
jpn,2009,2395.000244140625
jpn,2010,2332.0
jpn,2011,2585.0
jpn,2012,2188.0
jpn,2013,2109.0
jpn,2014,2029.0001220703125
jpn,2015,2249.999755859375
jpn,2016,1878.0
jpn,2017,1805.0001220703125
kaz,2000,5356.0
kaz,2001,4921.0
kaz,2002,4591.0
kaz,2003,4408.00048828125
kaz,2004,4348.0
kaz,2005,4328.0
kaz,2006,4319.0
kaz,2007,4278.0
kaz,2008,4104.0
kaz,2009,3776.0
kaz,2010,3389.000244140625
kaz,2011,3091.999755859375
kaz,2012,2944.0
kaz,2013,2836.0
kaz,2014,2684.000244140625
kaz,2015,2459.0
kaz,2016,2151.0
kaz,2017,1793.0001220703125
ken,2000,87887.3984375
ken,2001,84891.2421875
ken,2002,81070.921875
ken,2003,76567.0078125
ken,2004,72602.421875
ken,2005,68074.9453125
ken,2006,63938.82421875
ken,2007,60166.16015625
ken,2008,55785.44921875
ken,2009,51361.65234375
ken,2010,48676.7109375
ken,2011,46940.76171875
ken,2012,45264.1875
ken,2013,42980.484375
ken,2014,41325.37890625
ken,2015,39562.33203125
ken,2016,38143.1875
ken,2017,36762.1953125
kgz,2000,3026.000244140625
kgz,2001,2759.999755859375
kgz,2002,2535.999755859375
kgz,2003,2348.0
kgz,2004,2193.000244140625
kgz,2005,2072.0
kgz,2006,1973.0001220703125
kgz,2007,1915.0
kgz,2008,1869.0001220703125
kgz,2009,1827.0
kgz,2010,1789.000244140625
kgz,2011,1754.0
kgz,2012,1717.0
kgz,2013,1670.0001220703125
kgz,2014,1617.0
kgz,2015,1550.9998779296875
kgz,2016,1476.0001220703125
kgz,2017,1395.0
khm,2000,25158.46875
khm,2001,21902.373046875
khm,2002,18502.513671875
khm,2003,16004.3759765625
khm,2004,14155.779296875
khm,2005,12796.0810546875
khm,2006,11709.591796875
khm,2007,10793.1162109375
khm,2008,10304.7255859375
khm,2009,9593.3935546875
khm,2010,8403.900390625
khm,2011,7570.697265625
khm,2012,6764.640625
khm,2013,6309.0400390625
khm,2014,5949.0
khm,2015,5679.3720703125
khm,2016,5468.61669921875
khm,2017,5216.14111328125
kir,2000,108.00000762939453
kir,2001,103.99999237060547
kir,2002,103.0
kir,2003,101.86066436767578
kir,2004,101.38420104980469
kir,2005,104.0
kir,2006,107.0
kir,2007,109.0
kir,2008,111.00000762939453
kir,2009,112.99999237060547
kir,2010,113.0
kir,2011,113.0
kir,2012,110.99999237060547
kir,2013,110.0
kir,2014,107.0
kir,2015,106.0
kir,2016,103.0
kir,2017,100.00001525878906
kna,2000,7.0
kna,2001,6.999999523162842
kna,2002,5.999999523162842
kna,2003,5.999999523162842
kna,2004,4.999999523162842
kna,2005,6.0
kna,2006,5.0
kna,2007,5.000000476837158
kna,2008,4.0
kna,2009,4.999999523162842
kna,2010,5.0
kna,2011,4.999999523162842
kna,2012,4.0
kna,2013,4.0
kna,2014,4.0
kna,2015,4.0
kna,2016,4.000000476837158
kna,2017,5.000000476837158
kor,2000,2471.0
kor,2001,2253.0
kor,2002,2053.0
kor,2003,1864.0
kor,2004,1690.0
kor,2005,1541.0
kor,2006,1418.0
kor,2007,1315.0
kor,2008,1223.0
kor,2009,1142.0
kor,2010,1072.0
kor,2011,1009.0
kor,2012,954.9999389648438
kor,2013,910.0000610351562
kor,2014,872.0000610351562
kor,2015,841.0
kor,2016,812.0
kor,2017,788.0
kwt,2000,267.0
kwt,2001,271.0
kwt,2002,275.0
kwt,2003,277.0
kwt,2004,279.0
kwt,2005,280.0
kwt,2006,283.0
kwt,2007,287.0000305175781
kwt,2008,291.0
kwt,2009,294.9999694824219
kwt,2010,296.0
kwt,2011,293.0
kwt,2012,286.0
kwt,2013,277.0
kwt,2014,268.0
kwt,2015,261.0000305175781
kwt,2016,253.0
kwt,2017,246.00001525878906
lao,2000,12331.4873046875
lao,2001,11556.609375
lao,2002,11369.01171875
lao,2003,11825.2666015625
lao,2004,11702.2314453125
lao,2005,10632.6845703125
lao,2006,9890.06640625
lao,2007,10275.4970703125
lao,2008,8353.763671875
lao,2009,8086.64599609375
lao,2010,7842.048828125
lao,2011,7587.06005859375
lao,2012,7081.23486328125
lao,2013,6780.76123046875
lao,2014,6507.46533203125
lao,2015,6199.615234375
lao,2016,5928.97314453125
lao,2017,5669.87890625
lbn,2000,523.0196533203125
lbn,2001,482.9999694824219
lbn,2002,438.3233337402344
lbn,2003,407.2010498046875
lbn,2004,373.5874938964844
lbn,2005,347.931640625
lbn,2006,314.7537841796875
lbn,2007,283.7159729003906
lbn,2008,261.1405944824219
lbn,2009,249.21717834472656
lbn,2010,244.66323852539062
lbn,2011,247.86868286132812
lbn,2012,252.5184326171875
lbn,2013,272.4349060058594
lbn,2014,262.97064208984375
lbn,2015,271.0
lbn,2016,277.9999694824219
lbn,2017,277.5372009277344
lbr,2000,17952.98046875
lbr,2001,16911.197265625
lbr,2002,13959.529296875
lbr,2003,13048.015625
lbr,2004,12153.3271484375
lbr,2005,11016.4970703125
lbr,2006,10593.3447265625
lbr,2007,10186.384765625
lbr,2008,9642.2294921875
lbr,2009,9385.4609375
lbr,2010,10251.22265625
lbr,2011,9504.4794921875
lbr,2012,8632.619140625
lbr,2013,8431.0751953125
lbr,2014,8311.62109375
lbr,2015,10050.171875
lbr,2016,9439.0322265625
lbr,2017,9329.828125
lby,2000,1530.0
lby,2001,1483.0
lby,2002,1439.0
lby,2003,1395.0
lby,2004,1346.0
lby,2005,1288.0
lby,2006,1223.0
lby,2007,1155.0
lby,2008,1092.0
lby,2009,1039.0
lby,2010,996.0
lby,2011,1190.0001220703125
lby,2012,921.0
lby,2013,885.0
lby,2014,851.0000610351562
lby,2015,815.9999389648438
lby,2016,778.0
lby,2017,739.0
lca,2000,22.0
lca,2001,20.000001907348633
lca,2002,17.0
lca,2003,16.0
lca,2004,15.0
lca,2005,14.0
lca,2006,13.0
lca,2007,12.0
lca,2008,12.000000953674316
lca,2009,11.0
lca,2010,11.0
lca,2011,11.0
lca,2012,10.000000953674316
lca,2013,10.0
lca,2014,10.0
lca,2015,10.0
lca,2016,10.0
lca,2017,10.0
lka,2000,2387.0
lka,2001,2642.0
lka,2002,2918.0
lka,2003,3063.0
lka,2004,8023.0
lka,2005,2744.0
lka,2006,2393.000244140625
lka,2007,2070.000244140625
lka,2008,1897.0
lka,2009,1877.0
lka,2010,1864.0001220703125
lka,2011,1738.0
lka,2012,1533.0001220703125
lka,2013,1338.0001220703125
lka,2014,1198.0
lka,2015,1095.0
lka,2016,1018.0
lka,2017,961.0
lso,2000,4373.76904296875
lso,2001,4429.703125
lso,2002,4510.5400390625
lso,2003,4571.30322265625
lso,2004,4559.84814453125
lso,2005,4532.06103515625
lso,2006,4459.24755859375
lso,2007,4272.6279296875
lso,2008,4150.869140625
lso,2009,3786.720947265625
lso,2010,3276.124755859375
lso,2011,3278.81298828125
lso,2012,3282.57861328125
lso,2013,3258.34423828125
lso,2014,3229.611572265625
lso,2015,3243.02392578125
lso,2016,3006.419189453125
lso,2017,2888.089111328125
ltu,2000,224.0
ltu,2001,203.0
ltu,2002,183.0
ltu,2003,167.0
ltu,2004,155.0
ltu,2005,147.0
ltu,2006,140.0
ltu,2007,133.0
ltu,2008,123.0
ltu,2009,111.0
ltu,2010,99.0
ltu,2011,89.99999237060547
ltu,2012,83.0
ltu,2013,80.99999237060547
ltu,2014,81.0
ltu,2015,82.0
ltu,2016,79.0
ltu,2017,70.0
lux,2000,13.0
lux,2001,11.000000953674316
lux,2002,11.0
lux,2003,10.000000953674316
lux,2004,9.0
lux,2005,7.999999046325684
lux,2006,8.0
lux,2007,8.0
lux,2008,7.0
lux,2009,7.0
lux,2010,7.0
lux,2011,6.000000476837158
lux,2012,6.0
lux,2013,5.999999523162842
lux,2014,6.0
lux,2015,6.0
lux,2016,5.999999523162842
lux,2017,6.0
lva,2000,138.99998474121094
lva,2001,132.0
lva,2002,126.0
lva,2003,120.0
lva,2004,114.0
lva,2005,107.0
lva,2006,101.0
lva,2007,94.99999237060547
lva,2008,90.0
lva,2009,86.0
lva,2010,81.0
lva,2011,76.0
lva,2012,70.0
lva,2013,63.999996185302734
lva,2014,56.0
lva,2015,49.999996185302734
lva,2016,45.000003814697266
lva,2017,40.000003814697266
mar,2000,14317.0
mar,2001,13302.9990234375
mar,2002,12380.998046875
mar,2003,11565.0
mar,2004,10787.0
mar,2005,10088.0
mar,2006,9451.0
mar,2007,8930.0
mar,2008,8577.0
mar,2009,8272.0
mar,2010,8011.99951171875
mar,2011,7783.00048828125
mar,2012,7563.00048828125
mar,2013,7334.0
mar,2014,7088.00048828125
mar,2015,6813.99951171875
mar,2016,6533.99951171875
mar,2017,6261.00048828125
mco,2000,1.0
mco,2001,0.9999999403953552
mco,2002,0.9999999403953552
mco,2003,1.0
mco,2004,1.0
mco,2005,0.9999999403953552
mco,2006,1.0
mco,2007,1.0
mco,2008,1.0
mco,2009,1.0
mco,2010,1.0
mco,2011,0.9999999403953552
mco,2012,1.0
mco,2013,1.0
mco,2014,1.0
mco,2015,0.0
mco,2016,0.0
mco,2017,0.0
mda,2000,579.0000610351562
mda,2001,484.0
mda,2002,402.9999694824219
mda,2003,339.0
mda,2004,288.0
mda,2005,254.0
mda,2006,229.0
mda,2007,213.0
mda,2008,200.99998474121094
mda,2009,195.99998474121094
mda,2010,195.0
mda,2011,191.0
mda,2012,191.0
mda,2013,186.99998474121094
mda,2014,184.0
mda,2015,180.99998474121094
mda,2016,176.0
mda,2017,169.99998474121094
mdg,2000,48506.37890625
mdg,2001,46105.2578125
mdg,2002,44238.8203125
mdg,2003,43051.0234375
mdg,2004,39651.33984375
mdg,2005,36085.38671875
mdg,2006,34492.28125
mdg,2007,32873.55078125
mdg,2008,31118.287109375
mdg,2009,29635.5390625
mdg,2010,28155.712890625
mdg,2011,26370.5078125
mdg,2012,25111.69921875
mdg,2013,24046.6953125
mdg,2014,22849.892578125
mdg,2015,22287.64453125
mdg,2016,21690.248046875
mdg,2017,20841.0859375
mdv,2000,125.00000762939453
mdv,2001,102.00000762939453
mdv,2002,103.52654266357422
mdv,2003,74.31995391845703
mdv,2004,80.49945068359375
mdv,2005,57.86430358886719
mdv,2006,49.49650955200195
mdv,2007,45.25063705444336
mdv,2008,43.0
mdv,2009,41.0
mdv,2010,38.0
mdv,2011,37.0
mdv,2012,34.0
mdv,2013,31.999998092651367
mdv,2014,30.999998092651367
mdv,2015,29.0
mdv,2016,29.0
mdv,2017,27.0
mex,2000,33573.0
mex,2001,32220.998046875
mex,2002,31020.0
mex,2003,29988.998046875
mex,2004,29060.001953125
mex,2005,28063.0
mex,2006,26829.0
mex,2007,25324.0
mex,2008,23818.0
mex,2009,22491.0
mex,2010,21423.0
mex,2011,20558.0
mex,2012,19825.0
mex,2013,19052.0
mex,2014,18077.0
mex,2015,16833.0
mex,2016,15277.0
mex,2017,13541.9990234375
mhl,2000,47.0
mhl,2001,47.000003814697266
mhl,2002,45.999996185302734
mhl,2003,47.16513442993164
mhl,2004,44.000003814697266
mhl,2005,43.0
mhl,2006,42.000003814697266
mhl,2007,41.000003814697266
mhl,2008,39.0
mhl,2009,38.000003814697266
mhl,2010,37.0
mhl,2011,35.0
mhl,2012,33.0
mhl,2013,31.0
mhl,2014,29.0
mhl,2015,27.0
mhl,2016,24.0
mhl,2017,23.0
mkd,2000,185.0
mkd,2001,172.0
mkd,2002,160.0
mkd,2003,146.0
mkd,2004,132.0
mkd,2005,119.0
mkd,2006,106.0
mkd,2007,97.00000762939453
mkd,2008,89.0
mkd,2009,85.0
mkd,2010,80.99999237060547
mkd,2011,78.0
mkd,2012,76.0
mkd,2013,74.99999237060547
mkd,2014,73.99999237060547
mkd,2015,73.0
mkd,2016,73.99999237060547
mkd,2017,75.0
mli,2000,81963.7265625
mli,2001,85327.15625
mli,2002,76555.0859375
mli,2003,75348.2265625
mli,2004,73502.6796875
mli,2005,70255.1953125
mli,2006,68535.0
mli,2007,66856.703125
mli,2008,64862.08984375
mli,2009,66772.125
mli,2010,64574.14453125
mli,2011,61869.44140625
mli,2012,59396.39453125
mli,2013,58514.46484375
mli,2014,57653.99609375
mli,2015,56459.8671875
mli,2016,53546.84765625
mli,2017,52779.25
mlt,2000,13.0
mlt,2001,11.0
mlt,2002,11.000000953674316
mlt,2003,10.0
mlt,2004,10.000000953674316
mlt,2005,8.999999046325684
mlt,2006,9.0
mlt,2007,8.0
mlt,2008,8.000000953674316
mlt,2009,8.0
mlt,2010,8.000000953674316
mlt,2011,7.999999523162842
mlt,2012,9.0
mlt,2013,9.000000953674316
mlt,2014,7.999999523162842
mlt,2015,8.0
mlt,2016,8.0
mlt,2017,8.0
mmr,2000,55755.875
mmr,2001,57995.91015625
mmr,2002,55186.93359375
mmr,2003,53424.4765625
mmr,2004,52389.43359375
mmr,2005,49582.86328125
mmr,2006,47766.43359375
mmr,2007,45809.58984375
mmr,2008,63793.79296875
mmr,2009,38900.4765625
mmr,2010,36343.85546875
mmr,2011,34342.6796875
mmr,2012,32174.66015625
mmr,2013,29756.474609375
mmr,2014,27428.49609375
mmr,2015,25599.994140625
mmr,2016,23946.09375
mmr,2017,23095.71875
mne,2000,45.000003814697266
mne,2001,42.000003814697266
mne,2002,39.999996185302734
mne,2003,36.000003814697266
mne,2004,33.0
mne,2005,30.999998092651367
mne,2006,28.000001907348633
mne,2007,25.0
mne,2008,23.0
mne,2009,20.999998092651367
mne,2010,17.999998092651367
mne,2011,16.999998092651367
mne,2012,14.000000953674316
mne,2013,14.0
mne,2014,12.0
mne,2015,10.999999046325684
mne,2016,9.0
mne,2017,9.0
mng,2000,1875.4881591796875
mng,2001,1665.33837890625
mng,2002,1457.91064453125
mng,2003,1292.7584228515625
mng,2004,1154.910400390625
mng,2005,1039.04443359375
mng,2006,936.1629028320312
mng,2007,873.2660522460938
mng,2008,826.9804077148438
mng,2009,789.0675659179688
mng,2010,754.14453125
mng,2011,728.2081298828125
mng,2012,706.2626953125
mng,2013,685.0000610351562
mng,2014,663.0000610351562
mng,2015,664.8050537109375
mng,2016,651.0765380859375
mng,2017,584.0
moz,2000,97137.671875
moz,2001,95031.9765625
moz,2002,93077.8046875
moz,2003,92318.453125
moz,2004,90486.7890625
moz,2005,90442.53125
moz,2006,79776.0234375
moz,2007,76725.21875
moz,2008,73338.7578125
moz,2009,69680.7890625
moz,2010,69127.3046875
moz,2011,65283.890625
moz,2012,61404.4609375
moz,2013,58480.60546875
moz,2014,56109.6953125
moz,2015,53377.65625
moz,2016,51049.63671875
moz,2017,49913.296875
mrt,2000,6999.51416015625
mrt,2001,8190.96875
mrt,2002,7690.8203125
mrt,2003,7858.65478515625
mrt,2004,8359.9990234375
mrt,2005,7158.47509765625
mrt,2006,7286.38427734375
mrt,2007,7344.4716796875
mrt,2008,7355.7041015625
mrt,2009,7542.42626953125
mrt,2010,8302.5888671875
mrt,2011,7601.16943359375
mrt,2012,7042.59130859375
mrt,2013,6992.49462890625
mrt,2014,6912.08837890625
mrt,2015,6621.35888671875
mrt,2016,6553.1513671875
mrt,2017,6516.91943359375
mus,2000,129.99998474121094
mus,2001,123.0
mus,2002,119.0
mus,2003,114.0
mus,2004,109.99999237060547
mus,2005,107.99999237060547
mus,2006,109.0
mus,2007,109.00000762939453
mus,2008,107.00000762939453
mus,2009,102.0
mus,2010,94.99999237060547
mus,2011,90.0
mus,2012,85.0
mus,2013,81.00000762939453
mus,2014,78.0
mus,2015,75.0
mus,2016,71.99999237060547
mus,2017,70.0
mwi,2000,63215.0
mwi,2001,59236.00390625
mwi,2002,54757.00390625
mwi,2003,50415.00390625
mwi,2004,46631.99609375
mwi,2005,43796.00390625
mwi,2006,41996.99609375
mwi,2007,40739.0
mwi,2008,38746.0
mwi,2009,37145.99609375
mwi,2010,35340.0
mwi,2011,32979.0
mwi,2012,29459.001953125
mwi,2013,27031.001953125
mwi,2014,25104.0
mwi,2015,23477.001953125
mwi,2016,22276.0
mwi,2017,21139.0
mys,2000,2551.000244140625
mys,2001,2308.0
mys,2002,2107.0
mys,2003,1961.0
mys,2004,1858.0
mys,2005,1792.0
mys,2006,1747.0001220703125
mys,2007,1732.0
mys,2008,1742.0
mys,2009,1765.9998779296875
mys,2010,1786.0
mys,2011,1793.0
mys,2012,1796.9998779296875
mys,2013,1805.0
mys,2014,1820.0
mys,2015,1840.0
mys,2016,1858.0
mys,2017,1873.0001220703125
nam,2000,3114.166015625
nam,2001,3171.943603515625
nam,2002,3256.49365234375
nam,2003,3252.28759765625
nam,2004,3187.300537109375
nam,2005,2987.54833984375
nam,2006,2744.721435546875
nam,2007,2479.32080078125
nam,2008,2295.110107421875
nam,2009,2306.821044921875
nam,2010,2185.762451171875
nam,2011,2179.132080078125
nam,2012,2236.8935546875
nam,2013,2129.75341796875
nam,2014,2091.14892578125
nam,2015,2017.63623046875
nam,2016,1932.020263671875
nam,2017,1899.9998779296875
ner,2000,100393.84375
ner,2001,111238.3359375
ner,2002,101524.1640625
ner,2003,104716.59375
ner,2004,104225.15625
ner,2005,83948.0859375
ner,2006,80865.0078125
ner,2007,77980.4921875
ner,2008,75296.8203125
ner,2009,71793.1171875
ner,2010,69353.0390625
