country,year,post16
afg,2000,4487.101195560151
afg,2001,4669.825409447922
afg,2002,4817.548193531582
afg,2003,5007.024826855218
afg,2004,5134.123938408027
afg,2005,5194.1319944377665
afg,2006,5215.894532484717
afg,2007,5231.647670476204
afg,2008,5266.518934648466
afg,2009,5304.367722839969
afg,2010,5206.344664123394
afg,2011,5068.979618083006
afg,2012,4898.730401670962
afg,2013,4820.818527968604
afg,2014,4927.822293878249
afg,2015,4923.507147762057
afg,2016,4826.1983367251805
afg,2017,4772.162834547662
ago,2000,4365.741992950439
ago,2001,4389.734561920166
ago,2002,4508.760051727295
ago,2003,4505.993843078613
ago,2004,4478.717868804932
ago,2005,4479.672267913818
ago,2006,4482.725101470947
ago,2007,4486.528331756592
ago,2008,4438.357738494873
ago,2009,4320.300312042236
ago,2010,4190.210487365723
ago,2011,4013.7431983947754
ago,2012,3839.491714477539
ago,2013,3698.7848358154297
ago,2014,3709.4458923339844
ago,2015,3658.901840209961
ago,2016,3532.109687805176
ago,2017,3429.825149536133
alb,2000,112.5123689121574
alb,2001,101.9869840269399
alb,2002,91.81990049900706
alb,2003,82.25903137279627
alb,2004,73.38251455427594
alb,2005,65.39203891630046
alb,2006,58.51459709662637
alb,2007,52.9841523039578
alb,2008,48.00303631808671
alb,2009,40.51996810563165
alb,2010,37.39006035036679
alb,2011,34.996935207412825
alb,2012,32.59583661913577
alb,2013,29.87684210209586
alb,2014,26.830601816665336
alb,2015,23.797369372160404
alb,2016,20.985038845103308
alb,2017,18.988265955396564
and,2000,0.6464607099093714
and,2001,0.9712744785114812
and,2002,0.9736798166441808
and,2003,0.6511152012387412
and,2004,0.6532524617464818
and,2005,0.6554601788520813
and,2006,0.6575790047645569
and,2007,0.6589628458023071
and,2008,0.6596354246139526
and,2009,0.6607405543327332
and,2010,0.663323163986206
and,2011,0.4431278705596924
and,2012,0.8888888955116272
and,2013,0.6666666865348816
and,2014,0.9333333047231052
and,2015,0.16666666294137647
and,2016,0.3333333432674408
and,2017,0.3333333432674408
are,2000,72.77638608722826
are,2001,73.3778893462607
are,2002,73.82186328702637
are,2003,75.2198072881468
are,2004,77.27559902769259
are,2005,79.82789232414966
are,2006,82.69341964288577
are,2007,84.33248748523246
are,2008,86.62833039396344
are,2009,88.0128136070129
are,2010,89.27292588996279
are,2011,91.17400649334631
are,2012,93.13890398304822
are,2013,95.47913171747481
are,2014,98.91155907891569
are,2015,102.26059576764358
are,2016,105.18114828097833
are,2017,105.50616594140229
arg,2000,1374.1270995759485
arg,2001,1246.6719242764248
arg,2002,1193.7125709758316
arg,2003,1129.5569143668927
arg,2004,1217.9500060931707
arg,2005,1318.0993710802832
arg,2006,1290.4551237041096
arg,2007,1415.343475318376
arg,2008,1330.5712888882708
arg,2009,1188.5150466753955
arg,2010,1188.9272939803811
arg,2011,1162.2178991411163
arg,2012,1147.428078383264
arg,2013,935.5602865851064
arg,2014,873.7747184140882
arg,2015,863.9052220985446
arg,2016,892.6450047225239
arg,2017,822.9544414733894
arm,2000,65.40199259176428
arm,2001,64.04166463986634
arm,2002,63.68379800380492
arm,2003,64.00799897229598
arm,2004,65.34683773762207
arm,2005,66.09301658111696
arm,2006,66.27079540468229
arm,2007,66.24128001239451
arm,2008,65.18648045690185
arm,2009,63.72561311344667
arm,2010,58.82209051547274
arm,2011,55.45265892229379
arm,2012,53.70659469873635
arm,2013,52.36940592952237
arm,2014,50.522336946266066
arm,2015,48.04199856749762
arm,2016,45.64593290387355
arm,2017,42.7404496533265
atg,2000,4.729846087675821
atg,2001,4.503341724022776
atg,2002,1.7415582268822152
atg,2003,2.1936526218760823
atg,2004,1.7292430774399978
atg,2005,2.517866459574374
atg,2006,2.909735645783632
atg,2007,3.2690985591544557
atg,2008,3.1683034401120804
atg,2009,3.2711726405130634
atg,2010,2.4251356328002087
atg,2011,3.706934928894043
atg,2012,3.4068059567693445
atg,2013,3.570422623778738
atg,2014,2.6158152859931727
atg,2015,3.3230362108372082
atg,2016,3.4518210887908936
atg,2017,4.170298556053811
aus,2000,174.1539512279488
aus,2001,177.33806971630895
aus,2002,222.2576944024674
aus,2003,224.31186823102632
aus,2004,240.41129028153279
aus,2005,219.33457289652551
aus,2006,257.5552167734783
aus,2007,242.70347764155787
aus,2008,251.12175542862894
aus,2009,206.1878425105088
aus,2010,204.19447415600013
aus,2011,199.71051415590244
aus,2012,224.04902328983255
aus,2013,183.8367451593931
aus,2014,166.39997600423507
aus,2015,191.08182188867912
aus,2016,164.72149407863617
aus,2017,158.81220281124115
aut,2000,52.84908212560387
aut,2001,45.734069639651324
aut,2002,44.45889570552146
aut,2003,26.448717948717952
aut,2004,33.8410685483871
aut,2005,36.060892324050215
aut,2006,41.37777777777778
aut,2007,48.66256029684601
aut,2008,41.326877661633766
aut,2009,41.22376240181893
aut,2010,32.55427678317704
aut,2011,45.99976031265459
aut,2012,38.61062645397142
aut,2013,39.555681473152205
aut,2014,39.94805194805194
aut,2015,35.31127819548872
aut,2016,33.88154103541222
aut,2017,44.23114720833678
aze,2000,912.5928686837515
aze,2001,816.8297813362715
aze,2002,733.4006774550999
aze,2003,678.5136353179614
aze,2004,637.8566426184952
aze,2005,600.2982782414847
aze,2006,572.6393238658379
aze,2007,560.9454364297399
aze,2008,535.9383368634662
aze,2009,521.8145473350487
aze,2010,513.5263087268004
aze,2011,519.5733119995593
aze,2012,524.5419069777363
aze,2013,519.3745768251792
aze,2014,534.5345328367748
aze,2015,518.6339391317888
aze,2016,483.8489237899157
aze,2017,455.6730655781221
bdi,2000,872.8564834594727
bdi,2001,896.561653137207
bdi,2002,920.7407760620117
bdi,2003,1032.1664848327637
bdi,2004,1140.0831985473633
bdi,2005,1208.9633407592773
bdi,2006,1313.6469841003418
bdi,2007,1349.0637588500977
bdi,2008,1366.1136169433594
bdi,2009,1370.660327911377
bdi,2010,1377.0618629455566
bdi,2011,1398.484775543213
bdi,2012,1520.7512397766113
bdi,2013,1485.530605316162
bdi,2014,1482.7842330932617
bdi,2015,1443.0489387512207
bdi,2016,1404.652286529541
bdi,2017,1373.0091171264648
bel,2000,96.46357536216242
bel,2001,86.36017524650727
bel,2002,102.7746055511208
bel,2003,88.85520574426954
bel,2004,77.89353540812456
bel,2005,92.4640406049398
bel,2006,89.38823920265779
bel,2007,73.70364800531424
bel,2008,81.51932949781603
bel,2009,90.53435528197019
bel,2010,99.46996761246048
bel,2011,93.52552954292085
