region,year,fneo10
5_emr,2000,0.29977187514305115
6_wpr,2000,0.28087323904037476
1_afr,2000,0.2986202538013458
2_amr,2000,0.40467143058776855
3_sear,2000,0.31667962670326233
4_eur,2000,0.40189793705940247
5_emr,2001,0.3020942807197571
2_amr,2001,0.4025413990020752
3_sear,2001,0.3208450376987457
6_wpr,2001,0.2881271541118622
1_afr,2001,0.29637765884399414
4_eur,2001,0.4015529751777649
5_emr,2002,0.30415600538253784
3_sear,2002,0.32561856508255005
4_eur,2002,0.4018140733242035
1_afr,2002,0.29398366808891296
6_wpr,2002,0.29646697640419006
2_amr,2002,0.3951546251773834
6_wpr,2003,0.30427753925323486
4_eur,2003,0.399171382188797
3_sear,2003,0.330900639295578
1_afr,2003,0.2922168970108032
5_emr,2003,0.3072959780693054
2_amr,2003,0.39463043212890625
4_eur,2004,0.40304040908813477
5_emr,2004,0.3111935257911682
6_wpr,2004,0.31287887692451477
1_afr,2004,0.2906526029109955
3_sear,2004,0.3364802896976471
2_amr,2004,0.38227859139442444
4_eur,2005,0.3987828195095062
2_amr,2005,0.3867700397968292
6_wpr,2005,0.3229949176311493
5_emr,2005,0.31556859612464905
3_sear,2005,0.34224405884742737
1_afr,2005,0.28944140672683716
1_afr,2006,0.2886362373828888
2_amr,2006,0.3737058937549591
5_emr,2006,0.3200004994869232
4_eur,2006,0.39744165539741516
3_sear,2006,0.3484368920326233
6_wpr,2006,0.33085301518440247
5_emr,2007,0.3243201673030853
1_afr,2007,0.2876507043838501
6_wpr,2007,0.3375683128833771
2_amr,2007,0.37202388048171997
3_sear,2007,0.35513827204704285
4_eur,2007,0.39345842599868774
5_emr,2008,0.3270622193813324
6_wpr,2008,0.3371467590332031
3_sear,2008,0.3623647093772888
2_amr,2008,0.3721848726272583
4_eur,2008,0.38952764868736267
1_afr,2008,0.2866629958152771
5_emr,2009,0.33055734634399414
1_afr,2009,0.28695377707481384
6_wpr,2009,0.3365858495235443
4_eur,2009,0.3891163766384125
2_amr,2009,0.36892589926719666
3_sear,2009,0.3700562119483948
6_wpr,2010,0.33677032589912415
4_eur,2010,0.3880629539489746
1_afr,2010,0.2899872064590454
3_sear,2010,0.3781554102897644
2_amr,2010,0.36605304479599
5_emr,2010,0.3359162509441376
1_afr,2011,0.29376110434532166
4_eur,2011,0.3792338967323303
5_emr,2011,0.34258484840393066
3_sear,2011,0.3864295482635498
2_amr,2011,0.3625272512435913
6_wpr,2011,0.3332187235355377
2_amr,2012,0.3591517508029938
6_wpr,2012,0.3307802975177765
5_emr,2012,0.3478758633136749
3_sear,2012,0.39459946751594543
1_afr,2012,0.29692965745925903
4_eur,2012,0.38609442114830017
1_afr,2013,0.29846954345703125
5_emr,2013,0.35086590051651
2_amr,2013,0.35932910442352295
4_eur,2013,0.38888686895370483
3_sear,2013,0.40221306681632996
6_wpr,2013,0.3279498517513275
2_amr,2014,0.35681548714637756
5_emr,2014,0.3509345054626465
3_sear,2014,0.4088999927043915
4_eur,2014,0.3809018135070801
1_afr,2014,0.29727163910865784
6_wpr,2014,0.32384324073791504
2_amr,2015,0.35182952880859375
4_eur,2015,0.38133740425109863
6_wpr,2015,0.3214242458343506
1_afr,2015,0.2958066463470459
5_emr,2015,0.3505648970603943
3_sear,2015,0.4142751693725586
2_amr,2016,0.3557218909263611
1_afr,2016,0.2937515377998352
3_sear,2016,0.4143252670764923
5_emr,2016,0.34982800483703613
6_wpr,2016,0.3209502398967743
4_eur,2016,0.38055112957954407
1_afr,2017,0.2937677204608917
2_amr,2017,0.3578684329986572
4_eur,2017,0.38049882650375366
3_sear,2017,0.41450035572052
5_emr,2017,0.34966304898262024
6_wpr,2017,0.3213449716567993
