country,year,rufive12
afg,2000,4.852000713348389
afg,2001,5.141699314117432
afg,2002,5.734939098358154
afg,2003,6.481991767883301
afg,2004,7.5452961921691895
afg,2005,8.11890697479248
afg,2006,8.206987380981445
afg,2007,7.955354690551758
afg,2008,7.733882904052734
afg,2009,7.421133518218994
afg,2010,6.968800067901611
afg,2011,6.498290538787842
afg,2012,6.250113487243652
afg,2013,6.1412811279296875
afg,2014,6.101728916168213
afg,2015,6.0009236335754395
afg,2016,5.848865985870361
afg,2017,5.700657367706299
ago,2000,5.608415603637695
ago,2001,5.866390228271484
ago,2002,6.068573474884033
ago,2003,6.075275897979736
ago,2004,6.028682231903076
ago,2005,5.984287738800049
ago,2006,6.084561824798584
ago,2007,6.2560319900512695
ago,2008,6.334832668304443
ago,2009,6.238633632659912
ago,2010,5.930291175842285
ago,2011,5.610971927642822
ago,2012,5.357579231262207
ago,2013,5.187707901000977
ago,2014,4.992735862731934
ago,2015,4.782886981964111
ago,2016,4.546538829803467
ago,2017,4.431736946105957
alb,2000,0.5195999145507812
alb,2001,0.4990397095680237
alb,2002,0.4461151659488678
alb,2003,0.40022990107536316
alb,2004,0.37267032265663147
alb,2005,0.3523344099521637
alb,2006,0.3320257067680359
alb,2007,0.3200555145740509
alb,2008,0.31393495202064514
alb,2009,0.3041399121284485
alb,2010,0.2809939682483673
alb,2011,0.258489191532135
alb,2012,0.24405425786972046
alb,2013,0.2344934195280075
alb,2014,0.23243609070777893
alb,2015,0.23358480632305145
alb,2016,0.2321765273809433
alb,2017,0.23334810137748718
and,2000,0.0
and,2001,0.0
and,2002,0.0
and,2003,0.0
and,2004,0.0
and,2005,0.0
and,2006,0.0
and,2007,0.0
and,2008,0.0
and,2009,0.0
and,2010,0.0
and,2011,0.0
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,0.26901909708976746
are,2001,0.2604568898677826
are,2002,0.2538796365261078
are,2003,0.2455521821975708
are,2004,0.23358005285263062
are,2005,0.2202480435371399
are,2006,0.20819181203842163
are,2007,0.19679410755634308
are,2008,0.18809275329113007
are,2009,0.18145915865898132
are,2010,0.1778939813375473
are,2011,0.17489810287952423
are,2012,0.17460747063159943
are,2013,0.17506326735019684
are,2014,0.17806848883628845
are,2015,0.1825534850358963
are,2016,0.18680453300476074
are,2017,0.19031710922718048
arg,2000,1.124415397644043
arg,2001,1.1484203338623047
arg,2002,1.3264037370681763
arg,2003,1.3360999822616577
arg,2004,1.1308307647705078
arg,2005,1.0347539186477661
arg,2006,0.8808385729789734
arg,2007,0.8779444694519043
arg,2008,0.8497324585914612
arg,2009,0.8062157034873962
arg,2010,0.8600006103515625
arg,2011,0.7858464121818542
arg,2012,0.758597195148468
arg,2013,0.6397087574005127
arg,2014,0.6790273189544678
arg,2015,0.6366023421287537
arg,2016,0.5956124663352966
arg,2017,0.5622820854187012
arm,2000,1.3827030658721924
arm,2001,1.3067947626113892
arm,2002,1.2555875778198242
arm,2003,1.2074308395385742
arm,2004,1.1566412448883057
arm,2005,1.0865437984466553
arm,2006,0.997479259967804
arm,2007,0.913939356803894
arm,2008,0.842971920967102
arm,2009,0.7880198359489441
arm,2010,0.7441337704658508
arm,2011,0.6993728876113892
arm,2012,0.6547859311103821
arm,2013,0.6082090139389038
arm,2014,0.5660039782524109
arm,2015,0.5226621031761169
arm,2016,0.48180511593818665
arm,2017,0.45964160561561584
atg,2000,0.0
atg,2001,0.13939690589904785
atg,2002,0.14585773646831512
atg,2003,0.29736024141311646
atg,2004,0.16749972105026245
atg,2005,0.16435621678829193
atg,2006,0.12416520714759827
atg,2007,0.590254545211792
atg,2008,0.5768557786941528
atg,2009,0.4336889386177063
atg,2010,0.0
atg,2011,0.0
atg,2012,0.0
atg,2013,0.0
atg,2014,0.17849856615066528
atg,2015,0.2327549159526825
atg,2016,0.29288268089294434
atg,2017,0.13956555724143982
aus,2000,0.1534283310174942
aus,2001,0.11650048941373825
aus,2002,0.1538994163274765
aus,2003,0.07103666663169861
aus,2004,0.13874897360801697
aus,2005,0.11209052801132202
aus,2006,0.086219422519207
aus,2007,0.09788206219673157
aus,2008,0.08870209008455276
aus,2009,0.03673987090587616
aus,2010,0.07189241051673889
aus,2011,0.06152764707803726
aus,2012,0.025684727355837822
aus,2013,0.04626208916306496
aus,2014,0.07774970680475235
aus,2015,0.031927596777677536
aus,2016,0.04850156605243683
aus,2017,0.046870842576026917
aut,2000,0.07411742955446243
aut,2001,0.012352206744253635
aut,2002,0.02830406278371811
aut,2003,0.013171032071113586
aut,2004,0.024723954498767853
aut,2005,0.0
aut,2006,0.014532890170812607
aut,2007,0.0427536703646183
aut,2008,0.039258409291505814
aut,2009,0.15247146785259247
aut,2010,0.06049288436770439
aut,2011,0.07881593704223633
aut,2012,0.13667474687099457
aut,2013,0.0
aut,2014,0.04946171119809151
aut,2015,0.08036885410547256
aut,2016,0.12121754139661789
aut,2017,0.11822788417339325
aze,2000,2.6890878677368164
aze,2001,2.64298939704895
aze,2002,2.5760514736175537
aze,2003,2.5000007152557373
aze,2004,2.4289073944091797
aze,2005,2.3463804721832275
aze,2006,2.277313709259033
aze,2007,2.2171175479888916
aze,2008,2.174229621887207
aze,2009,2.1193206310272217
aze,2010,2.0549094676971436
aze,2011,1.9410532712936401
aze,2012,1.8209238052368164
aze,2013,1.7014286518096924
aze,2014,1.5872522592544556
aze,2015,1.4792102575302124
aze,2016,1.380782961845398
aze,2017,1.276413083076477
bdi,2000,4.993824005126953
bdi,2001,5.0266900062561035
bdi,2002,5.062114715576172
bdi,2003,5.01508903503418
bdi,2004,4.912444114685059
bdi,2005,4.778353691101074
bdi,2006,4.680541038513184
bdi,2007,4.672063827514648
bdi,2008,4.708800792694092
bdi,2009,4.678042888641357
bdi,2010,4.506152629852295
bdi,2011,4.260488033294678
bdi,2012,4.070357322692871
bdi,2013,3.9121716022491455
bdi,2014,3.79082989692688
bdi,2015,3.668382167816162
bdi,2016,3.5590741634368896
bdi,2017,3.4618022441864014
bel,2000,0.12540285289287567
bel,2001,0.157400444149971
bel,2002,0.09735611081123352
bel,2003,0.12909360229969025
bel,2004,0.13908949494361877
bel,2005,0.2004140019416809
bel,2006,0.15054720640182495
bel,2007,0.1367335170507431
bel,2008,0.12781386077404022
bel,2009,0.11101733148097992
bel,2010,0.10207213461399078
bel,2011,0.07582388818264008
bel,2012,0.08548736572265625
bel,2013,0.11683919280767441
bel,2014,0.09583784639835358
bel,2015,0.0978296771645546
bel,2016,0.09565765410661697
bel,2017,0.09323542565107346
ben,2000,7.538243770599365
ben,2001,7.230722427368164
ben,2002,7.283702373504639
ben,2003,7.243010520935059
ben,2004,7.310016632080078
ben,2005,7.365721225738525
ben,2006,7.408155918121338
ben,2007,7.358823776245117
ben,2008,7.30734920501709
ben,2009,7.1998090744018555
ben,2010,7.138049125671387
ben,2011,7.115625381469727
ben,2012,7.116531848907471
ben,2013,7.086920738220215
ben,2014,6.951724529266357
ben,2015,6.805994510650635
ben,2016,6.625046730041504
ben,2017,6.549065113067627
bfa,2000,6.308652400970459
bfa,2001,6.087284564971924
bfa,2002,6.158574104309082
bfa,2003,6.373858451843262
bfa,2004,6.523521423339844
bfa,2005,6.598480224609375
bfa,2006,6.374335765838623
bfa,2007,6.204960823059082
bfa,2008,6.217865467071533
bfa,2009,6.18891716003418
bfa,2010,6.020684242248535
bfa,2011,5.940147876739502
bfa,2012,5.746376037597656
bfa,2013,5.6550517082214355
bfa,2014,5.538333892822266
bfa,2015,5.486259460449219
bfa,2016,5.382312774658203
bfa,2017,5.275768756866455
bgd,2000,8.99323558807373
bgd,2001,8.740853309631348
bgd,2002,8.420183181762695
bgd,2003,8.026398658752441
bgd,2004,7.655395030975342
bgd,2005,7.2585835456848145
bgd,2006,6.890204906463623
bgd,2007,6.53276252746582
bgd,2008,6.17516565322876
bgd,2009,5.846327304840088
bgd,2010,5.506047248840332
bgd,2011,5.176201343536377
bgd,2012,4.856494903564453
bgd,2013,4.583603382110596
bgd,2014,4.348528861999512
bgd,2015,4.111612796783447
bgd,2016,3.857412815093994
bgd,2017,3.640810966491699
bgr,2000,0.5638781189918518
bgr,2001,0.6540380716323853
bgr,2002,0.5885470509529114
bgr,2003,0.37055113911628723
bgr,2004,0.30963844060897827
bgr,2005,0.1400703340768814
bgr,2006,0.2900957763195038
bgr,2007,0.20864325761795044
bgr,2008,0.2747698426246643
bgr,2009,0.1589333713054657
bgr,2010,0.23981152474880219
bgr,2011,0.18838758766651154
bgr,2012,0.2542853057384491
bgr,2013,0.12977702915668488
bgr,2014,0.17430247366428375
bgr,2015,0.16735810041427612
bgr,2016,0.15976472198963165
bgr,2017,0.15258333086967468
bhr,2000,0.1747383326292038
bhr,2001,0.07001552730798721
bhr,2002,0.0
bhr,2003,0.0767597183585167
bhr,2004,0.1673470139503479
bhr,2005,0.06367113441228867
bhr,2006,0.18195104598999023
bhr,2007,0.35975897312164307
bhr,2008,0.2510875463485718
bhr,2009,0.3651411831378937
bhr,2010,0.4587739109992981
bhr,2011,0.2669171094894409
bhr,2012,0.04773634672164917
bhr,2013,0.0
bhr,2014,0.0
bhr,2015,0.013240966945886612
bhr,2016,0.013127949088811874
bhr,2017,0.012846410274505615
bhs,2000,0.9722997546195984
bhs,2001,0.9380171895027161
bhs,2002,1.3305292129516602
bhs,2003,1.1956192255020142
bhs,2004,1.6812684535980225
bhs,2005,1.8616347312927246
bhs,2006,2.2476508617401123
bhs,2007,1.7664612531661987
bhs,2008,1.0824350118637085
bhs,2009,0.7046136856079102
bhs,2010,0.5175750255584717
bhs,2011,0.41031214594841003
bhs,2012,0.34734392166137695
bhs,2013,0.3132879436016083
bhs,2014,0.3446027338504791
bhs,2015,0.2869991362094879
bhs,2016,0.26370784640312195
bhs,2017,0.25206148624420166
bih,2000,0.31467393040657043
bih,2001,0.30375149846076965
bih,2002,0.29763680696487427
bih,2003,0.2958802580833435
bih,2004,0.288685142993927
bih,2005,0.2798374891281128
bih,2006,0.2715984880924225
bih,2007,0.26436886191368103
bih,2008,0.26127147674560547
bih,2009,0.2574792802333832
bih,2010,0.25283223390579224
bih,2011,0.24776117503643036
bih,2012,0.2405308037996292
bih,2013,0.23175212740898132
bih,2014,0.22306743264198303
bih,2015,0.21612544357776642
bih,2016,0.21075598895549774
bih,2017,0.2046082615852356
blr,2000,0.30739307403564453
blr,2001,0.26474809646606445
blr,2002,0.2309328317642212
blr,2003,0.20433171093463898
blr,2004,0.18080703914165497
blr,2005,0.158289834856987
blr,2006,0.13576149940490723
blr,2007,0.11496975272893906
blr,2008,0.09851733595132828
blr,2009,0.08671186864376068
blr,2010,0.0807735025882721
blr,2011,0.07840544730424881
blr,2012,0.07994396984577179
blr,2013,0.08110252767801285
blr,2014,0.0802043229341507
blr,2015,0.07764182984828949
blr,2016,0.07470142841339111
blr,2017,0.07163596153259277
blz,2000,1.1115142107009888
blz,2001,1.1952885389328003
blz,2002,1.397446632385254
blz,2003,1.2365682125091553
blz,2004,0.9694411754608154
blz,2005,0.7474896311759949
blz,2006,0.7740792632102966
blz,2007,1.0444097518920898
blz,2008,1.4611701965332031
blz,2009,1.8144069910049438
blz,2010,1.715056300163269
blz,2011,1.6187347173690796
blz,2012,1.551682710647583
blz,2013,1.374842643737793
blz,2014,1.0024042129516602
blz,2015,0.7132487893104553
blz,2016,0.7800981998443604
blz,2017,0.8718015551567078
bol,2000,3.8879823684692383
bol,2001,3.8207335472106934
bol,2002,3.731022596359253
bol,2003,3.638044834136963
bol,2004,3.5088846683502197
bol,2005,3.378124713897705
bol,2006,3.2538540363311768
bol,2007,3.14898419380188
bol,2008,3.0512826442718506
bol,2009,2.9545207023620605
bol,2010,2.875992774963379
bol,2011,2.7880825996398926
bol,2012,2.7394394874572754
bol,2013,2.721949815750122
bol,2014,2.733285427093506
bol,2015,2.72031831741333
bol,2016,2.654759645462036
bol,2017,2.55703067779541
bra,2000,2.674647569656372
bra,2001,2.508805274963379
bra,2002,2.4298157691955566
bra,2003,2.410459518432617
bra,2004,2.3197808265686035
bra,2005,2.228916883468628
bra,2006,2.1286911964416504
bra,2007,2.06620454788208
bra,2008,1.8844853639602661
bra,2009,1.8511731624603271
bra,2010,1.5899602174758911
bra,2011,1.559792399406433
bra,2012,1.4734513759613037
bra,2013,1.3928627967834473
bra,2014,1.3198113441467285
bra,2015,1.3182117938995361
bra,2016,1.3367801904678345
bra,2017,1.1767562627792358
brb,2000,0.12697559595108032
brb,2001,0.204275444149971
brb,2002,0.5919649004936218
brb,2003,1.1924943923950195
brb,2004,1.143722653388977
brb,2005,1.3449146747589111
brb,2006,1.6411588191986084
brb,2007,1.697954773902893
brb,2008,1.239510178565979
brb,2009,1.2865676879882812
brb,2010,1.5454226732254028
brb,2011,2.0504536628723145
brb,2012,1.5325027704238892
brb,2013,1.6203069686889648
brb,2014,1.3505700826644897
brb,2015,1.4176898002624512
brb,2016,1.3756663799285889
brb,2017,1.3328241109848022
brn,2000,0.5562278628349304
brn,2001,0.5546132326126099
brn,2002,0.5525878071784973
brn,2003,0.5493751168251038
brn,2004,0.5611541271209717
brn,2005,0.5530208945274353
brn,2006,0.5407403707504272
brn,2007,0.5419409275054932
brn,2008,0.5398008823394775
brn,2009,0.5348168015480042
brn,2010,0.35213595628738403
brn,2011,0.30150946974754333
brn,2012,0.43768900632858276
brn,2013,0.6190447211265564
brn,2014,0.5734767317771912
brn,2015,0.4943166673183441
brn,2016,0.5222121477127075
brn,2017,0.6361256837844849
btn,2000,6.007948398590088
btn,2001,5.761937141418457
btn,2002,5.571659088134766
btn,2003,5.401742458343506
btn,2004,5.238688945770264
btn,2005,5.030131816864014
btn,2006,4.824343204498291
btn,2007,4.656736373901367
btn,2008,4.483911991119385
btn,2009,4.2827839851379395
btn,2010,4.050489902496338
btn,2011,3.7947492599487305
btn,2012,3.5517523288726807
btn,2013,3.31866455078125
btn,2014,3.1315739154815674
btn,2015,3.0107340812683105
btn,2016,2.909221887588501
btn,2017,2.788083553314209
bwa,2000,3.156503200531006
bwa,2001,3.2833471298217773
bwa,2002,3.4288980960845947
bwa,2003,3.587938070297241
bwa,2004,3.755544424057007
bwa,2005,3.9199471473693848
bwa,2006,4.0526580810546875
bwa,2007,4.149925708770752
bwa,2008,4.207454681396484
bwa,2009,4.266927719116211
bwa,2010,4.276969909667969
bwa,2011,4.19369649887085
bwa,2012,4.088631629943848
bwa,2013,3.965639352798462
bwa,2014,3.8337979316711426
bwa,2015,3.7016725540161133
bwa,2016,3.570037841796875
bwa,2017,3.457916259765625
caf,2000,5.272933483123779
caf,2001,5.430078029632568
caf,2002,5.638758659362793
caf,2003,5.7930073738098145
caf,2004,5.995550155639648
caf,2005,6.239461421966553
caf,2006,6.585446357727051
caf,2007,7.002634525299072
caf,2008,7.732006072998047
caf,2009,8.203145980834961
caf,2010,8.180904388427734
caf,2011,7.702694416046143
caf,2012,7.10929536819458
caf,2013,6.661042213439941
caf,2014,6.539122104644775
caf,2015,6.525405406951904
caf,2016,6.5586724281311035
caf,2017,6.432788372039795
can,2000,0.140549898147583
can,2001,0.23095525801181793
can,2002,0.17190909385681152
can,2003,0.1595996916294098
can,2004,0.1326896995306015
can,2005,0.15040895342826843
can,2006,0.13925102353096008
can,2007,0.1591893434524536
can,2008,0.19744360446929932
can,2009,0.14982564747333527
can,2010,0.13053464889526367
can,2011,0.15728837251663208
can,2012,0.1270155906677246
can,2013,0.15517257153987885
can,2014,0.1538713276386261
can,2015,0.15221580862998962
can,2016,0.1500547230243683
can,2017,0.14726409316062927
che,2000,0.14840854704380035
che,2001,0.14994531869888306
che,2002,0.1502280980348587
che,2003,0.14093735814094543
che,2004,0.14633440971374512
che,2005,0.14520937204360962
che,2006,0.14494991302490234
che,2007,0.14503921568393707
che,2008,0.14385798573493958
che,2009,0.14011718332767487
che,2010,0.137375608086586
che,2011,0.13324637711048126
che,2012,0.13243350386619568
che,2013,0.13169056177139282
che,2014,0.13232465088367462
che,2015,0.13375291228294373
che,2016,0.13290029764175415
che,2017,0.13176687061786652
chl,2000,0.34365853667259216
chl,2001,0.2544330358505249
chl,2002,0.24466021358966827
chl,2003,0.24488914012908936
chl,2004,0.2159038931131363
chl,2005,0.24973931908607483
chl,2006,0.25042247772216797
chl,2007,0.32747218012809753
chl,2008,0.27241042256355286
chl,2009,0.2890799641609192
chl,2010,0.2675110399723053
chl,2011,0.30056169629096985
chl,2012,0.2562386691570282
chl,2013,0.17203767597675323
chl,2014,0.3003372848033905
chl,2015,0.35393524169921875
chl,2016,0.26736441254615784
chl,2017,0.260990709066391
chn,2000,0.30667901039123535
chn,2001,0.2963602840900421
chn,2002,0.2864221930503845
chn,2003,0.271097868680954
chn,2004,0.23073622584342957
chn,2005,0.1961236298084259
chn,2006,0.1653098464012146
chn,2007,0.15177005529403687
chn,2008,0.16480489075183868
chn,2009,0.1666135936975479
chn,2010,0.16869749128818512
chn,2011,0.1745043843984604
chn,2012,0.16604679822921753
chn,2013,0.16135860979557037
chn,2014,0.16023719310760498
chn,2015,0.1532725840806961
chn,2016,0.14208608865737915
chn,2017,0.13263855874538422
civ,2000,7.033689022064209
civ,2001,7.139403820037842
civ,2002,7.072272300720215
civ,2003,7.005407333374023
civ,2004,6.9288434982299805
civ,2005,6.9396562576293945
civ,2006,7.059628486633301
civ,2007,7.347894668579102
civ,2008,7.614204406738281
civ,2009,7.638398170471191
civ,2010,7.383833885192871
civ,2011,7.093383312225342
civ,2012,6.947703838348389
civ,2013,6.8534746170043945
civ,2014,6.804501533508301
civ,2015,6.751840591430664
civ,2016,6.803150653839111
civ,2017,6.701225757598877
cmr,2000,3.8664016723632812
cmr,2001,3.89780592918396
cmr,2002,4.03980016708374
cmr,2003,4.262531757354736
cmr,2004,4.545792579650879
cmr,2005,4.793468475341797
cmr,2006,4.994143486022949
cmr,2007,5.0880279541015625
cmr,2008,5.097898960113525
cmr,2009,4.916426658630371
cmr,2010,4.739770889282227
cmr,2011,4.487873077392578
cmr,2012,4.386959075927734
cmr,2013,4.291505813598633
cmr,2014,4.19079065322876
cmr,2015,4.049816131591797
cmr,2016,3.9192628860473633
cmr,2017,3.841059684753418
cod,2000,3.795506000518799
cod,2001,4.012051105499268
cod,2002,4.317165374755859
cod,2003,4.5826005935668945
cod,2004,4.876383304595947
cod,2005,5.024784088134766
cod,2006,5.08603572845459
cod,2007,5.191925048828125
cod,2008,5.289749622344971
cod,2009,5.228696346282959
cod,2010,4.923544406890869
cod,2011,4.6112446784973145
cod,2012,4.44217586517334
cod,2013,4.421055316925049
cod,2014,4.470632553100586
cod,2015,4.4939470291137695
cod,2016,4.471686363220215
cod,2017,4.4002766609191895
cog,2000,3.1732730865478516
cog,2001,3.2821693420410156
cog,2002,3.4011855125427246
cog,2003,3.513214111328125
cog,2004,3.6099674701690674
cog,2005,3.6195099353790283
cog,2006,3.6142852306365967
cog,2007,3.5697484016418457
cog,2008,3.5178020000457764
cog,2009,3.424583673477173
cog,2010,3.3473987579345703
cog,2011,3.2651994228363037
cog,2012,3.1970443725585938
cog,2013,3.114445686340332
cog,2014,3.031315803527832
cog,2015,2.9341771602630615
cog,2016,2.841377019882202
cog,2017,2.781214475631714
cok,2000,0.8858548402786255
cok,2001,0.6719258427619934
cok,2002,0.6762654185295105
cok,2003,0.6768612265586853
cok,2004,0.6726917624473572
cok,2005,0.43980759382247925
cok,2006,0.4313963055610657
cok,2007,0.4209001064300537
cok,2008,0.4119897782802582
cok,2009,0.40834712982177734
cok,2010,0.402976930141449
cok,2011,0.4012417495250702
cok,2012,0.1998271346092224
cok,2013,0.19898350536823273
cok,2014,0.19786401093006134
cok,2015,0.19780060648918152
cok,2016,0.1971430480480194
cok,2017,0.19848260283470154
col,2000,1.3378839492797852
col,2001,1.6859359741210938
col,2002,1.2807729244232178
col,2003,1.2258095741271973
col,2004,1.7859727144241333
col,2005,1.6771044731140137
col,2006,1.4683529138565063
col,2007,1.5768799781799316
col,2008,1.2708678245544434
col,2009,1.2746691703796387
col,2010,1.1169276237487793
col,2011,1.3641717433929443
col,2012,1.4785114526748657
col,2013,1.4887217283248901
col,2014,1.3519431352615356
col,2015,1.3081409931182861
col,2016,1.2632355690002441
col,2017,1.2217508554458618
com,2000,5.294774532318115
com,2001,5.705132961273193
com,2002,6.151191234588623
com,2003,6.39734411239624
com,2004,6.392862796783447
com,2005,6.263946533203125
com,2006,6.064332962036133
com,2007,5.827068328857422
com,2008,5.597497940063477
com,2009,5.367475509643555
com,2010,5.223498344421387
com,2011,5.159106254577637
com,2012,5.101871013641357
com,2013,5.093413352966309
com,2014,5.100637435913086
com,2015,5.047802925109863
com,2016,4.958892822265625
com,2017,4.854747295379639
cpv,2000,1.6410009860992432
cpv,2001,1.2058370113372803
cpv,2002,1.395606517791748
cpv,2003,1.4079846143722534
cpv,2004,1.33164381980896
cpv,2005,1.229980707168579
cpv,2006,1.286691427230835
cpv,2007,1.3340517282485962
cpv,2008,1.3779315948486328
cpv,2009,1.3774170875549316
cpv,2010,1.445137858390808
cpv,2011,1.4377557039260864
cpv,2012,1.393234372138977
cpv,2013,1.3366509675979614
cpv,2014,1.2629047632217407
cpv,2015,1.1832187175750732
cpv,2016,1.0979255437850952
cpv,2017,1.0346686840057373
cri,2000,0.5228747129440308
cri,2001,0.6242913603782654
cri,2002,0.3696812689304352
cri,2003,0.49297431111335754
cri,2004,0.4633394479751587
cri,2005,0.4101508557796478
cri,2006,0.6767925024032593
cri,2007,0.5643677711486816
cri,2008,0.5102683901786804
cri,2009,0.1646459549665451
cri,2010,0.1524573415517807
cri,2011,0.1430072784423828
cri,2012,0.13602836430072784
cri,2013,0.15680474042892456
cri,2014,0.13387858867645264
cri,2015,0.13740433752536774
cri,2016,0.13438831269741058
cri,2017,0.13138991594314575
cub,2000,0.5382676720619202
