region,year,fneo5
5_emr,2000,0.0817151665687561
6_wpr,2000,0.012552371248602867
1_afr,2000,0.050675924867391586
2_amr,2000,0.003120898734778166
3_sear,2000,0.040228500962257385
4_eur,2000,0.0038584608118981123
5_emr,2001,0.07243488729000092
2_amr,2001,0.0032914914190769196
3_sear,2001,0.036843281239271164
6_wpr,2001,0.010840898379683495
1_afr,2001,0.046376846730709076
4_eur,2001,0.0034945672377943993
5_emr,2002,0.06412840634584427
3_sear,2002,0.03372560441493988
4_eur,2002,0.003193730255588889
1_afr,2002,0.041769254952669144
6_wpr,2002,0.009165839292109013
2_amr,2002,0.003029031213372946
6_wpr,2003,0.007926780730485916
4_eur,2003,0.0029250176157802343
3_sear,2003,0.03082507662475109
1_afr,2003,0.03729427605867386
5_emr,2003,0.05564109981060028
2_amr,2003,0.0030153223779052496
4_eur,2004,0.002706940285861492
5_emr,2004,0.04709949344396591
6_wpr,2004,0.007369593251496553
1_afr,2004,0.03306208923459053
3_sear,2004,0.028065413236618042
2_amr,2004,0.0028556366451084614
4_eur,2005,0.002526666736230254
2_amr,2005,0.0028475949075073004
6_wpr,2005,0.0069362991489470005
5_emr,2005,0.041613489389419556
3_sear,2005,0.025462299585342407
1_afr,2005,0.02955884113907814
1_afr,2006,0.026591459289193153
2_amr,2006,0.0027237737085670233
5_emr,2006,0.03860810399055481
4_eur,2006,0.002372413408011198
3_sear,2006,0.022996779531240463
6_wpr,2006,0.006203562021255493
5_emr,2007,0.036600690335035324
1_afr,2007,0.02390010841190815
6_wpr,2007,0.005984273739159107
2_amr,2007,0.0026097269728779793
3_sear,2007,0.02070515975356102
4_eur,2007,0.002234071958810091
5_emr,2008,0.03438865393400192
6_wpr,2008,0.005779955070465803
3_sear,2008,0.018605440855026245
2_amr,2008,0.0025256576482206583
4_eur,2008,0.0021159215830266476
1_afr,2008,0.021515706554055214
5_emr,2009,0.03279898688197136
1_afr,2009,0.019691074267029762
6_wpr,2009,0.0048902747221291065
4_eur,2009,0.0019930910784751177
2_amr,2009,0.0024223444052040577
3_sear,2009,0.016678115352988243
6_wpr,2010,0.0038262372836470604
4_eur,2010,0.0018727218266576529
1_afr,2010,0.018871311098337173
3_sear,2010,0.014873011037707329
2_amr,2010,0.0019064531661570072
5_emr,2010,0.03185645490884781
1_afr,2011,0.01859368197619915
4_eur,2011,0.001745777204632759
5_emr,2011,0.031452327966690063
3_sear,2011,0.013141902163624763
2_amr,2011,0.0016844263300299644
6_wpr,2011,0.003025828395038843
2_amr,2012,0.0015596613520756364
6_wpr,2012,0.002672024769708514
5_emr,2012,0.030343355610966682
3_sear,2012,0.011491121724247932
1_afr,2012,0.018307214602828026
4_eur,2012,0.0016282642027363181
1_afr,2013,0.017604276537895203
5_emr,2013,0.028470207005739212
2_amr,2013,0.0015027973568066955
4_eur,2013,0.001510622096247971
3_sear,2013,0.009928540326654911
6_wpr,2013,0.002532515674829483
2_amr,2014,0.0013910545967519283
5_emr,2014,0.0264163576066494
3_sear,2014,0.008496268652379513
4_eur,2014,0.0014029265148565173
1_afr,2014,0.016499212011694908
6_wpr,2014,0.002497435314580798
2_amr,2015,0.0013370686210691929
4_eur,2015,0.001318369060754776
6_wpr,2015,0.0024290774017572403
1_afr,2015,0.01539970189332962
5_emr,2015,0.02437402866780758
3_sear,2015,0.007270112168043852
2_amr,2016,0.0012577491579577327
1_afr,2016,0.01448715291917324
3_sear,2016,0.007220182102173567
5_emr,2016,0.022558903321623802
6_wpr,2016,0.002422538585960865
4_eur,2016,0.0012563527561724186
1_afr,2017,0.014517941512167454
2_amr,2017,0.0012607433600351214
4_eur,2017,0.0012642951915040612
3_sear,2017,0.007225929759442806
5_emr,2017,0.022644922137260437
6_wpr,2017,0.0024900122079998255
