region,year,fufive7
5_emr,2000,0.03838859871029854
6_wpr,2000,0.018610702827572823
1_afr,2000,0.03799964860081673
2_amr,2000,0.02148042619228363
3_sear,2000,0.033914752304553986
4_eur,2000,0.024506235495209694
5_emr,2001,0.038225289434194565
2_amr,2001,0.019994640722870827
3_sear,2001,0.03266714885830879
6_wpr,2001,0.017644714564085007
1_afr,2001,0.03928482159972191
4_eur,2001,0.023463593795895576
5_emr,2002,0.038825780153274536
3_sear,2002,0.03408427536487579
4_eur,2002,0.022671381011605263
1_afr,2002,0.03831949457526207
6_wpr,2002,0.016974903643131256
2_amr,2002,0.01858365349471569
6_wpr,2003,0.01664280891418457
4_eur,2003,0.022083748131990433
3_sear,2003,0.03367999196052551
1_afr,2003,0.040503859519958496
5_emr,2003,0.037372443825006485
2_amr,2003,0.01801617443561554
4_eur,2004,0.021074507385492325
5_emr,2004,0.03798235207796097
6_wpr,2004,0.01581777073442936
1_afr,2004,0.03992774337530136
3_sear,2004,0.03265652805566788
2_amr,2004,0.017966510728001595
4_eur,2005,0.02068859338760376
2_amr,2005,0.01760278083384037
6_wpr,2005,0.01728074997663498
5_emr,2005,0.03989582136273384
3_sear,2005,0.03171824663877487
1_afr,2005,0.040169887244701385
1_afr,2006,0.0349104218184948
2_amr,2006,0.01762274280190468
5_emr,2006,0.03984257951378822
4_eur,2006,0.020182687789201736
3_sear,2006,0.031212911009788513
6_wpr,2006,0.015731172636151314
5_emr,2007,0.03928685188293457
1_afr,2007,0.03494258224964142
6_wpr,2007,0.016306675970554352
2_amr,2007,0.016510669142007828
3_sear,2007,0.0313858725130558
4_eur,2007,0.019725877791643143
5_emr,2008,0.03671561926603317
6_wpr,2008,0.017167741432785988
3_sear,2008,0.030625782907009125
2_amr,2008,0.016351694241166115
4_eur,2008,0.018305176869034767
1_afr,2008,0.039277538657188416
5_emr,2009,0.03525626286864281
1_afr,2009,0.034733906388282776
6_wpr,2009,0.017476174980401993
4_eur,2009,0.01750030182301998
2_amr,2009,0.01595860905945301
3_sear,2009,0.029957544058561325
6_wpr,2010,0.017819320783019066
4_eur,2010,0.01647459715604782
1_afr,2010,0.03035077266395092
3_sear,2010,0.02960522286593914
2_amr,2010,0.014517460018396378
5_emr,2010,0.033985525369644165
1_afr,2011,0.029137756675481796
4_eur,2011,0.015550522133708
5_emr,2011,0.03169839084148407
3_sear,2011,0.028997937217354774
2_amr,2011,0.014568249695003033
6_wpr,2011,0.01741965115070343
2_amr,2012,0.013640960678458214
6_wpr,2012,0.016477350145578384
5_emr,2012,0.031918711960315704
3_sear,2012,0.02860098145902157
1_afr,2012,0.032909899950027466
4_eur,2012,0.014609262347221375
1_afr,2013,0.030266549438238144
5_emr,2013,0.028501907363533974
2_amr,2013,0.013090215623378754
4_eur,2013,0.014377692714333534
3_sear,2013,0.02742203138768673
6_wpr,2013,0.015622013248503208
2_amr,2014,0.012300628237426281
5_emr,2014,0.026920972391963005
3_sear,2014,0.026188630610704422
4_eur,2014,0.013694563880562782
1_afr,2014,0.025552786886692047
6_wpr,2014,0.014849460683763027
2_amr,2015,0.011951160617172718
4_eur,2015,0.013974416069686413
6_wpr,2015,0.014254938811063766
1_afr,2015,0.02738153375685215
5_emr,2015,0.026356009766459465
3_sear,2015,0.022805271670222282
2_amr,2016,0.01172077190130949
1_afr,2016,0.023770852014422417
3_sear,2016,0.02206438221037388
5_emr,2016,0.026275113224983215
6_wpr,2016,0.013896006159484386
4_eur,2016,0.012882270850241184
1_afr,2017,0.027063844725489616
2_amr,2017,0.011866184882819653
4_eur,2017,0.012764016166329384
3_sear,2017,0.02159392647445202
5_emr,2017,0.026124801486730576
6_wpr,2017,0.013404353521764278
