country,year,ufive3
afg,2000,15678.416015625
afg,2001,15419.4892578125
afg,2002,14989.6767578125
afg,2003,14504.4599609375
afg,2004,13907.2919921875
afg,2005,13213.8359375
afg,2006,12488.361328125
afg,2007,11811.3466796875
afg,2008,11211.1455078125
afg,2009,10686.7216796875
afg,2010,10061.0625
afg,2011,9330.234375
afg,2012,8554.9443359375
afg,2013,7811.22607421875
afg,2014,7476.68896484375
afg,2015,7071.31396484375
afg,2016,6527.4072265625
afg,2017,6051.916015625
ago,2000,32140.515625
ago,2001,30795.560546875
ago,2002,30059.083984375
ago,2003,28499.7109375
ago,2004,26795.44921875
ago,2005,25291.625
ago,2006,23804.7265625
ago,2007,22412.1953125
ago,2008,20834.353515625
ago,2009,19046.033203125
ago,2010,17295.951171875
ago,2011,15593.744140625
ago,2012,14064.935546875
ago,2013,12812.337890625
ago,2014,11849.1162109375
ago,2015,10516.8212890625
ago,2016,9614.48828125
ago,2017,8925.67578125
alb,2000,38.275264739990234
alb,2001,30.701650619506836
alb,2002,24.80252456665039
alb,2003,20.17482566833496
alb,2004,16.364347457885742
alb,2005,13.165961265563965
alb,2006,10.598681449890137
alb,2007,8.650333404541016
alb,2008,7.093655586242676
alb,2009,5.457525253295898
alb,2010,4.607372760772705
alb,2011,3.988041400909424
alb,2012,3.4899377822875977
alb,2013,3.0570948123931885
alb,2014,2.6540896892547607
alb,2015,2.2860889434814453
alb,2016,1.9615273475646973
alb,2017,1.7475606203079224
and,2000,0.0012505922932177782
and,2001,0.0016049869591370225
and,2002,0.0012660600477829576
and,2003,0.0006398023688234389
and,2004,0.0005010194145143032
and,2005,0.00044956704368814826
and,2006,0.00040156059549190104
and,2007,0.00033202191116288304
and,2008,0.000220125715713948
and,2009,0.00011900834215339273
and,2010,4.9469068471807986e-05
and,2011,1.360315400233958e-05
and,2012,0.0
and,2013,0.0
and,2014,0.0
and,2015,0.0
and,2016,0.0
and,2017,0.0
are,2000,4.350019454956055
are,2001,4.236045837402344
are,2002,4.14117431640625
are,2003,4.115938186645508
are,2004,4.214737415313721
are,2005,4.402009010314941
are,2006,4.722055912017822
are,2007,5.026198863983154
are,2008,5.4317307472229
are,2009,5.686989784240723
are,2010,5.830651760101318
are,2011,5.797920227050781
are,2012,5.655226707458496
are,2013,5.387961387634277
are,2014,5.256671905517578
are,2015,5.2551350593566895
are,2016,5.323212623596191
are,2017,5.392318248748779
arg,2000,312.8011779785156
arg,2001,327.2121276855469
arg,2002,331.26702880859375
arg,2003,221.2611846923828
arg,2004,173.27134704589844
arg,2005,193.7679443359375
arg,2006,230.57899475097656
arg,2007,142.42831420898438
arg,2008,171.72015380859375
arg,2009,161.20811462402344
arg,2010,182.21861267089844
arg,2011,129.35903930664062
arg,2012,103.50630950927734
arg,2013,119.18311309814453
arg,2014,113.6310806274414
arg,2015,88.59764862060547
arg,2016,81.953369140625
arg,2017,88.4501724243164
arm,2000,50.731048583984375
arm,2001,41.17075729370117
arm,2002,35.16795349121094
arm,2003,30.844572067260742
arm,2004,27.84161949157715
arm,2005,25.086641311645508
arm,2006,22.908809661865234
arm,2007,20.422595977783203
arm,2008,17.995712280273438
arm,2009,15.775313377380371
arm,2010,13.149726867675781
arm,2011,11.358050346374512
arm,2012,10.191521644592285
arm,2013,9.256378173828125
arm,2014,8.430379867553711
arm,2015,7.591137886047363
arm,2016,6.892160415649414
arm,2017,6.321124076843262
atg,2000,0.0
atg,2001,0.0
atg,2002,0.0
atg,2003,0.0
atg,2004,0.0
atg,2005,0.0
atg,2006,0.2839789390563965
atg,2007,0.25242576003074646
atg,2008,0.2629435062408447
atg,2009,0.06096614897251129
atg,2010,0.05577017366886139
atg,2011,0.0584258995950222
atg,2012,0.0
atg,2013,0.0
atg,2014,0.0
atg,2015,0.0
atg,2016,0.0
atg,2017,0.0
aus,2000,1.5655077695846558
aus,2001,7.022301197052002
aus,2002,2.9814229011535645
aus,2003,1.4457440376281738
aus,2004,2.944636106491089
aus,2005,3.725468397140503
aus,2006,9.975953102111816
aus,2007,1.4725638628005981
aus,2008,0.0
aus,2009,8.681418418884277
aus,2010,1.6350290775299072
aus,2011,1.6886553764343262
aus,2012,0.0
aus,2013,9.845941543579102
aus,2014,4.349615097045898
aus,2015,7.195479393005371
aus,2016,6.456809997558594
aus,2017,6.225175380706787
aut,2000,1.3516249656677246
aut,2001,0.0
aut,2002,0.0
aut,2003,3.175213575363159
aut,2004,0.0
aut,2005,1.4021730422973633
aut,2006,1.2635186910629272
aut,2007,2.850942373275757
aut,2008,1.3993386030197144
aut,2009,0.0
aut,2010,1.0486286878585815
aut,2011,2.3001139163970947
aut,2012,2.9073257446289062
aut,2013,1.2119570970535278
aut,2014,0.0
aut,2015,0.0
aut,2016,0.0
aut,2017,0.0
aze,2000,1325.966552734375
aze,2001,1113.8392333984375
aze,2002,936.0291137695312
aze,2003,801.2874145507812
aze,2004,696.7174682617188
aze,2005,613.9711303710938
aze,2006,549.7041015625
aze,2007,498.98382568359375
aze,2008,455.6976013183594
aze,2009,423.5144348144531
aze,2010,399.14910888671875
aze,2011,388.63604736328125
aze,2012,376.72137451171875
aze,2013,358.6201171875
aze,2014,354.48150634765625
aze,2015,331.3848571777344
aze,2016,299.5740966796875
aze,2017,268.56378173828125
bdi,2000,5243.291015625
bdi,2001,5046.263671875
bdi,2002,4851.54052734375
bdi,2003,5052.8828125
bdi,2004,5157.60546875
bdi,2005,5028.9423828125
bdi,2006,5020.62646484375
bdi,2007,4748.46337890625
bdi,2008,4435.15625
bdi,2009,4116.08056640625
bdi,2010,3839.510498046875
bdi,2011,3625.810302734375
bdi,2012,3662.171875
bdi,2013,3356.893798828125
bdi,2014,2773.115966796875
bdi,2015,2502.7841796875
bdi,2016,2311.72216796875
bdi,2017,2155.57080078125
bel,2000,4.677004814147949
bel,2001,2.778033494949341
bel,2002,1.432612657546997
bel,2003,6.231904983520508
bel,2004,9.307649612426758
bel,2005,6.254367351531982
bel,2006,4.199458122253418
bel,2007,1.5034209489822388
bel,2008,3.107090711593628
bel,2009,1.4794420003890991
bel,2010,0.0
bel,2011,1.5010188817977905
bel,2012,0.0
bel,2013,2.7834551334381104
bel,2014,1.545839548110962
bel,2015,0.0
bel,2016,1.3068045377731323
bel,2017,1.2654125690460205
ben,2000,5309.22412109375
ben,2001,5050.56640625
ben,2002,4836.4375
ben,2003,4546.4111328125
ben,2004,4225.2177734375
ben,2005,3927.071044921875
ben,2006,3787.341796875
ben,2007,3712.5234375
ben,2008,3762.891357421875
ben,2009,3909.612060546875
ben,2010,4083.4912109375
ben,2011,4336.79931640625
ben,2012,4437.66796875
ben,2013,4406.27734375
ben,2014,4336.6572265625
ben,2015,4148.6396484375
ben,2016,3939.853271484375
ben,2017,3724.693115234375
bfa,2000,6938.4345703125
bfa,2001,6976.8095703125
bfa,2002,7084.5224609375
bfa,2003,7202.22216796875
bfa,2004,7275.58251953125
bfa,2005,7180.57958984375
bfa,2006,6843.29638671875
bfa,2007,6246.72314453125
bfa,2008,5553.00927734375
bfa,2009,5037.14892578125
bfa,2010,4746.0166015625
bfa,2011,4712.92724609375
bfa,2012,4777.26953125
bfa,2013,4901.30224609375
bfa,2014,4891.86328125
bfa,2015,4901.90087890625
bfa,2016,4804.58544921875
bfa,2017,4650.37451171875
bgd,2000,38852.08203125
bgd,2001,35285.33984375
bgd,2002,30836.49609375
bgd,2003,27764.474609375
bgd,2004,24919.3359375
bgd,2005,23057.7421875
bgd,2006,20508.279296875
bgd,2007,18437.91015625
bgd,2008,16813.126953125
bgd,2009,15522.490234375
bgd,2010,14167.744140625
bgd,2011,12797.98046875
bgd,2012,11459.3046875
bgd,2013,10258.798828125
bgd,2014,9162.7880859375
bgd,2015,8563.1728515625
bgd,2016,8269.830078125
bgd,2017,7510.09423828125
