region,year,age_group,cause,death_rate
4_eur,2003,neo,16,0.03064601868391037
3_sear,2003,neo,16,0.029891619458794594
1_afr,2003,neo,16,0.025762436911463737
5_emr,2003,neo,16,0.04895440489053726
2_amr,2003,neo,16,0.04036258906126022
4_eur,2004,neo,16,0.04540983587503433
5_emr,2004,neo,16,0.04863408952951431
6_wpr,2004,neo,16,0.07396139204502106
1_afr,2004,neo,16,0.025655176490545273
3_sear,2004,neo,16,0.0297999307513237
2_amr,2004,neo,16,0.03413742035627365
4_eur,2005,neo,16,0.04475776106119156
2_amr,2005,neo,16,0.03108159825205803
6_wpr,2005,neo,16,0.06801620125770569
5_emr,2005,neo,16,0.04833132401108742
3_sear,2005,neo,16,0.029641585424542427
1_afr,2005,neo,16,0.02550823800265789
1_afr,2006,neo,16,0.02614838257431984
2_amr,2006,neo,16,0.03276873752474785
5_emr,2006,neo,16,0.04767097160220146
4_eur,2006,neo,16,0.026806646957993507
3_sear,2006,neo,16,0.02929786778986454
6_wpr,2006,neo,16,0.06600227952003479
5_emr,2007,neo,16,0.04744759574532509
1_afr,2007,neo,16,0.02567417360842228
6_wpr,2007,neo,16,0.06421218812465668
2_amr,2007,neo,16,0.034622471779584885
3_sear,2007,neo,16,0.028902458027005196
4_eur,2007,neo,16,0.027294224128127098
5_emr,2008,neo,16,0.047340914607048035
6_wpr,2008,neo,16,0.06644051522016525
3_sear,2008,neo,16,0.028426002711057663
2_amr,2008,neo,16,0.035128459334373474
4_eur,2008,neo,16,0.024972235783934593
1_afr,2008,neo,16,0.026316555216908455
5_emr,2009,neo,16,0.04722948744893074
1_afr,2009,neo,16,0.026850678026676178
6_wpr,2009,neo,16,0.06961068511009216
4_eur,2009,neo,16,0.03959468752145767
2_amr,2009,neo,16,0.031166817992925644
3_sear,2009,neo,16,0.027819806709885597
6_wpr,2010,neo,16,0.06858309358358383
4_eur,2010,neo,16,0.03800969570875168
1_afr,2010,neo,16,0.026871154084801674
3_sear,2010,neo,16,0.027125781401991844
2_amr,2010,neo,16,0.03381521254777908
5_emr,2010,neo,16,0.04680347442626953
1_afr,2011,neo,16,0.028783079236745834
4_eur,2011,neo,16,0.03179540857672691
5_emr,2011,neo,16,0.046162672340869904
3_sear,2011,neo,16,0.026393696665763855
2_amr,2011,neo,16,0.031025148928165436
6_wpr,2011,neo,16,0.07060503214597702
2_amr,2012,neo,16,0.0326920710504055
6_wpr,2012,neo,16,0.06765615940093994
5_emr,2012,neo,16,0.04535643756389618
3_sear,2012,neo,16,0.025651777163147926
1_afr,2012,neo,16,0.02751963585615158
4_eur,2012,neo,16,0.03401312604546547
1_afr,2013,neo,16,0.02607385255396366
5_emr,2013,neo,16,0.044344473630189896
2_amr,2013,neo,16,0.034208498895168304
4_eur,2013,neo,16,0.029631750658154488
3_sear,2013,neo,16,0.024159621447324753
6_wpr,2013,neo,16,0.0629238560795784
2_amr,2014,neo,16,0.0291114691644907
5_emr,2014,neo,16,0.043357331305742264
3_sear,2014,neo,16,0.022771835327148438
4_eur,2014,neo,16,0.029611309990286827
1_afr,2014,neo,16,0.02582164667546749
6_wpr,2014,neo,16,0.057949695736169815
2_amr,2015,neo,16,0.03251170739531517
4_eur,2015,neo,16,0.02870091050863266
6_wpr,2015,neo,16,0.048905156552791595
1_afr,2015,neo,16,0.02504214271903038
5_emr,2015,neo,16,0.04266973212361336
3_sear,2015,neo,16,0.021439140662550926
2_amr,2016,neo,16,0.031351909041404724
1_afr,2016,neo,16,0.02475302666425705
3_sear,2016,neo,16,0.020501455292105675
5_emr,2016,neo,16,0.04199650138616562
6_wpr,2016,neo,16,0.04549970477819443
4_eur,2016,neo,16,0.026881854981184006
1_afr,2017,neo,16,0.024220764636993408
2_amr,2017,neo,16,0.03045826591551304
4_eur,2017,neo,16,0.025776440277695656
3_sear,2017,neo,16,0.019645042717456818
5_emr,2017,neo,16,0.04092880338430405
6_wpr,2017,neo,16,0.042361970990896225
5_emr,2000,neo,17,0.6352153420448303
6_wpr,2000,neo,17,1.0689992904663086
1_afr,2000,neo,17,0.36788010597229004
2_amr,2000,neo,17,0.1147039532661438
3_sear,2000,neo,17,0.3602093458175659
4_eur,2000,neo,17,0.08127275109291077
5_emr,2001,neo,17,0.6318528652191162
2_amr,2001,neo,17,0.11303217709064484
3_sear,2001,neo,17,0.3506016135215759
6_wpr,2001,neo,17,0.929456889629364
1_afr,2001,neo,17,0.3633693754673004
4_eur,2001,neo,17,0.07828664779663086
5_emr,2002,neo,17,0.6282201409339905
3_sear,2002,neo,17,0.34004727005958557
4_eur,2002,neo,17,0.0728963166475296
1_afr,2002,neo,17,0.35798344016075134
6_wpr,2002,neo,17,0.8191993236541748
2_amr,2002,neo,17,0.11265729367733002
6_wpr,2003,neo,17,0.7200484871864319
4_eur,2003,neo,17,0.06942590326070786
3_sear,2003,neo,17,0.3291967809200287
1_afr,2003,neo,17,0.3508363664150238
5_emr,2003,neo,17,0.6224095225334167
2_amr,2003,neo,17,0.104684017598629
4_eur,2004,neo,17,0.09303892403841019
5_emr,2004,neo,17,0.6152255535125732
6_wpr,2004,neo,17,0.6491432785987854
1_afr,2004,neo,17,0.3423514664173126
3_sear,2004,neo,17,0.31854286789894104
2_amr,2004,neo,17,0.1105591282248497
4_eur,2005,neo,17,0.08899571746587753
2_amr,2005,neo,17,0.09701534360647202
6_wpr,2005,neo,17,0.5921880006790161
5_emr,2005,neo,17,0.6061962842941284
3_sear,2005,neo,17,0.3094278872013092
1_afr,2005,neo,17,0.3322634696960449
1_afr,2006,neo,17,0.3278615474700928
2_amr,2006,neo,17,0.09691836684942245
5_emr,2006,neo,17,0.5987045764923096
4_eur,2006,neo,17,0.05875362828373909
3_sear,2006,neo,17,0.3009043037891388
6_wpr,2006,neo,17,0.515745997428894
5_emr,2007,neo,17,0.5937610268592834
1_afr,2007,neo,17,0.32407739758491516
6_wpr,2007,neo,17,0.4538520574569702
2_amr,2007,neo,17,0.08684534579515457
3_sear,2007,neo,17,0.2926040589809418
4_eur,2007,neo,17,0.05521215870976448
5_emr,2008,neo,17,0.5929145216941833
6_wpr,2008,neo,17,0.4171817898750305
3_sear,2008,neo,17,0.2833678424358368
2_amr,2008,neo,17,0.08655151724815369
4_eur,2008,neo,17,0.05243628844618797
1_afr,2008,neo,17,0.31985607743263245
5_emr,2009,neo,17,0.5913182497024536
1_afr,2009,neo,17,0.31567829847335815
6_wpr,2009,neo,17,0.37369391322135925
4_eur,2009,neo,17,0.07372009754180908
2_amr,2009,neo,17,0.08968614041805267
3_sear,2009,neo,17,0.27317947149276733
6_wpr,2010,neo,17,0.33091652393341064
4_eur,2010,neo,17,0.07414228469133377
1_afr,2010,neo,17,0.3115288317203522
3_sear,2010,neo,17,0.26229631900787354
2_amr,2010,neo,17,0.08396073430776596
5_emr,2010,neo,17,0.5843532681465149
1_afr,2011,neo,17,0.3081388771533966
4_eur,2011,neo,17,0.06900214403867722
5_emr,2011,neo,17,0.5712829232215881
3_sear,2011,neo,17,0.25057923793792725
2_amr,2011,neo,17,0.08711250871419907
6_wpr,2011,neo,17,0.29303935170173645
2_amr,2012,neo,17,0.08553099632263184
6_wpr,2012,neo,17,0.2773870527744293
5_emr,2012,neo,17,0.5589411854743958
3_sear,2012,neo,17,0.2391452193260193
1_afr,2012,neo,17,0.30250683426856995
4_eur,2012,neo,17,0.06679155677556992
1_afr,2013,neo,17,0.29393845796585083
5_emr,2013,neo,17,0.5449678301811218
2_amr,2013,neo,17,0.08789175003767014
4_eur,2013,neo,17,0.06356339901685715
3_sear,2013,neo,17,0.2251041829586029
6_wpr,2013,neo,17,0.2538284957408905
2_amr,2014,neo,17,0.08049401640892029
5_emr,2014,neo,17,0.5343930721282959
3_sear,2014,neo,17,0.21204721927642822
4_eur,2014,neo,17,0.05933527648448944
1_afr,2014,neo,17,0.288914293050766
6_wpr,2014,neo,17,0.23618993163108826
2_amr,2015,neo,17,0.08123976737260818
4_eur,2015,neo,17,0.05634273588657379
6_wpr,2015,neo,17,0.22913193702697754
1_afr,2015,neo,17,0.2845570743083954
5_emr,2015,neo,17,0.5262999534606934
3_sear,2015,neo,17,0.19975243508815765
2_amr,2016,neo,17,0.08151773363351822
1_afr,2016,neo,17,0.28074249625205994
3_sear,2016,neo,17,0.19172780215740204
5_emr,2016,neo,17,0.5184712409973145
6_wpr,2016,neo,17,0.21382467448711395
4_eur,2016,neo,17,0.053615253418684006
1_afr,2017,neo,17,0.27491745352745056
2_amr,2017,neo,17,0.07899198681116104
4_eur,2017,neo,17,0.05098606273531914
3_sear,2017,neo,17,0.18439984321594238
5_emr,2017,neo,17,0.5073359608650208
6_wpr,2017,neo,17,0.20043663680553436
5_emr,2000,post,2,0.042824916541576385
6_wpr,2000,post,2,0.062718965113163
1_afr,2000,post,2,7.765353202819824
2_amr,2000,post,2,0.19006627798080444
3_sear,2000,post,2,0.35965192317962646
4_eur,2000,post,2,0.0543571338057518
5_emr,2001,post,2,0.04619473218917847
2_amr,2001,post,2,0.1877281665802002
3_sear,2001,post,2,0.3444381654262543
6_wpr,2001,post,2,0.06849763542413712
1_afr,2001,post,2,7.773947238922119
4_eur,2001,post,2,0.06120895966887474
5_emr,2002,post,2,0.04925302416086197
3_sear,2002,post,2,0.3252488672733307
4_eur,2002,post,2,0.06633638590574265
1_afr,2002,post,2,7.685205936431885
6_wpr,2002,post,2,0.07274916023015976
2_amr,2002,post,2,0.18280398845672607
6_wpr,2003,post,2,0.07554339617490768
4_eur,2003,post,2,0.07042782008647919
3_sear,2003,post,2,0.30262815952301025
1_afr,2003,post,2,7.500483989715576
5_emr,2003,post,2,0.05133793503046036
2_amr,2003,post,2,0.17742983996868134
4_eur,2004,post,2,0.06657034158706665
5_emr,2004,post,2,0.05280984193086624
6_wpr,2004,post,2,0.07664163410663605
1_afr,2004,post,2,7.218560695648193
3_sear,2004,post,2,0.2793557047843933
2_amr,2004,post,2,0.1677103042602539
4_eur,2005,post,2,0.06337808072566986
2_amr,2005,post,2,0.15403790771961212
6_wpr,2005,post,2,0.07583483308553696
5_emr,2005,post,2,0.0542144849896431
3_sear,2005,post,2,0.25441035628318787
1_afr,2005,post,2,6.843883514404297
1_afr,2006,post,2,6.396308422088623
2_amr,2006,post,2,0.14376486837863922
5_emr,2006,post,2,0.055365003645420074
4_eur,2006,post,2,0.057854264974594116
3_sear,2006,post,2,0.23345114290714264
6_wpr,2006,post,2,0.07285261154174805
5_emr,2007,post,2,0.05707203969359398
1_afr,2007,post,2,5.797369480133057
6_wpr,2007,post,2,0.07281666994094849
2_amr,2007,post,2,0.12644878029823303
3_sear,2007,post,2,0.2130459100008011
4_eur,2007,post,2,0.05792735517024994
5_emr,2008,post,2,0.058019090443849564
6_wpr,2008,post,2,0.06363635510206223
3_sear,2008,post,2,0.18972137570381165
2_amr,2008,post,2,0.11028345674276352
4_eur,2008,post,2,0.045824941247701645
1_afr,2008,post,2,5.1443963050842285
5_emr,2009,post,2,0.05824039876461029
1_afr,2009,post,2,4.495830535888672
6_wpr,2009,post,2,0.05005490779876709
4_eur,2009,post,2,0.035029541701078415
2_amr,2009,post,2,0.09296736121177673
3_sear,2009,post,2,0.1689433455467224
6_wpr,2010,post,2,0.03706417977809906
4_eur,2010,post,2,0.029480408877134323
1_afr,2010,post,2,4.034887313842773
3_sear,2010,post,2,0.1585748791694641
2_amr,2010,post,2,0.08559571206569672
5_emr,2010,post,2,0.056637898087501526
1_afr,2011,post,2,3.45038104057312
4_eur,2011,post,2,0.029170570895075798
5_emr,2011,post,2,0.05807856097817421
3_sear,2011,post,2,0.1443382054567337
2_amr,2011,post,2,0.07677104324102402
6_wpr,2011,post,2,0.031218677759170532
2_amr,2012,post,2,0.06727501004934311
6_wpr,2012,post,2,0.027572110295295715
5_emr,2012,post,2,0.06056566536426544
3_sear,2012,post,2,0.13550299406051636
1_afr,2012,post,2,2.9450337886810303
4_eur,2012,post,2,0.03021547570824623
1_afr,2013,post,2,2.5263710021972656
5_emr,2013,post,2,0.06136850267648697
2_amr,2013,post,2,0.05784790590405464
4_eur,2013,post,2,0.032353729009628296
3_sear,2013,post,2,0.13313986361026764
6_wpr,2013,post,2,0.026766277849674225
2_amr,2014,post,2,0.05453598126769066
5_emr,2014,post,2,0.06334733217954636
3_sear,2014,post,2,0.12603145837783813
4_eur,2014,post,2,0.033355873078107834
1_afr,2014,post,2,2.2837541103363037
6_wpr,2014,post,2,0.022885408252477646
2_amr,2015,post,2,0.060685861855745316
4_eur,2015,post,2,0.03664185479283333
6_wpr,2015,post,2,0.021085500717163086
1_afr,2015,post,2,2.060861349105835
5_emr,2015,post,2,0.06266088783740997
3_sear,2015,post,2,0.12288186699151993
2_amr,2016,post,2,0.0629349946975708
1_afr,2016,post,2,1.870557188987732
3_sear,2016,post,2,0.11374907940626144
5_emr,2016,post,2,0.06429954618215561
6_wpr,2016,post,2,0.02261897176504135
4_eur,2016,post,2,0.045533426105976105
1_afr,2017,post,2,1.823628306388855
2_amr,2017,post,2,0.0663214772939682
4_eur,2017,post,2,0.056117791682481766
3_sear,2017,post,2,0.10295598208904266
5_emr,2017,post,2,0.06507652997970581
6_wpr,2017,post,2,0.022277548909187317
5_emr,2000,post,3,9.474370956420898
6_wpr,2000,post,3,2.3004891872406006
1_afr,2000,post,3,19.18596649169922
2_amr,2000,post,3,2.0191941261291504
3_sear,2000,post,3,10.254744529724121
4_eur,2000,post,3,1.2161009311676025
5_emr,2001,post,3,8.930935859680176
2_amr,2001,post,3,1.8284213542938232
3_sear,2001,post,3,9.58478832244873
6_wpr,2001,post,3,2.027637004852295
1_afr,2001,post,3,17.815242767333984
4_eur,2001,post,3,1.067557454109192
5_emr,2002,post,3,8.401534080505371
3_sear,2002,post,3,8.927136421203613
4_eur,2002,post,3,0.9358885288238525
1_afr,2002,post,3,16.519474029541016
6_wpr,2002,post,3,1.858515739440918
2_amr,2002,post,3,1.7209196090698242
6_wpr,2003,post,3,1.7146730422973633
4_eur,2003,post,3,0.823408842086792
3_sear,2003,post,3,8.33903694152832
1_afr,2003,post,3,15.130651473999023
5_emr,2003,post,3,7.959014415740967
2_amr,2003,post,3,1.5922250747680664
4_eur,2004,post,3,0.722754955291748
5_emr,2004,post,3,7.522326469421387
6_wpr,2004,post,3,1.5653290748596191
1_afr,2004,post,3,13.955891609191895
3_sear,2004,post,3,7.789152145385742
2_amr,2004,post,3,1.4055677652359009
4_eur,2005,post,3,0.638780951499939
2_amr,2005,post,3,1.3202816247940063
6_wpr,2005,post,3,1.3984603881835938
5_emr,2005,post,3,7.066389083862305
3_sear,2005,post,3,7.28025484085083
1_afr,2005,post,3,12.887358665466309
1_afr,2006,post,3,12.147123336791992
2_amr,2006,post,3,1.1654947996139526
5_emr,2006,post,3,6.663830757141113
4_eur,2006,post,3,0.573429524898529
3_sear,2006,post,3,6.786266326904297
6_wpr,2006,post,3,1.2550249099731445
5_emr,2007,post,3,6.26511287689209
1_afr,2007,post,3,11.392960548400879
6_wpr,2007,post,3,1.1246328353881836
2_amr,2007,post,3,1.0266656875610352
3_sear,2007,post,3,6.311347961425781
4_eur,2007,post,3,0.5183435082435608
5_emr,2008,post,3,5.930647373199463
6_wpr,2008,post,3,1.0175000429153442
3_sear,2008,post,3,5.857308387756348
2_amr,2008,post,3,0.9024512767791748
4_eur,2008,post,3,0.4858234226703644
1_afr,2008,post,3,10.650973320007324
5_emr,2009,post,3,5.597872257232666
1_afr,2009,post,3,10.11551570892334
6_wpr,2009,post,3,0.9390714764595032
4_eur,2009,post,3,0.4480126202106476
2_amr,2009,post,3,0.8097357153892517
3_sear,2009,post,3,5.432682514190674
6_wpr,2010,post,3,0.8593449592590332
4_eur,2010,post,3,0.41578057408332825
1_afr,2010,post,3,9.592402458190918
3_sear,2010,post,3,5.013800144195557
2_amr,2010,post,3,0.747050940990448
5_emr,2010,post,3,5.273533821105957
1_afr,2011,post,3,9.091310501098633
4_eur,2011,post,3,0.40770283341407776
5_emr,2011,post,3,4.970856666564941
3_sear,2011,post,3,4.624578475952148
2_amr,2011,post,3,0.6504721641540527
6_wpr,2011,post,3,0.8044304847717285
2_amr,2012,post,3,0.6178886890411377
6_wpr,2012,post,3,0.7558581233024597
5_emr,2012,post,3,4.646130561828613
3_sear,2012,post,3,4.252157688140869
1_afr,2012,post,3,8.515898704528809
4_eur,2012,post,3,0.38728758692741394
1_afr,2013,post,3,8.064088821411133
5_emr,2013,post,3,4.554527759552002
2_amr,2013,post,3,0.5987523794174194
4_eur,2013,post,3,0.365558385848999
3_sear,2013,post,3,3.9322032928466797
6_wpr,2013,post,3,0.7050060033798218
2_amr,2014,post,3,0.5645695924758911
5_emr,2014,post,3,4.356439113616943
3_sear,2014,post,3,3.6139423847198486
4_eur,2014,post,3,0.34001460671424866
1_afr,2014,post,3,7.616252899169922
6_wpr,2014,post,3,0.6746332049369812
2_amr,2015,post,3,0.532086193561554
4_eur,2015,post,3,0.31320998072624207
6_wpr,2015,post,3,0.6478496193885803
1_afr,2015,post,3,7.132802486419678
5_emr,2015,post,3,4.101938247680664
3_sear,2015,post,3,3.4305200576782227
2_amr,2016,post,3,0.529179573059082
1_afr,2016,post,3,6.717347145080566
3_sear,2016,post,3,3.1920721530914307
5_emr,2016,post,3,3.883747100830078
6_wpr,2016,post,3,0.6202021241188049
4_eur,2016,post,3,0.2916022539138794
1_afr,2017,post,3,6.201146125793457
2_amr,2017,post,3,0.4985520541667938
4_eur,2017,post,3,0.26890361309051514
3_sear,2017,post,3,2.977154016494751
5_emr,2017,post,3,3.6245880126953125
6_wpr,2017,post,3,0.6019362807273865
5_emr,2000,post,5,0.009254280477762222
6_wpr,2000,post,5,0.017002617940306664
1_afr,2000,post,5,0.017587043344974518
2_amr,2000,post,5,0.0007955285836942494
3_sear,2000,post,5,0.016437742859125137
4_eur,2000,post,5,0.0
5_emr,2001,post,5,0.00845596194267273
2_amr,2001,post,5,0.001255428185686469
3_sear,2001,post,5,0.014741366729140282
6_wpr,2001,post,5,0.016337493434548378
1_afr,2001,post,5,0.016252925619482994
4_eur,2001,post,5,0.0
5_emr,2002,post,5,0.007593248039484024
3_sear,2002,post,5,0.01330606546252966
4_eur,2002,post,5,0.0
1_afr,2002,post,5,0.015080420300364494
6_wpr,2002,post,5,0.014325058087706566
2_amr,2002,post,5,0.0011326688108965755
6_wpr,2003,post,5,0.013037989847362041
4_eur,2003,post,5,0.0
3_sear,2003,post,5,0.01196237187832594
1_afr,2003,post,5,0.01400050800293684
5_emr,2003,post,5,0.006773566361516714
2_amr,2003,post,5,0.0007523376261815429
4_eur,2004,post,5,0.0
5_emr,2004,post,5,0.006060019601136446
6_wpr,2004,post,5,0.011037607677280903
1_afr,2004,post,5,0.012978872284293175
3_sear,2004,post,5,0.010812247171998024
2_amr,2004,post,5,0.0008775910246185958
4_eur,2005,post,5,0.0
2_amr,2005,post,5,0.0005791360745206475
6_wpr,2005,post,5,0.006664864718914032
5_emr,2005,post,5,0.005495934747159481
3_sear,2005,post,5,0.00974240992218256
1_afr,2005,post,5,0.01205009687691927
1_afr,2006,post,5,0.011100202798843384
2_amr,2006,post,5,0.0006840800051577389
5_emr,2006,post,5,0.005141326691955328
4_eur,2006,post,5,9.343070996692404e-05
3_sear,2006,post,5,0.008863491006195545
6_wpr,2006,post,5,0.003609580220654607
5_emr,2007,post,5,0.0048772175796329975
1_afr,2007,post,5,0.010193864814937115
6_wpr,2007,post,5,0.0018821386620402336
2_amr,2007,post,5,0.0004087543929927051
3_sear,2007,post,5,0.008072088472545147
4_eur,2007,post,5,0.0
5_emr,2008,post,5,0.004665778484195471
6_wpr,2008,post,5,0.00107698910869658
3_sear,2008,post,5,0.007335592992603779
2_amr,2008,post,5,0.0006501634488813579
4_eur,2008,post,5,0.0
1_afr,2008,post,5,0.009383810684084892
5_emr,2009,post,5,0.0044088298454880714
1_afr,2009,post,5,0.008603413589298725
6_wpr,2009,post,5,0.0012883729068562388
4_eur,2009,post,5,0.0
2_amr,2009,post,5,0.0005731532000936568
3_sear,2009,post,5,0.006660912185907364
6_wpr,2010,post,5,0.0018026126781478524
4_eur,2010,post,5,0.0
1_afr,2010,post,5,0.007938877679407597
3_sear,2010,post,5,0.006040106527507305
2_amr,2010,post,5,0.0004981665406376123
5_emr,2010,post,5,0.004130229819566011
1_afr,2011,post,5,0.007344904821366072
4_eur,2011,post,5,0.0
5_emr,2011,post,5,0.0038193208165466785
3_sear,2011,post,5,0.0054562813602387905
2_amr,2011,post,5,0.0004531069425866008
6_wpr,2011,post,5,0.002269260585308075
2_amr,2012,post,5,0.0007414097199216485
6_wpr,2012,post,5,0.001978098414838314
5_emr,2012,post,5,0.0037006831262260675
3_sear,2012,post,5,0.005077537149190903
1_afr,2012,post,5,0.006953633390367031
4_eur,2012,post,5,0.0
1_afr,2013,post,5,0.00660822493955493
5_emr,2013,post,5,0.0036039729602634907
2_amr,2013,post,5,0.00037549244007095695
4_eur,2013,post,5,0.0
3_sear,2013,post,5,0.004713840316981077
6_wpr,2013,post,5,0.0018023367738351226
2_amr,2014,post,5,0.0004722960293292999
5_emr,2014,post,5,0.0035110008902847767
3_sear,2014,post,5,0.004364489112049341
4_eur,2014,post,5,0.0
1_afr,2014,post,5,0.006308545358479023
6_wpr,2014,post,5,0.0013170921010896564
2_amr,2015,post,5,0.00037827366031706333
4_eur,2015,post,5,0.0
6_wpr,2015,post,5,0.0008480598335154355
1_afr,2015,post,5,0.006009359378367662
5_emr,2015,post,5,0.0033795416820794344
3_sear,2015,post,5,0.00404616491869092
2_amr,2016,post,5,0.0004824839415960014
1_afr,2016,post,5,0.005746343173086643
3_sear,2016,post,5,0.0037584693636745214
5_emr,2016,post,5,0.003342608455568552
6_wpr,2016,post,5,0.0008084975997917354
4_eur,2016,post,5,0.0
1_afr,2017,post,5,0.0054917111992836
2_amr,2017,post,5,0.00044715526746585965
4_eur,2017,post,5,0.0
3_sear,2017,post,5,0.0035025207325816154
5_emr,2017,post,5,0.003280059201642871
6_wpr,2017,post,5,0.0007650726474821568
5_emr,2000,post,6,2.6408543586730957
6_wpr,2000,post,6,0.36331257224082947
1_afr,2000,post,6,11.793879508972168
2_amr,2000,post,6,0.00010874818690354005
3_sear,2000,post,6,2.955832004547119
4_eur,2000,post,6,0.00554638309404254
5_emr,2001,post,6,2.7271127700805664
2_amr,2001,post,6,0.0
3_sear,2001,post,6,3.3878321647644043
6_wpr,2001,post,6,0.32470595836639404
1_afr,2001,post,6,10.496299743652344
4_eur,2001,post,6,0.004725201986730099
5_emr,2002,post,6,2.4559497833251953
3_sear,2002,post,6,2.855407476425171
4_eur,2002,post,6,0.006353019271045923
1_afr,2002,post,6,9.915838241577148
6_wpr,2002,post,6,0.3122119605541229
2_amr,2002,post,6,0.00015799743414390832
6_wpr,2003,post,6,0.28763723373413086
4_eur,2003,post,6,0.005618454422801733
3_sear,2003,post,6,3.0544421672821045
1_afr,2003,post,6,10.739724159240723
5_emr,2003,post,6,2.680098533630371
2_amr,2003,post,6,0.00010751007357612252
4_eur,2004,post,6,0.004685155116021633
5_emr,2004,post,6,1.9981024265289307
6_wpr,2004,post,6,0.24423488974571228
1_afr,2004,post,6,4.4656291007995605
3_sear,2004,post,6,3.6497750282287598
2_amr,2004,post,6,0.0
4_eur,2005,post,6,0.006189076695591211
2_amr,2005,post,6,0.00010855784057639539
6_wpr,2005,post,6,0.23355190455913544
5_emr,2005,post,6,1.3834009170532227
3_sear,2005,post,6,2.5574874877929688
1_afr,2005,post,6,7.4491353034973145
1_afr,2006,post,6,2.417602777481079
2_amr,2006,post,6,0.0
5_emr,2006,post,6,1.1468157768249512
4_eur,2006,post,6,0.006252186838537455
3_sear,2006,post,6,3.1802825927734375
6_wpr,2006,post,6,0.19241923093795776
5_emr,2007,post,6,0.7172148823738098
1_afr,2007,post,6,1.4596664905548096
6_wpr,2007,post,6,0.2287464588880539
2_amr,2007,post,6,0.0
3_sear,2007,post,6,1.9948989152908325
4_eur,2007,post,6,0.004174975212663412
5_emr,2008,post,6,0.5329573750495911
6_wpr,2008,post,6,0.1860155612230301
3_sear,2008,post,6,1.8838194608688354
2_amr,2008,post,6,0.0
4_eur,2008,post,6,0.002395499497652054
1_afr,2008,post,6,2.296074390411377
5_emr,2009,post,6,0.6489337682723999
1_afr,2009,post,6,1.9380043745040894
6_wpr,2009,post,6,0.13942305743694305
4_eur,2009,post,6,0.002094872994348407
2_amr,2009,post,6,0.0
3_sear,2009,post,6,2.256718873977661
6_wpr,2010,post,6,0.10070768743753433
4_eur,2010,post,6,0.00405167555436492
1_afr,2010,post,6,1.7879834175109863
3_sear,2010,post,6,1.6360584497451782
2_amr,2010,post,6,0.0
5_emr,2010,post,6,0.6457305550575256
1_afr,2011,post,6,2.727442741394043
4_eur,2011,post,6,0.003794738557189703
5_emr,2011,post,6,2.094398021697998
3_sear,2011,post,6,1.661136507987976
2_amr,2011,post,6,0.0
6_wpr,2011,post,6,0.06869365274906158
2_amr,2012,post,6,0.0
6_wpr,2012,post,6,0.038974255323410034
5_emr,2012,post,6,1.6474730968475342
3_sear,2012,post,6,1.0645006895065308
1_afr,2012,post,6,1.8243610858917236
4_eur,2012,post,6,0.0036010995972901583
1_afr,2013,post,6,2.798874855041504
5_emr,2013,post,6,1.1749025583267212
2_amr,2013,post,6,9.53926719375886e-05
4_eur,2013,post,6,0.003531109308823943
3_sear,2013,post,6,0.7729011178016663
6_wpr,2013,post,6,0.052164170891046524
2_amr,2014,post,6,0.0
5_emr,2014,post,6,1.8401074409484863
3_sear,2014,post,6,1.123552918434143
4_eur,2014,post,6,0.00331501686014235
1_afr,2014,post,6,1.6569221019744873
6_wpr,2014,post,6,0.21152552962303162
2_amr,2015,post,6,0.0
4_eur,2015,post,6,0.0035529136657714844
6_wpr,2015,post,6,0.07495276629924774
1_afr,2015,post,6,1.9920920133590698
5_emr,2015,post,6,1.5523176193237305
3_sear,2015,post,6,1.0997235774993896
2_amr,2016,post,6,0.0
1_afr,2016,post,6,2.4942052364349365
3_sear,2016,post,6,0.8195480704307556
5_emr,2016,post,6,1.2929829359054565
6_wpr,2016,post,6,0.059908658266067505
4_eur,2016,post,6,0.0034422539174556732
1_afr,2017,post,6,1.170040249824524
2_amr,2017,post,6,0.0
4_eur,2017,post,6,0.003364902688190341
3_sear,2017,post,6,0.7387327551841736
5_emr,2017,post,6,1.1950798034667969
6_wpr,2017,post,6,0.04388093948364258
5_emr,2000,post,7,2.237227439880371
6_wpr,2000,post,7,0.6181038618087769
1_afr,2000,post,7,5.027836322784424
2_amr,2000,post,7,0.5289067029953003
3_sear,2000,post,7,2.3067753314971924
4_eur,2000,post,7,0.4403974413871765
5_emr,2001,post,7,2.1204750537872314
2_amr,2001,post,7,0.4671323597431183
3_sear,2001,post,7,2.1252737045288086
6_wpr,2001,post,7,0.5447469353675842
1_afr,2001,post,7,5.015814781188965
4_eur,2001,post,7,0.3938431143760681
5_emr,2002,post,7,2.061110258102417
3_sear,2002,post,7,2.127803087234497
4_eur,2002,post,7,0.35613033175468445
1_afr,2002,post,7,4.6942458152771
6_wpr,2002,post,7,0.4857749938964844
2_amr,2002,post,7,0.4118243157863617
6_wpr,2003,post,7,0.4406315088272095
4_eur,2003,post,7,0.32577112317085266
3_sear,2003,post,7,2.0151145458221436
1_afr,2003,post,7,4.84486722946167
5_emr,2003,post,7,1.8752682209014893
2_amr,2003,post,7,0.3797629475593567
4_eur,2004,post,7,0.28985631465911865
5_emr,2004,post,7,1.8093175888061523
6_wpr,2004,post,7,0.3870503008365631
1_afr,2004,post,7,4.3308281898498535
3_sear,2004,post,7,1.9067317247390747
2_amr,2004,post,7,0.36080437898635864
4_eur,2005,post,7,0.2647082507610321
2_amr,2005,post,7,0.336879700422287
