region,year,age_group,cause,death_rate
4_eur,2004,neo,9,0.3505912125110626
5_emr,2004,neo,9,2.4539971351623535
6_wpr,2004,neo,9,1.5591373443603516
1_afr,2004,neo,9,2.8214240074157715
3_sear,2004,neo,9,2.320985794067383
2_amr,2004,neo,9,0.4108980894088745
4_eur,2005,neo,9,0.33579549193382263
2_amr,2005,neo,9,0.3928215503692627
6_wpr,2005,neo,9,1.322189211845398
5_emr,2005,neo,9,2.3656370639801025
3_sear,2005,neo,9,2.2008049488067627
1_afr,2005,neo,9,2.7381114959716797
1_afr,2006,neo,9,2.652524948120117
2_amr,2006,neo,9,0.38089317083358765
5_emr,2006,neo,9,2.2815091609954834
4_eur,2006,neo,9,0.3089628517627716
3_sear,2006,neo,9,2.0873162746429443
6_wpr,2006,neo,9,1.113447666168213
5_emr,2007,neo,9,2.206562042236328
1_afr,2007,neo,9,2.5724475383758545
6_wpr,2007,neo,9,0.9300092458724976
2_amr,2007,neo,9,0.3573310673236847
3_sear,2007,neo,9,1.978244423866272
4_eur,2007,neo,9,0.29845941066741943
5_emr,2008,neo,9,2.1380276679992676
6_wpr,2008,neo,9,0.8199170231819153
3_sear,2008,neo,9,1.871824026107788
2_amr,2008,neo,9,0.3493039608001709
4_eur,2008,neo,9,0.27702197432518005
1_afr,2008,neo,9,2.486637592315674
5_emr,2009,neo,9,2.0734658241271973
1_afr,2009,neo,9,2.4049994945526123
6_wpr,2009,neo,9,0.7304767966270447
4_eur,2009,neo,9,0.2633212208747864
2_amr,2009,neo,9,0.340221643447876
3_sear,2009,neo,9,1.7637853622436523
6_wpr,2010,neo,9,0.6516573429107666
4_eur,2010,neo,9,0.24526576697826385
1_afr,2010,neo,9,2.3365559577941895
3_sear,2010,neo,9,1.6588808298110962
2_amr,2010,neo,9,0.3309818208217621
5_emr,2010,neo,9,2.0061981678009033
1_afr,2011,neo,9,2.2629823684692383
4_eur,2011,neo,9,0.22867190837860107
5_emr,2011,neo,9,1.9431573152542114
3_sear,2011,neo,9,1.5575847625732422
2_amr,2011,neo,9,0.3318183422088623
6_wpr,2011,neo,9,0.6078177690505981
2_amr,2012,neo,9,0.31851473450660706
6_wpr,2012,neo,9,0.5557411313056946
5_emr,2012,neo,9,1.884132742881775
3_sear,2012,neo,9,1.4621235132217407
1_afr,2012,neo,9,2.1963658332824707
4_eur,2012,neo,9,0.2116899937391281
1_afr,2013,neo,9,2.1301164627075195
5_emr,2013,neo,9,1.8354086875915527
2_amr,2013,neo,9,0.29905346035957336
4_eur,2013,neo,9,0.1981363743543625
3_sear,2013,neo,9,1.373225212097168
6_wpr,2013,neo,9,0.5035697817802429
2_amr,2014,neo,9,0.29005077481269836
5_emr,2014,neo,9,1.7891241312026978
3_sear,2014,neo,9,1.291324257850647
4_eur,2014,neo,9,0.1904871016740799
1_afr,2014,neo,9,2.0687873363494873
6_wpr,2014,neo,9,0.45509204268455505
2_amr,2015,neo,9,0.2852359116077423
4_eur,2015,neo,9,0.17797665297985077
6_wpr,2015,neo,9,0.4074195623397827
1_afr,2015,neo,9,2.013275146484375
5_emr,2015,neo,9,1.749515175819397
3_sear,2015,neo,9,1.2154148817062378
2_amr,2016,neo,9,0.2901601791381836
1_afr,2016,neo,9,1.9615060091018677
3_sear,2016,neo,9,1.1632368564605713
5_emr,2016,neo,9,1.7085704803466797
6_wpr,2016,neo,9,0.3863341212272644
4_eur,2016,neo,9,0.16595962643623352
1_afr,2017,neo,9,1.9206057786941528
2_amr,2017,neo,9,0.2880842387676239
4_eur,2017,neo,9,0.15759409964084625
3_sear,2017,neo,9,1.117836833000183
5_emr,2017,neo,9,1.6763911247253418
6_wpr,2017,neo,9,0.36938580870628357
5_emr,2000,neo,10,11.568108558654785
6_wpr,2000,neo,10,5.300926685333252
1_afr,2000,neo,10,12.025318145751953
2_amr,2000,neo,10,5.16472864151001
3_sear,2000,neo,10,12.865779876708984
4_eur,2000,neo,10,4.133693218231201
5_emr,2001,neo,10,11.38486385345459
2_amr,2001,neo,10,4.922209739685059
3_sear,2001,neo,10,12.600380897521973
6_wpr,2001,neo,10,5.122543811798096
1_afr,2001,neo,10,11.66915225982666
4_eur,2001,neo,10,3.9445314407348633
5_emr,2002,neo,10,11.199170112609863
3_sear,2002,neo,10,12.34634780883789
4_eur,2002,neo,10,3.7517359256744385
1_afr,2002,neo,10,11.301976203918457
6_wpr,2002,neo,10,4.9327616691589355
2_amr,2002,neo,10,4.62870454788208
6_wpr,2003,neo,10,4.708003044128418
4_eur,2003,neo,10,3.5400338172912598
3_sear,2003,neo,10,12.105732917785645
1_afr,2003,neo,10,10.960982322692871
5_emr,2003,neo,10,11.04192066192627
2_amr,2003,neo,10,4.429307460784912
4_eur,2004,neo,10,3.391895055770874
5_emr,2004,neo,10,10.898714065551758
6_wpr,2004,neo,10,4.478121757507324
1_afr,2004,neo,10,10.631308555603027
3_sear,2004,neo,10,11.887471199035645
2_amr,2004,neo,10,4.1147003173828125
4_eur,2005,neo,10,3.1863532066345215
2_amr,2005,neo,10,4.004505157470703
6_wpr,2005,neo,10,4.267058849334717
5_emr,2005,neo,10,10.77464771270752
3_sear,2005,neo,10,11.67076301574707
1_afr,2005,neo,10,10.32101058959961
1_afr,2006,neo,10,10.036900520324707
2_amr,2006,neo,10,3.7405524253845215
5_emr,2006,neo,10,10.677769660949707
4_eur,2006,neo,10,3.0154216289520264
3_sear,2006,neo,10,11.482565879821777
6_wpr,2006,neo,10,4.034593105316162
5_emr,2007,neo,10,10.604674339294434
1_afr,2007,neo,10,9.755035400390625
6_wpr,2007,neo,10,3.805694103240967
2_amr,2007,neo,10,3.6162500381469727
3_sear,2007,neo,10,11.30878734588623
4_eur,2007,neo,10,2.838648557662964
5_emr,2008,neo,10,10.498180389404297
6_wpr,2008,neo,10,3.525698184967041
3_sear,2008,neo,10,11.136279106140137
2_amr,2008,neo,10,3.519137144088745
4_eur,2008,neo,10,2.679891586303711
1_afr,2008,neo,10,9.48342514038086
5_emr,2009,neo,10,10.427254676818848
1_afr,2009,neo,10,9.25594425201416
6_wpr,2009,neo,10,3.274962902069092
4_eur,2009,neo,10,2.5621190071105957
2_amr,2009,neo,10,3.3940956592559814
3_sear,2009,neo,10,10.942007064819336
6_wpr,2010,neo,10,3.0637781620025635
4_eur,2010,neo,10,2.4497058391571045
1_afr,2010,neo,10,9.12050724029541
3_sear,2010,neo,10,10.744843482971191
2_amr,2010,neo,10,3.291718006134033
5_emr,2010,neo,10,10.408672332763672
1_afr,2011,neo,10,9.0072603225708
4_eur,2011,neo,10,2.291226387023926
5_emr,2011,neo,10,10.403782844543457
3_sear,2011,neo,10,10.536520957946777
2_amr,2011,neo,10,3.167450428009033
6_wpr,2011,neo,10,2.8479247093200684
2_amr,2012,neo,10,3.071652412414551
6_wpr,2012,neo,10,2.6671035289764404
5_emr,2012,neo,10,10.337828636169434
3_sear,2012,neo,10,10.320886611938477
1_afr,2012,neo,10,8.883810043334961
4_eur,2012,neo,10,2.231415033340454
1_afr,2013,neo,10,8.712176322937012
5_emr,2013,neo,10,10.20578384399414
2_amr,2013,neo,10,3.018735408782959
4_eur,2013,neo,10,2.1557974815368652
3_sear,2013,neo,10,10.088257789611816
6_wpr,2013,neo,10,2.498636245727539
2_amr,2014,neo,10,2.9484822750091553
5_emr,2014,neo,10,9.978028297424316
3_sear,2014,neo,10,9.837575912475586
4_eur,2014,neo,10,2.028196334838867
1_afr,2014,neo,10,8.470907211303711
6_wpr,2014,neo,10,2.3396542072296143
2_amr,2015,neo,10,2.858597993850708
4_eur,2015,neo,10,1.939163327217102
6_wpr,2015,neo,10,2.205437660217285
1_afr,2015,neo,10,8.236628532409668
5_emr,2015,neo,10,9.763465881347656
3_sear,2015,neo,10,9.552786827087402
2_amr,2016,neo,10,2.888064384460449
1_afr,2016,neo,10,7.994479179382324
3_sear,2016,neo,10,9.15980052947998
5_emr,2016,neo,10,9.537312507629395
6_wpr,2016,neo,10,2.0969481468200684
4_eur,2016,neo,10,1.839422583580017
1_afr,2017,neo,10,7.826139450073242
2_amr,2017,neo,10,2.8115222454071045
4_eur,2017,neo,10,1.7484958171844482
3_sear,2017,neo,10,8.806923866271973
5_emr,2017,neo,10,9.334271430969238
6_wpr,2017,neo,10,2.0069684982299805
5_emr,2000,neo,11,9.910554885864258
6_wpr,2000,neo,11,5.113296985626221
1_afr,2000,neo,11,12.4046630859375
2_amr,2000,neo,11,2.0890514850616455
3_sear,2000,neo,11,10.477127075195312
4_eur,2000,neo,11,1.6453266143798828
5_emr,2001,neo,11,9.635920524597168
2_amr,2001,neo,11,1.98155677318573
3_sear,2001,neo,11,10.040992736816406
6_wpr,2001,neo,11,4.816510200500488
1_afr,2001,neo,11,12.203009605407715
4_eur,2001,neo,11,1.5620596408843994
5_emr,2002,neo,11,9.372587203979492
3_sear,2002,neo,11,9.596057891845703
4_eur,2002,neo,11,1.4884660243988037
1_afr,2002,neo,11,11.970369338989258
6_wpr,2002,neo,11,4.435028076171875
2_amr,2002,neo,11,1.9022890329360962
6_wpr,2003,neo,11,4.032077312469482
4_eur,2003,neo,11,1.4077720642089844
3_sear,2003,neo,11,9.15711784362793
1_afr,2003,neo,11,11.699262619018555
5_emr,2003,neo,11,9.114031791687012
2_amr,2003,neo,11,1.7748340368270874
4_eur,2004,neo,11,1.3333334922790527
5_emr,2004,neo,11,8.843880653381348
6_wpr,2004,neo,11,3.5971415042877197
1_afr,2004,neo,11,11.400773048400879
3_sear,2004,neo,11,8.738492965698242
2_amr,2004,neo,11,1.7172611951828003
4_eur,2005,neo,11,1.2760021686553955
2_amr,2005,neo,11,1.618278980255127
6_wpr,2005,neo,11,3.2287402153015137
5_emr,2005,neo,11,8.54587459564209
3_sear,2005,neo,11,8.332412719726562
1_afr,2005,neo,11,11.086259841918945
1_afr,2006,neo,11,10.773173332214355
2_amr,2006,neo,11,1.5733298063278198
5_emr,2006,neo,11,8.255256652832031
4_eur,2006,neo,11,1.225677251815796
3_sear,2006,neo,11,7.94418478012085
6_wpr,2006,neo,11,2.991642475128174
5_emr,2007,neo,11,7.999818801879883
1_afr,2007,neo,11,10.446861267089844
6_wpr,2007,neo,11,2.7688639163970947
2_amr,2007,neo,11,1.518792748451233
3_sear,2007,neo,11,7.559482574462891
4_eur,2007,neo,11,1.1778407096862793
5_emr,2008,neo,11,7.772746562957764
6_wpr,2008,neo,11,2.559549570083618
3_sear,2008,neo,11,7.168007850646973
2_amr,2008,neo,11,1.466450572013855
4_eur,2008,neo,11,1.1315664052963257
1_afr,2008,neo,11,10.136528015136719
5_emr,2009,neo,11,7.557043075561523
1_afr,2009,neo,11,9.828712463378906
6_wpr,2009,neo,11,2.3791069984436035
4_eur,2009,neo,11,1.1131285429000854
2_amr,2009,neo,11,1.404585838317871
3_sear,2009,neo,11,6.756917476654053
6_wpr,2010,neo,11,2.204069137573242
4_eur,2010,neo,11,1.0444848537445068
1_afr,2010,neo,11,9.523921012878418
3_sear,2010,neo,11,6.347675800323486
2_amr,2010,neo,11,1.3579775094985962
5_emr,2010,neo,11,7.321285724639893
1_afr,2011,neo,11,9.237686157226562
4_eur,2011,neo,11,0.9860068559646606
5_emr,2011,neo,11,7.089439868927002
3_sear,2011,neo,11,5.947340965270996
2_amr,2011,neo,11,1.302643895149231
6_wpr,2011,neo,11,2.045435905456543
2_amr,2012,neo,11,1.2490284442901611
6_wpr,2012,neo,11,1.926313877105713
5_emr,2012,neo,11,6.870011329650879
3_sear,2012,neo,11,5.567543029785156
1_afr,2012,neo,11,8.963382720947266
4_eur,2012,neo,11,0.9190819263458252
1_afr,2013,neo,11,8.704239845275879
5_emr,2013,neo,11,6.6923346519470215
2_amr,2013,neo,11,1.223814606666565
4_eur,2013,neo,11,0.8749992847442627
3_sear,2013,neo,11,5.208258152008057
6_wpr,2013,neo,11,1.8337517976760864
2_amr,2014,neo,11,1.2059576511383057
5_emr,2014,neo,11,6.525657653808594
3_sear,2014,neo,11,4.873478889465332
4_eur,2014,neo,11,0.8258903622627258
1_afr,2014,neo,11,8.463735580444336
6_wpr,2014,neo,11,1.7659637928009033
2_amr,2015,neo,11,1.1869745254516602
4_eur,2015,neo,11,0.7902114391326904
6_wpr,2015,neo,11,1.6989824771881104
1_afr,2015,neo,11,8.24770450592041
5_emr,2015,neo,11,6.384663105010986
3_sear,2015,neo,11,4.56297492980957
2_amr,2016,neo,11,1.182130217552185
1_afr,2016,neo,11,8.04471492767334
3_sear,2016,neo,11,4.368267059326172
5_emr,2016,neo,11,6.236170291900635
6_wpr,2016,neo,11,1.6072136163711548
4_eur,2016,neo,11,0.7495858073234558
1_afr,2017,neo,11,7.877561569213867
2_amr,2017,neo,11,1.1428337097167969
4_eur,2017,neo,11,0.7143254280090332
3_sear,2017,neo,11,4.197991371154785
5_emr,2017,neo,11,6.116349220275879
6_wpr,2017,neo,11,1.5292325019836426
5_emr,2000,neo,12,4.552602767944336
6_wpr,2000,neo,12,0.6253487467765808
1_afr,2000,neo,12,5.031801700592041
2_amr,2000,neo,12,1.5796256065368652
3_sear,2000,neo,12,5.887451171875
4_eur,2000,neo,12,0.7850121259689331
5_emr,2001,neo,12,4.642788410186768
2_amr,2001,neo,12,1.5143471956253052
3_sear,2001,neo,12,5.723328590393066
6_wpr,2001,neo,12,0.607936441898346
1_afr,2001,neo,12,5.063251495361328
4_eur,2001,neo,12,0.7402545213699341
5_emr,2002,neo,12,4.715081214904785
3_sear,2002,neo,12,5.547152996063232
4_eur,2002,neo,12,0.7037930488586426
1_afr,2002,neo,12,5.1205596923828125
6_wpr,2002,neo,12,0.5939488410949707
2_amr,2002,neo,12,1.4540624618530273
6_wpr,2003,neo,12,0.5761097073554993
4_eur,2003,neo,12,0.6709284782409668
3_sear,2003,neo,12,5.355216026306152
1_afr,2003,neo,12,5.174216270446777
5_emr,2003,neo,12,4.738465785980225
2_amr,2003,neo,12,1.413205623626709
4_eur,2004,neo,12,0.6363410949707031
5_emr,2004,neo,12,4.734683990478516
6_wpr,2004,neo,12,0.5426918268203735
1_afr,2004,neo,12,5.24293327331543
3_sear,2004,neo,12,5.166652679443359
2_amr,2004,neo,12,1.3874489068984985
4_eur,2005,neo,12,0.6086284518241882
2_amr,2005,neo,12,1.3252437114715576
6_wpr,2005,neo,12,0.5096235275268555
5_emr,2005,neo,12,4.6914472579956055
3_sear,2005,neo,12,4.976747035980225
1_afr,2005,neo,12,5.2919697761535645
1_afr,2006,neo,12,5.298709392547607
2_amr,2006,neo,12,1.254991054534912
5_emr,2006,neo,12,4.620138168334961
4_eur,2006,neo,12,0.5812841057777405
3_sear,2006,neo,12,4.774152755737305
6_wpr,2006,neo,12,0.478084921836853
5_emr,2007,neo,12,4.543927192687988
1_afr,2007,neo,12,5.329617023468018
6_wpr,2007,neo,12,0.45969751477241516
2_amr,2007,neo,12,1.2372652292251587
3_sear,2007,neo,12,4.574941635131836
4_eur,2007,neo,12,0.5561028122901917
5_emr,2008,neo,12,4.522949695587158
6_wpr,2008,neo,12,0.4616295397281647
3_sear,2008,neo,12,4.375152587890625
2_amr,2008,neo,12,1.183997392654419
4_eur,2008,neo,12,0.5413030982017517
1_afr,2008,neo,12,5.326417446136475
5_emr,2009,neo,12,4.467108249664307
1_afr,2009,neo,12,5.250197887420654
6_wpr,2009,neo,12,0.4617364704608917
4_eur,2009,neo,12,0.5332517623901367
2_amr,2009,neo,12,1.1690796613693237
3_sear,2009,neo,12,4.180964946746826
6_wpr,2010,neo,12,0.46487319469451904
4_eur,2010,neo,12,0.49220535159111023
1_afr,2010,neo,12,5.092536926269531
3_sear,2010,neo,12,3.9820098876953125
2_amr,2010,neo,12,1.1109528541564941
5_emr,2010,neo,12,4.386313438415527
1_afr,2011,neo,12,4.871906280517578
4_eur,2011,neo,12,0.47988200187683105
5_emr,2011,neo,12,4.240738391876221
3_sear,2011,neo,12,3.7746782302856445
2_amr,2011,neo,12,1.0998750925064087
6_wpr,2011,neo,12,0.4693003296852112
2_amr,2012,neo,12,1.0732327699661255
6_wpr,2012,neo,12,0.464190810918808
5_emr,2012,neo,12,4.113799571990967
3_sear,2012,neo,12,3.566192150115967
1_afr,2012,neo,12,4.672092914581299
4_eur,2012,neo,12,0.45631536841392517
1_afr,2013,neo,12,4.529842853546143
5_emr,2013,neo,12,4.008986949920654
2_amr,2013,neo,12,1.0394437313079834
4_eur,2013,neo,12,0.434476375579834
3_sear,2013,neo,12,3.3552935123443604
6_wpr,2013,neo,12,0.4600430727005005
2_amr,2014,neo,12,1.0094374418258667
5_emr,2014,neo,12,3.9520740509033203
3_sear,2014,neo,12,3.1595051288604736
4_eur,2014,neo,12,0.4305420517921448
1_afr,2014,neo,12,4.448904037475586
6_wpr,2014,neo,12,0.4598597586154938
2_amr,2015,neo,12,1.0136991739273071
4_eur,2015,neo,12,0.4042041003704071
6_wpr,2015,neo,12,0.4530797600746155
1_afr,2015,neo,12,4.3747172355651855
5_emr,2015,neo,12,3.9021830558776855
3_sear,2015,neo,12,2.9735562801361084
2_amr,2016,neo,12,1.0087413787841797
1_afr,2016,neo,12,4.307201385498047
3_sear,2016,neo,12,2.850315809249878
5_emr,2016,neo,12,3.864833354949951
6_wpr,2016,neo,12,0.4442180097103119
4_eur,2016,neo,12,0.38229846954345703
1_afr,2017,neo,12,4.2209577560424805
2_amr,2017,neo,12,0.9784136414527893
4_eur,2017,neo,12,0.36300569772720337
3_sear,2017,neo,12,2.737403392791748
5_emr,2017,neo,12,3.7930185794830322
6_wpr,2017,neo,12,0.43521249294281006
5_emr,2000,neo,13,1.8454749584197998
6_wpr,2000,neo,13,1.3747466802597046
1_afr,2000,neo,13,1.741560935974121
2_amr,2000,neo,13,1.0253969430923462
3_sear,2000,neo,13,2.6560699939727783
4_eur,2000,neo,13,0.7359009385108948
5_emr,2001,neo,13,1.816444754600525
2_amr,2001,neo,13,1.0142146348953247
3_sear,2001,neo,13,2.5584402084350586
6_wpr,2001,neo,13,1.301061987876892
1_afr,2001,neo,13,1.7340874671936035
4_eur,2001,neo,13,0.7139124274253845
5_emr,2002,neo,13,1.7907114028930664
3_sear,2002,neo,13,2.4564881324768066
4_eur,2002,neo,13,0.6870136260986328
1_afr,2002,neo,13,1.7250211238861084
6_wpr,2002,neo,13,1.2214891910552979
2_amr,2002,neo,13,1.009304404258728
6_wpr,2003,neo,13,1.131291389465332
4_eur,2003,neo,13,0.6730436682701111
3_sear,2003,neo,13,2.352513551712036
1_afr,2003,neo,13,1.7080934047698975
5_emr,2003,neo,13,1.7618756294250488
2_amr,2003,neo,13,0.9809674620628357
4_eur,2004,neo,13,0.5978149771690369
5_emr,2004,neo,13,1.7309054136276245
6_wpr,2004,neo,13,1.0250543355941772
1_afr,2004,neo,13,1.683830738067627
3_sear,2004,neo,13,2.251768112182617
2_amr,2004,neo,13,0.9473152756690979
4_eur,2005,neo,13,0.5569388270378113
2_amr,2005,neo,13,0.9232476353645325
6_wpr,2005,neo,13,0.9079858660697937
5_emr,2005,neo,13,1.6866062879562378
3_sear,2005,neo,13,2.15020751953125
1_afr,2005,neo,13,1.6525287628173828
1_afr,2006,neo,13,1.6189475059509277
2_amr,2006,neo,13,0.9286658763885498
5_emr,2006,neo,13,1.6359931230545044
4_eur,2006,neo,13,0.5761880874633789
3_sear,2006,neo,13,2.0518524646759033
6_wpr,2006,neo,13,0.7968712449073792
5_emr,2007,neo,13,1.5865683555603027
1_afr,2007,neo,13,1.5668672323226929
6_wpr,2007,neo,13,0.7209452986717224
2_amr,2007,neo,13,0.9263526797294617
3_sear,2007,neo,13,1.954860806465149
4_eur,2007,neo,13,0.552887499332428
5_emr,2008,neo,13,1.554007887840271
6_wpr,2008,neo,13,0.6862505078315735
3_sear,2008,neo,13,1.8566426038742065
2_amr,2008,neo,13,0.8761444091796875
4_eur,2008,neo,13,0.5363268852233887
1_afr,2008,neo,13,1.539716362953186
5_emr,2009,neo,13,1.5200154781341553
1_afr,2009,neo,13,1.5092841386795044
6_wpr,2009,neo,13,0.6515265107154846
4_eur,2009,neo,13,0.4742168188095093
2_amr,2009,neo,13,0.8645712733268738
3_sear,2009,neo,13,1.7543872594833374
6_wpr,2010,neo,13,0.6211638450622559
4_eur,2010,neo,13,0.4448696970939636
1_afr,2010,neo,13,1.447046160697937
3_sear,2010,neo,13,1.6523560285568237
2_amr,2010,neo,13,0.8666919469833374
5_emr,2010,neo,13,1.4757612943649292
1_afr,2011,neo,13,1.395408272743225
4_eur,2011,neo,13,0.44551193714141846
5_emr,2011,neo,13,1.4265531301498413
3_sear,2011,neo,13,1.5524424314498901
2_amr,2011,neo,13,0.8400223851203918
6_wpr,2011,neo,13,0.6007503867149353
2_amr,2012,neo,13,0.8473241925239563
6_wpr,2012,neo,13,0.5637922883033752
5_emr,2012,neo,13,1.3839458227157593
3_sear,2012,neo,13,1.456863284111023
1_afr,2012,neo,13,1.358082890510559
4_eur,2012,neo,13,0.4448354244232178
1_afr,2013,neo,13,1.3262368440628052
5_emr,2013,neo,13,1.357114553451538
2_amr,2013,neo,13,0.8672417998313904
4_eur,2013,neo,13,0.4180578291416168
3_sear,2013,neo,13,1.3699045181274414
6_wpr,2013,neo,13,0.5426679253578186
2_amr,2014,neo,13,0.879652738571167
5_emr,2014,neo,13,1.3376091718673706
3_sear,2014,neo,13,1.288444995880127
4_eur,2014,neo,13,0.42834165692329407
1_afr,2014,neo,13,1.3078149557113647
6_wpr,2014,neo,13,0.5311222672462463
2_amr,2015,neo,13,0.8658980131149292
4_eur,2015,neo,13,0.4158499240875244
6_wpr,2015,neo,13,0.5196036100387573
1_afr,2015,neo,13,1.2910164594650269
5_emr,2015,neo,13,1.322810173034668
3_sear,2015,neo,13,1.2114899158477783
2_amr,2016,neo,13,0.8520121574401855
1_afr,2016,neo,13,1.2689194679260254
3_sear,2016,neo,13,1.1613506078720093
5_emr,2016,neo,13,1.3062710762023926
6_wpr,2016,neo,13,0.4956372082233429
4_eur,2016,neo,13,0.39274969696998596
1_afr,2017,neo,13,1.2416577339172363
2_amr,2017,neo,13,0.802043616771698
4_eur,2017,neo,13,0.37385645508766174
3_sear,2017,neo,13,1.115607738494873
5_emr,2017,neo,13,1.2769662141799927
6_wpr,2017,neo,13,0.4722985029220581
5_emr,2000,neo,15,2.8340024948120117
6_wpr,2000,neo,15,2.3608949184417725
1_afr,2000,neo,15,2.4067771434783936
2_amr,2000,neo,15,2.1052770614624023
3_sear,2000,neo,15,2.831625461578369
4_eur,2000,neo,15,2.2354061603546143
5_emr,2001,neo,15,2.8207805156707764
2_amr,2001,neo,15,2.0675785541534424
3_sear,2001,neo,15,2.8062784671783447
6_wpr,2001,neo,15,2.3404977321624756
1_afr,2001,neo,15,2.3359992504119873
4_eur,2001,neo,15,2.1625492572784424
5_emr,2002,neo,15,2.8098742961883545
3_sear,2002,neo,15,2.778839111328125
4_eur,2002,neo,15,2.0602478981018066
1_afr,2002,neo,15,2.276576042175293
6_wpr,2002,neo,15,2.2998337745666504
2_amr,2002,neo,15,2.0219781398773193
6_wpr,2003,neo,15,2.209949493408203
4_eur,2003,neo,15,1.973722219467163
3_sear,2003,neo,15,2.7541067600250244
1_afr,2003,neo,15,2.228189468383789
5_emr,2003,neo,15,2.7978076934814453
2_amr,2003,neo,15,1.9822840690612793
4_eur,2004,neo,15,1.8663195371627808
5_emr,2004,neo,15,2.782395124435425
6_wpr,2004,neo,15,2.168900966644287
1_afr,2004,neo,15,2.1928043365478516
3_sear,2004,neo,15,2.738527774810791
2_amr,2004,neo,15,1.9686367511749268
4_eur,2005,neo,15,1.7976847887039185
2_amr,2005,neo,15,1.8917654752731323
6_wpr,2005,neo,15,2.1201441287994385
5_emr,2005,neo,15,2.756955146789551
3_sear,2005,neo,15,2.7273218631744385
1_afr,2005,neo,15,2.171048879623413
1_afr,2006,neo,15,2.1580233573913574
2_amr,2006,neo,15,1.934757113456726
5_emr,2006,neo,15,2.7309353351593018
4_eur,2006,neo,15,1.7075568437576294
3_sear,2006,neo,15,2.7238895893096924
6_wpr,2006,neo,15,2.034039258956909
5_emr,2007,neo,15,2.710763692855835
1_afr,2007,neo,15,2.159550428390503
6_wpr,2007,neo,15,1.9231178760528564
2_amr,2007,neo,15,1.8800591230392456
3_sear,2007,neo,15,2.721843957901001
4_eur,2007,neo,15,1.6281243562698364
5_emr,2008,neo,15,2.6962878704071045
6_wpr,2008,neo,15,1.787652611732483
3_sear,2008,neo,15,2.7158710956573486
2_amr,2008,neo,15,1.8778414726257324
4_eur,2008,neo,15,1.5625413656234741
1_afr,2008,neo,15,2.1680636405944824
5_emr,2009,neo,15,2.6821157932281494
1_afr,2009,neo,15,2.178802013397217
6_wpr,2009,neo,15,1.6765623092651367
4_eur,2009,neo,15,1.4558024406433105
2_amr,2009,neo,15,1.846977949142456
3_sear,2009,neo,15,2.6999194622039795
6_wpr,2010,neo,15,1.5982245206832886
4_eur,2010,neo,15,1.4583739042282104
1_afr,2010,neo,15,2.1941680908203125
3_sear,2010,neo,15,2.684980869293213
2_amr,2010,neo,15,1.861936092376709
5_emr,2010,neo,15,2.662184238433838
1_afr,2011,neo,15,2.2219815254211426
4_eur,2011,neo,15,1.4496806859970093
5_emr,2011,neo,15,2.639275312423706
3_sear,2011,neo,15,2.67478609085083
2_amr,2011,neo,15,1.828862190246582
6_wpr,2011,neo,15,1.5303722620010376
2_amr,2012,neo,15,1.827133059501648
6_wpr,2012,neo,15,1.4644577503204346
5_emr,2012,neo,15,2.6148006916046143
3_sear,2012,neo,15,2.677295446395874
1_afr,2012,neo,15,2.2473068237304688
4_eur,2012,neo,15,1.3602311611175537
1_afr,2013,neo,15,2.2685787677764893
5_emr,2013,neo,15,2.5999090671539307
2_amr,2013,neo,15,1.786778211593628
4_eur,2013,neo,15,1.3188953399658203
3_sear,2013,neo,15,2.6910746097564697
6_wpr,2013,neo,15,1.3903274536132812
2_amr,2014,neo,15,1.7783080339431763
5_emr,2014,neo,15,2.582545042037964
3_sear,2014,neo,15,2.7160098552703857
4_eur,2014,neo,15,1.2855974435806274
1_afr,2014,neo,15,2.292292594909668
6_wpr,2014,neo,15,1.3090399503707886
2_amr,2015,neo,15,1.7601475715637207
4_eur,2015,neo,15,1.2292437553405762
6_wpr,2015,neo,15,1.2325129508972168
1_afr,2015,neo,15,2.313703775405884
5_emr,2015,neo,15,2.5684449672698975
3_sear,2015,neo,15,2.7431795597076416
2_amr,2016,neo,15,1.7456897497177124
1_afr,2016,neo,15,2.3299472332000732
3_sear,2016,neo,15,2.644963026046753
5_emr,2016,neo,15,2.5478439331054688
6_wpr,2016,neo,15,1.1811693906784058
4_eur,2016,neo,15,1.1821092367172241
1_afr,2017,neo,15,2.276445150375366
2_amr,2017,neo,15,1.685448408126831
4_eur,2017,neo,15,1.1223235130310059
3_sear,2017,neo,15,2.5409436225891113
5_emr,2017,neo,15,2.4827191829681396
6_wpr,2017,neo,15,1.1294233798980713
5_emr,2000,neo,16,0.04842577874660492
6_wpr,2000,neo,16,0.08168041706085205
1_afr,2000,neo,16,0.02532222867012024
2_amr,2000,neo,16,0.043009284883737564
3_sear,2000,neo,16,0.029876990243792534
4_eur,2000,neo,16,0.03522796556353569
5_emr,2001,neo,16,0.04875703528523445
2_amr,2001,neo,16,0.04003627225756645
3_sear,2001,neo,16,0.029973506927490234
6_wpr,2001,neo,16,0.07261334359645844
1_afr,2001,neo,16,0.025536898523569107
4_eur,2001,neo,16,0.034381233155727386
5_emr,2002,neo,16,0.049178145825862885
3_sear,2002,neo,16,0.029968826100230217
4_eur,2002,neo,16,0.033818021416664124
1_afr,2002,neo,16,0.02570320852100849
6_wpr,2002,neo,16,0.07245046645402908
2_amr,2002,neo,16,0.04040812328457832
6_wpr,2003,neo,16,0.07477748394012451
