region,year,fpost11
5_emr,2000,0.018278619274497032
6_wpr,2000,0.0060003274120390415
1_afr,2000,0.01211582776159048
2_amr,2000,0.012761592864990234
3_sear,2000,0.009684664197266102
4_eur,2000,0.022056031972169876
5_emr,2001,0.018203340470790863
2_amr,2001,0.013093704357743263
3_sear,2001,0.009983171708881855
6_wpr,2001,0.006311279721558094
1_afr,2001,0.012287330813705921
4_eur,2001,0.022481873631477356
5_emr,2002,0.01825842447578907
3_sear,2002,0.010465359315276146
4_eur,2002,0.022870898246765137
1_afr,2002,0.012450954876840115
6_wpr,2002,0.006395988631993532
2_amr,2002,0.013743985444307327
6_wpr,2003,0.006781179457902908
4_eur,2003,0.022982599213719368
3_sear,2003,0.010794920846819878
1_afr,2003,0.012380429543554783
5_emr,2003,0.018220197409391403
2_amr,2003,0.013926620595157146
4_eur,2004,0.023068754002451897
5_emr,2004,0.01857532188296318
6_wpr,2004,0.0069625540636479855
1_afr,2004,0.013418298214673996
3_sear,2004,0.010747835971415043
2_amr,2004,0.01476192381232977
4_eur,2005,0.02367507293820381
2_amr,2005,0.015209867618978024
6_wpr,2005,0.007479725405573845
5_emr,2005,0.018921835348010063
3_sear,2005,0.011707200668752193
1_afr,2005,0.013178602792322636
1_afr,2006,0.014550499618053436
2_amr,2006,0.016285058110952377
5_emr,2006,0.01914716511964798
4_eur,2006,0.02437981776893139
3_sear,2006,0.01157446764409542
6_wpr,2006,0.008143333718180656
5_emr,2007,0.019614752382040024
1_afr,2007,0.015299471095204353
6_wpr,2007,0.00845055840909481
2_amr,2007,0.016490161418914795
3_sear,2007,0.012087876908481121
4_eur,2007,0.02485782839357853
5_emr,2008,0.02010234259068966
6_wpr,2008,0.00885191559791565
3_sear,2008,0.011958162300288677
2_amr,2008,0.016661522909998894
4_eur,2008,0.025479458272457123
1_afr,2008,0.015690552070736885
5_emr,2009,0.0203744787722826
1_afr,2009,0.01663505658507347
6_wpr,2009,0.009004691615700722
4_eur,2009,0.02540193870663643
2_amr,2009,0.016415981575846672
3_sear,2009,0.012081407010555267
6_wpr,2010,0.009555512107908726
4_eur,2010,0.024999963119626045
1_afr,2010,0.01748047024011612
3_sear,2010,0.012427429668605328
2_amr,2010,0.013747315853834152
5_emr,2010,0.02052076905965805
1_afr,2011,0.018088456243276596
4_eur,2011,0.02555134706199169
5_emr,2011,0.019620370119810104
3_sear,2011,0.012495459988713264
2_amr,2011,0.017494717612862587
6_wpr,2011,0.010267524980008602
2_amr,2012,0.01759861223399639
6_wpr,2012,0.010710441507399082
5_emr,2012,0.02005029283463955
3_sear,2012,0.013023510575294495
1_afr,2012,0.019059637561440468
4_eur,2012,0.026650117710232735
1_afr,2013,0.01967393420636654
5_emr,2013,0.021645264700055122
2_amr,2013,0.017633818089962006
4_eur,2013,0.02654082328081131
3_sear,2013,0.01366777066141367
6_wpr,2013,0.011283229105174541
2_amr,2014,0.018833640962839127
5_emr,2014,0.022360319271683693
3_sear,2014,0.01379332598298788
4_eur,2014,0.027211423963308334
1_afr,2014,0.02122260071337223
6_wpr,2014,0.011807902716100216
2_amr,2015,0.019534578546881676
4_eur,2015,0.027110600844025612
6_wpr,2015,0.012857350520789623
1_afr,2015,0.021904772147536278
5_emr,2015,0.022756824269890785
3_sear,2015,0.014582457020878792
2_amr,2016,0.019216332584619522
1_afr,2016,0.022363560274243355
3_sear,2016,0.015138817019760609
5_emr,2016,0.02323247119784355
6_wpr,2016,0.013326911255717278
4_eur,2016,0.028725357726216316
1_afr,2017,0.02320886217057705
2_amr,2017,0.019023695960640907
4_eur,2017,0.02816624380648136
3_sear,2017,0.015461446717381477
5_emr,2017,0.023436425253748894
6_wpr,2017,0.013802614994347095
