region,year,rufive9
5_emr,2000,15.192404747009277
6_wpr,2000,7.086531639099121
1_afr,2000,24.166553497314453
2_amr,2000,3.537415027618408
3_sear,2000,15.978415489196777
4_eur,2000,2.997406244277954
5_emr,2001,14.769048690795898
2_amr,2001,3.22442626953125
3_sear,2001,15.228861808776855
6_wpr,2001,6.27942419052124
1_afr,2001,23.301496505737305
4_eur,2001,2.735860824584961
5_emr,2002,14.30339527130127
3_sear,2002,14.45056438446045
4_eur,2002,2.489306688308716
1_afr,2002,22.393423080444336
6_wpr,2002,5.570365905761719
2_amr,2002,2.9966108798980713
6_wpr,2003,4.978791236877441
4_eur,2003,2.29510498046875
3_sear,2003,13.739845275878906
1_afr,2003,21.32686996459961
5_emr,2003,13.9104642868042
2_amr,2003,2.8141613006591797
4_eur,2004,2.0889272689819336
5_emr,2004,13.493330955505371
6_wpr,2004,4.451387405395508
1_afr,2004,20.421724319458008
3_sear,2004,13.058792114257812
2_amr,2004,2.676347017288208
4_eur,2005,1.944374442100525
2_amr,2005,2.453749418258667
6_wpr,2005,3.9658854007720947
5_emr,2005,13.005976676940918
3_sear,2005,12.412684440612793
1_afr,2005,19.555326461791992
1_afr,2006,18.977142333984375
2_amr,2006,2.3475522994995117
5_emr,2006,12.54736328125
4_eur,2006,1.7828450202941895
3_sear,2006,11.764101028442383
6_wpr,2006,3.6014492511749268
5_emr,2007,11.978765487670898
1_afr,2007,18.20417022705078
6_wpr,2007,3.301239252090454
2_amr,2007,2.1827564239501953
3_sear,2007,11.100301742553711
4_eur,2007,1.6469515562057495
5_emr,2008,11.386109352111816
6_wpr,2008,3.085186719894409
3_sear,2008,10.431733131408691
2_amr,2008,2.051978349685669
4_eur,2008,1.5031414031982422
1_afr,2008,17.349252700805664
5_emr,2009,10.721677780151367
1_afr,2009,16.713172912597656
6_wpr,2009,2.8710432052612305
4_eur,2009,1.4310089349746704
2_amr,2009,2.0082995891571045
3_sear,2009,9.762763023376465
6_wpr,2010,2.6475369930267334
4_eur,2010,1.291116714477539
1_afr,2010,16.16274642944336
3_sear,2010,9.113210678100586
2_amr,2010,1.8976961374282837
5_emr,2010,10.151642799377441
1_afr,2011,15.439579010009766
4_eur,2011,1.2034509181976318
5_emr,2011,9.674498558044434
3_sear,2011,8.506315231323242
2_amr,2011,1.8508034944534302
6_wpr,2011,2.468660593032837
2_amr,2012,1.7323676347732544
6_wpr,2012,2.296356678009033
5_emr,2012,9.272309303283691
3_sear,2012,7.915604591369629
1_afr,2012,14.582757949829102
4_eur,2012,1.1181617975234985
1_afr,2013,13.869044303894043
5_emr,2013,8.48621654510498
2_amr,2013,1.6658196449279785
4_eur,2013,1.0868067741394043
3_sear,2013,7.279251575469971
6_wpr,2013,2.163250684738159
2_amr,2014,1.5663005113601685
5_emr,2014,7.975682735443115
3_sear,2014,6.725193500518799
4_eur,2014,1.0097076892852783
1_afr,2014,13.226741790771484
6_wpr,2014,2.0253164768218994
2_amr,2015,1.4658684730529785
4_eur,2015,0.9555100798606873
6_wpr,2015,1.8979829549789429
1_afr,2015,12.320881843566895
5_emr,2015,7.63264274597168
3_sear,2015,5.984888076782227
2_amr,2016,1.4594594240188599
1_afr,2016,11.952360153198242
3_sear,2016,5.545405864715576
5_emr,2016,7.432837963104248
6_wpr,2016,1.7928097248077393
4_eur,2016,0.8739277720451355
1_afr,2017,11.494394302368164
2_amr,2017,1.4160785675048828
4_eur,2017,0.8262142539024353
3_sear,2017,5.1808366775512695
5_emr,2017,7.248998641967773
6_wpr,2017,1.698335886001587
