region,year,neo9
5_emr,2000,38879.46743860841
6_wpr,2000,59036.69499910623
1_afr,2000,83525.27096897364
2_amr,2000,8706.090874314308
3_sear,2000,112414.7538690567
4_eur,2000,4933.106086341664
5_emr,2001,37954.084288716316
2_amr,2001,7687.8898330926895
3_sear,2001,107460.66932964325
6_wpr,2001,52110.918799325824
1_afr,2001,83878.68974730372
4_eur,2001,4606.078843325842
5_emr,2002,37128.623463243246
3_sear,2002,102320.62212753296
4_eur,2002,4269.755971671548
1_afr,2002,83987.70308032632
6_wpr,2002,45893.274916663766
2_amr,2002,7303.097718715668
6_wpr,2003,41308.78580843657
4_eur,2003,4063.0036018239334
3_sear,2003,97135.67030763626
1_afr,2003,83764.37704181671
5_emr,2003,36385.893968850374
2_amr,2003,6632.944736242294
4_eur,2004,3675.8514420571737
5_emr,2004,35653.000416338444
6_wpr,2004,36477.59606591612
1_afr,2004,83237.99769479036
3_sear,2004,92040.7580127716
2_amr,2004,6448.282839953899
4_eur,2005,3567.2874315343797
2_amr,2005,6142.210212349892
6_wpr,2005,31112.01987433806
5_emr,2005,34947.53188380599
3_sear,2005,86942.78948640823
1_afr,2005,82490.70732569695
1_afr,2006,81594.20398062468
2_amr,2006,5932.882908910513
5_emr,2006,34350.590015113354
4_eur,2006,3328.961423695786
3_sear,2006,81984.58771514893
6_wpr,2006,26379.923431441188
5_emr,2007,33912.64420247078
1_afr,2007,80773.46396511793
6_wpr,2007,22206.992977309972
2_amr,2007,5543.50541383028
3_sear,2007,77108.16428995132
4_eur,2007,3260.933890155982
5_emr,2008,33563.36308670044
6_wpr,2008,19742.857411455363
3_sear,2008,72289.35849070549
2_amr,2008,5396.520699337125
4_eur,2008,3065.226638420485
1_afr,2008,79663.31593248248
5_emr,2009,33236.81694018841
1_afr,2009,78563.70796921849
6_wpr,2009,17731.85912741348
4_eur,2009,2944.4031585326884
2_amr,2009,5234.307983323932
3_sear,2009,67409.42652082443
6_wpr,2010,15926.404474388808
4_eur,2010,2763.695703784004
1_afr,2010,77768.60456982255
3_sear,2010,62709.04075360298
2_amr,2010,5071.874134108424
5_emr,2010,32787.89427304268
1_afr,2011,76670.68340095878
4_eur,2011,2588.5542893831152
5_emr,2011,32294.74976325035
3_sear,2011,58256.05427622795
2_amr,2011,5066.59706749022
6_wpr,2011,14924.1829482615
2_amr,2012,4848.898382052779
6_wpr,2012,13674.386868868023
5_emr,2012,31742.721665740013
3_sear,2012,54159.95888400078
1_afr,2012,75678.66603502631
4_eur,2012,2400.8204032962676
1_afr,2013,74579.00085708499
5_emr,2013,31237.401675522327
2_amr,2013,4541.8148374557495
4_eur,2013,2246.138012575917
3_sear,2013,50452.61671924591
6_wpr,2013,12382.531291908585
2_amr,2014,4397.2047208845615
5_emr,2014,30652.17685741186
3_sear,2014,47137.24644935131
4_eur,2014,2153.7791471977253
1_afr,2014,73540.42644703388
6_wpr,2014,11150.1889188895
2_amr,2015,4318.51475200057
4_eur,2015,2003.038894751342
6_wpr,2015,9916.495261119679
1_afr,2015,72612.90760600567
5_emr,2015,30072.472056925297
3_sear,2015,44152.184304475784
2_amr,2016,4388.526060372591
1_afr,2016,71741.82879340649
3_sear,2016,42106.04027271271
5_emr,2016,29382.572039604187
6_wpr,2016,9315.317095007747
4_eur,2016,1855.8963952383492
1_afr,2017,71211.71604388952
2_amr,2017,4352.68806925416
4_eur,2017,1748.7429529516958
3_sear,2017,40340.43443596363
5_emr,2017,28790.668176561594
6_wpr,2017,8804.815770428628
