region,year,rneo15
5_emr,2000,2.8340024948120117
6_wpr,2000,2.3608949184417725
1_afr,2000,2.4067771434783936
2_amr,2000,2.1052770614624023
3_sear,2000,2.831625461578369
4_eur,2000,2.2354061603546143
5_emr,2001,2.8207805156707764
2_amr,2001,2.0675785541534424
3_sear,2001,2.8062784671783447
6_wpr,2001,2.3404977321624756
1_afr,2001,2.3359992504119873
4_eur,2001,2.1625492572784424
5_emr,2002,2.8098742961883545
3_sear,2002,2.778839111328125
4_eur,2002,2.0602478981018066
1_afr,2002,2.276576042175293
6_wpr,2002,2.2998337745666504
2_amr,2002,2.0219781398773193
6_wpr,2003,2.209949493408203
4_eur,2003,1.973722219467163
3_sear,2003,2.7541067600250244
1_afr,2003,2.228189468383789
5_emr,2003,2.7978076934814453
2_amr,2003,1.9822840690612793
4_eur,2004,1.8663195371627808
5_emr,2004,2.782395124435425
6_wpr,2004,2.168900966644287
1_afr,2004,2.1928043365478516
3_sear,2004,2.738527774810791
2_amr,2004,1.9686367511749268
4_eur,2005,1.7976847887039185
2_amr,2005,1.8917654752731323
6_wpr,2005,2.1201441287994385
5_emr,2005,2.756955146789551
3_sear,2005,2.7273218631744385
1_afr,2005,2.171048879623413
1_afr,2006,2.1580233573913574
2_amr,2006,1.934757113456726
5_emr,2006,2.7309353351593018
4_eur,2006,1.7075568437576294
3_sear,2006,2.7238895893096924
6_wpr,2006,2.034039258956909
5_emr,2007,2.710763692855835
1_afr,2007,2.159550428390503
6_wpr,2007,1.9231178760528564
2_amr,2007,1.8800591230392456
3_sear,2007,2.721843957901001
4_eur,2007,1.6281243562698364
5_emr,2008,2.6962878704071045
6_wpr,2008,1.787652611732483
3_sear,2008,2.7158710956573486
2_amr,2008,1.8778414726257324
4_eur,2008,1.5625413656234741
1_afr,2008,2.1680636405944824
5_emr,2009,2.6821157932281494
1_afr,2009,2.178802013397217
6_wpr,2009,1.6765623092651367
4_eur,2009,1.4558024406433105
2_amr,2009,1.846977949142456
3_sear,2009,2.6999194622039795
6_wpr,2010,1.5982245206832886
4_eur,2010,1.4583739042282104
1_afr,2010,2.1941680908203125
3_sear,2010,2.684980869293213
2_amr,2010,1.861936092376709
5_emr,2010,2.662184238433838
1_afr,2011,2.2219815254211426
4_eur,2011,1.4496806859970093
5_emr,2011,2.639275312423706
3_sear,2011,2.67478609085083
2_amr,2011,1.828862190246582
6_wpr,2011,1.5303722620010376
2_amr,2012,1.827133059501648
6_wpr,2012,1.4644577503204346
5_emr,2012,2.6148006916046143
3_sear,2012,2.677295446395874
1_afr,2012,2.2473068237304688
4_eur,2012,1.3602311611175537
1_afr,2013,2.2685787677764893
5_emr,2013,2.5999090671539307
2_amr,2013,1.786778211593628
4_eur,2013,1.3188953399658203
3_sear,2013,2.6910746097564697
6_wpr,2013,1.3903274536132812
2_amr,2014,1.7783080339431763
5_emr,2014,2.582545042037964
3_sear,2014,2.7160098552703857
4_eur,2014,1.2855974435806274
1_afr,2014,2.292292594909668
6_wpr,2014,1.3090399503707886
2_amr,2015,1.7601475715637207
4_eur,2015,1.2292437553405762
6_wpr,2015,1.2325129508972168
1_afr,2015,2.313703775405884
5_emr,2015,2.5684449672698975
3_sear,2015,2.7431795597076416
2_amr,2016,1.7456897497177124
1_afr,2016,2.3299472332000732
3_sear,2016,2.644963026046753
5_emr,2016,2.5478439331054688
6_wpr,2016,1.1811693906784058
4_eur,2016,1.1821092367172241
1_afr,2017,2.276445150375366
2_amr,2017,1.685448408126831
4_eur,2017,1.1223235130310059
3_sear,2017,2.5409436225891113
5_emr,2017,2.4827191829681396
6_wpr,2017,1.1294233798980713
