region,year,fpost7
5_emr,2000,0.05402011796832085
6_wpr,2000,0.03709477558732033
1_afr,2000,0.04542272537946701
2_amr,2000,0.039212800562381744
3_sear,2000,0.05436526983976364
4_eur,2000,0.03892636299133301
5_emr,2001,0.052723661065101624
2_amr,2001,0.03673446178436279
3_sear,2001,0.051926542073488235
6_wpr,2001,0.03546058014035225
1_afr,2001,0.047226302325725555
4_eur,2001,0.03765205666422844
5_emr,2002,0.05335445702075958
3_sear,2002,0.055171433836221695
4_eur,2002,0.036763858050107956
1_afr,2002,0.045997362583875656
6_wpr,2002,0.034238480031490326
2_amr,2002,0.03429840877652168
6_wpr,2003,0.03367478772997856
4_eur,2003,0.03630133718252182
3_sear,2003,0.05440807342529297
1_afr,2003,0.04894303157925606
5_emr,2003,0.049848522990942
2_amr,2003,0.03342399746179581
4_eur,2004,0.03474867716431618
5_emr,2004,0.05050774663686752
6_wpr,2004,0.03193405270576477
1_afr,2004,0.04883325472474098
3_sear,2004,0.0518428310751915
2_amr,2004,0.03348683565855026
4_eur,2005,0.03404133394360542
2_amr,2005,0.03295500949025154
6_wpr,2005,0.035070985555648804
5_emr,2005,0.054192740470170975
3_sear,2005,0.0514693483710289
1_afr,2005,0.04905419424176216
1_afr,2006,0.04209776595234871
2_amr,2006,0.03324439004063606
5_emr,2006,0.05386392027139664
4_eur,2006,0.03345716744661331
3_sear,2006,0.05009327456355095
6_wpr,2006,0.03151838108897209
5_emr,2007,0.05307678133249283
1_afr,2007,0.04236799106001854
6_wpr,2007,0.03230081871151924
2_amr,2007,0.03145875781774521
3_sear,2007,0.051412053406238556
4_eur,2007,0.032761991024017334
5_emr,2008,0.04841156676411629
6_wpr,2008,0.033625293523073196
3_sear,2008,0.04980608448386192
2_amr,2008,0.031249137595295906
4_eur,2008,0.030148925259709358
1_afr,2008,0.048891324549913406
5_emr,2009,0.0456872433423996
1_afr,2009,0.04248473793268204
6_wpr,2009,0.033700354397296906
4_eur,2009,0.028578249737620354
2_amr,2009,0.03049387037754059
3_sear,2009,0.04907356575131416
6_wpr,2010,0.03397943079471588
4_eur,2010,0.026462383568286896
1_afr,2010,0.03643527626991272
3_sear,2010,0.04930688440799713
2_amr,2010,0.024643298238515854
5_emr,2010,0.04369548708200455
1_afr,2011,0.03509799763560295
4_eur,2011,0.024816347286105156
5_emr,2011,0.03967369720339775
3_sear,2011,0.04848114773631096
2_amr,2011,0.028046583756804466
6_wpr,2011,0.032751694321632385
2_amr,2012,0.026081549003720284
6_wpr,2012,0.030683694407343864
5_emr,2012,0.0412098690867424
3_sear,2012,0.04905126988887787
1_afr,2012,0.041389647871255875
4_eur,2012,0.023059209808707237
1_afr,2013,0.03761126846075058
5_emr,2013,0.03464190289378166
2_amr,2013,0.025350302457809448
4_eur,2013,0.022965816780924797
3_sear,2013,0.04744195193052292
6_wpr,2013,0.02871820516884327
2_amr,2014,0.023838991299271584
5_emr,2014,0.03137103468179703
3_sear,2014,0.04533369839191437
4_eur,2014,0.021706338971853256
1_afr,2014,0.030664827674627304
6_wpr,2014,0.026734083890914917
2_amr,2015,0.02319977805018425
4_eur,2015,0.022436726838350296
6_wpr,2015,0.025582529604434967
1_afr,2015,0.033750686794519424
5_emr,2015,0.030427517369389534
3_sear,2015,0.03856569528579712
2_amr,2016,0.02286488004028797
1_afr,2016,0.028206825256347656
3_sear,2016,0.03775305673480034
5_emr,2016,0.03040204383432865
6_wpr,2016,0.024800628423690796
4_eur,2016,0.020110853016376495
1_afr,2017,0.03377708047628403
2_amr,2017,0.02314775623381138
4_eur,2017,0.019864175468683243
3_sear,2017,0.03704899549484253
5_emr,2017,0.030386609956622124
6_wpr,2017,0.023769114166498184
