region,year,age_group,cause,fraction_of_deaths
5_emr,2013,neo,13,0.04665641114115715
2_amr,2013,neo,13,0.10323038697242737
4_eur,2013,neo,13,0.07541394978761673
3_sear,2013,neo,13,0.05461730808019638
6_wpr,2013,neo,13,0.07122600078582764
2_amr,2014,neo,13,0.10645263642072678
5_emr,2014,neo,13,0.04704468324780464
3_sear,2014,neo,13,0.05355437472462654
4_eur,2014,neo,13,0.08044394850730896
1_afr,2014,neo,13,0.045895472168922424
6_wpr,2014,neo,13,0.07351528853178024
2_amr,2015,neo,13,0.1065726950764656
4_eur,2015,neo,13,0.08177708834409714
6_wpr,2015,neo,13,0.0757279172539711
1_afr,2015,neo,13,0.04636499658226967
5_emr,2015,neo,13,0.04749653860926628
3_sear,2015,neo,13,0.05253861844539642
2_amr,2016,neo,13,0.10494204610586166
1_afr,2016,neo,13,0.04662555456161499
3_sear,2016,neo,13,0.052531372755765915
5_emr,2016,neo,13,0.047913938760757446
6_wpr,2016,neo,13,0.07586018741130829
4_eur,2016,neo,13,0.0812544897198677
1_afr,2017,neo,13,0.04660777747631073
2_amr,2017,neo,13,0.10208921879529953
4_eur,2017,neo,13,0.08135674893856049
3_sear,2017,neo,13,0.05250639095902443
5_emr,2017,neo,13,0.047835320234298706
6_wpr,2017,neo,13,0.07562188804149628
5_emr,2000,neo,15,0.0734393373131752
6_wpr,2000,neo,15,0.12509363889694214
1_afr,2000,neo,15,0.05976660177111626
2_amr,2000,neo,15,0.1649545431137085
3_sear,2000,neo,15,0.06969792395830154
4_eur,2000,neo,15,0.21733716130256653
5_emr,2001,neo,15,0.07484864443540573
2_amr,2001,neo,15,0.16908787190914154
3_sear,2001,neo,15,0.07145660370588303
6_wpr,2001,neo,15,0.13164570927619934
1_afr,2001,neo,15,0.05933061242103577
4_eur,2001,neo,15,0.22014732658863068
5_emr,2002,neo,15,0.07631281018257141
3_sear,2002,neo,15,0.0732882022857666
4_eur,2002,neo,15,0.22065427899360657
1_afr,2002,neo,15,0.05921762436628342
6_wpr,2002,neo,15,0.13822373747825623
2_amr,2002,neo,15,0.17261719703674316
6_wpr,2003,neo,15,0.14282870292663574
4_eur,2003,neo,15,0.22255533933639526
3_sear,2003,neo,15,0.07528132945299149
1_afr,2003,neo,15,0.0594029426574707
5_emr,2003,neo,15,0.07786282151937485
2_amr,2003,neo,15,0.17661216855049133
4_eur,2004,neo,15,0.22176457941532135
5_emr,2004,neo,15,0.07944637537002563
6_wpr,2004,neo,15,0.15153749287128448
1_afr,2004,neo,15,0.05994975566864014
3_sear,2004,neo,15,0.07751528173685074
2_amr,2004,neo,15,0.18289731442928314
4_eur,2005,neo,15,0.22498629987239838
2_amr,2005,neo,15,0.18271376192569733
6_wpr,2005,neo,15,0.16048425436019897
5_emr,2005,neo,15,0.0807458832859993
3_sear,2005,neo,15,0.07997846603393555
1_afr,2005,neo,15,0.06088468059897423
1_afr,2006,neo,15,0.062059372663497925
2_amr,2006,neo,15,0.19329501688480377
5_emr,2006,neo,15,0.08184300363063812
4_eur,2006,neo,15,0.22506114840507507
3_sear,2006,neo,15,0.08265606313943863
6_wpr,2006,neo,15,0.16679948568344116
5_emr,2007,neo,15,0.08290262520313263
1_afr,2007,neo,15,0.06367954611778259
6_wpr,2007,neo,15,0.17058219015598297
2_amr,2007,neo,15,0.19341221451759338
3_sear,2007,neo,15,0.0854760929942131
4_eur,2007,neo,15,0.22567050158977509
5_emr,2008,neo,15,0.08400064706802368
6_wpr,2008,neo,15,0.17094522714614868
3_sear,2008,neo,15,0.08837205171585083
2_amr,2008,neo,15,0.19860102236270905
4_eur,2008,neo,15,0.22711853682994843
1_afr,2008,neo,15,0.0655357763171196
5_emr,2009,neo,15,0.08502650260925293
1_afr,2009,neo,15,0.06754744797945023
6_wpr,2009,neo,15,0.17230947315692902
4_eur,2009,neo,15,0.22109690308570862
2_amr,2009,neo,15,0.20075981318950653
3_sear,2009,neo,15,0.09131067246198654
6_wpr,2010,neo,15,0.17567676305770874
4_eur,2010,neo,15,0.23102402687072754
1_afr,2010,neo,15,0.06976374238729477
3_sear,2010,neo,15,0.09449556469917297
2_amr,2010,neo,15,0.2070552110671997
5_emr,2010,neo,15,0.0859159529209137
1_afr,2011,neo,15,0.07246728986501694
4_eur,2011,neo,15,0.23994490504264832
5_emr,2011,neo,15,0.08690837025642395
3_sear,2011,neo,15,0.09809844940900803
2_amr,2011,neo,15,0.209320530295372
6_wpr,2011,neo,15,0.17905974388122559
2_amr,2012,neo,15,0.21363680064678192
6_wpr,2012,neo,15,0.18162541091442108
5_emr,2012,neo,15,0.08799005299806595
3_sear,2012,neo,15,0.10236130654811859
1_afr,2012,neo,15,0.07511327415704727
4_eur,2012,neo,15,0.23535633087158203
1_afr,2013,neo,15,0.07771900296211243
5_emr,2013,neo,15,0.0893825963139534
2_amr,2013,neo,15,0.21268555521965027
4_eur,2013,neo,15,0.23791709542274475
3_sear,2013,neo,15,0.10729160904884338
6_wpr,2013,neo,15,0.18248260021209717
2_amr,2014,neo,15,0.2152048945426941
5_emr,2014,neo,15,0.09082998335361481
3_sear,2014,neo,15,0.11289127171039581
4_eur,2014,neo,15,0.2414393424987793
1_afr,2014,neo,15,0.08044398576021194
6_wpr,2014,neo,15,0.18119077384471893
2_amr,2015,neo,15,0.2166348248720169
4_eur,2015,neo,15,0.24173139035701752
6_wpr,2015,neo,15,0.17962853610515594
1_afr,2015,neo,15,0.08309333771467209
5_emr,2015,neo,15,0.09222202748060226
3_sear,2015,neo,15,0.1189633160829544
2_amr,2016,neo,15,0.21501600742340088
1_afr,2016,neo,15,0.08561228215694427
3_sear,2016,neo,15,0.11963961273431778
5_emr,2016,neo,15,0.0934547483921051
6_wpr,2016,neo,15,0.1807849258184433
4_eur,2016,neo,15,0.2445620745420456
1_afr,2017,neo,15,0.08545032143592834
2_amr,2017,neo,15,0.21453461050987244
4_eur,2017,neo,15,0.2442343533039093
3_sear,2017,neo,15,0.11959022283554077
5_emr,2017,neo,15,0.09300298243761063
6_wpr,2017,neo,15,0.18083716928958893
5_emr,2000,neo,16,0.0012548884842544794
6_wpr,2000,neo,16,0.004327893257141113
1_afr,2000,neo,16,0.0006288175354711711
2_amr,2000,neo,16,0.0033699017949402332
3_sear,2000,neo,16,0.0007353952969424427
4_eur,2000,neo,16,0.003425035858526826
5_emr,2001,neo,16,0.001293754787184298
2_amr,2001,neo,16,0.0032741916365921497
3_sear,2001,neo,16,0.0007632190245203674
6_wpr,2001,neo,16,0.004084274172782898
1_afr,2001,neo,16,0.0006485960329882801
4_eur,2001,neo,16,0.0035000068601220846
5_emr,2002,neo,16,0.0013356193667277694
3_sear,2002,neo,16,0.0007903881487436593
4_eur,2002,neo,16,0.003621938405558467
1_afr,2002,neo,16,0.0006685843109153211
6_wpr,2002,neo,16,0.004354390781372786
2_amr,2002,neo,16,0.0034496597945690155
6_wpr,2003,neo,16,0.004832857754081488
4_eur,2003,neo,16,0.0034556204918771982
3_sear,2003,neo,16,0.0008170637302100658
1_afr,2003,neo,16,0.0006868197815492749
5_emr,2003,neo,16,0.0013623981503769755
2_amr,2003,neo,16,0.003596116555854678
4_eur,2004,neo,16,0.005395803134888411
5_emr,2004,neo,16,0.0013886605156585574
6_wpr,2004,neo,16,0.005167558789253235
1_afr,2004,neo,16,0.0007013948052190244
3_sear,2004,neo,16,0.0008435006602667272
2_amr,2004,neo,16,0.003171556396409869
4_eur,2005,neo,16,0.005601584445685148
2_amr,2005,neo,16,0.00300197652541101
6_wpr,2005,neo,16,0.0051484848372638226
5_emr,2005,neo,16,0.0014155310345813632
3_sear,2005,neo,16,0.0008692367700859904
1_afr,2005,neo,16,0.0007153504993766546
1_afr,2006,neo,16,0.0007519623613916337
2_amr,2006,neo,16,0.003273813286796212
5_emr,2006,neo,16,0.0014286444056779146
4_eur,2006,neo,16,0.0035331971012055874
3_sear,2006,neo,16,0.0008890398312360048
6_wpr,2006,neo,16,0.005412455182522535
5_emr,2007,neo,16,0.001451078220270574
1_afr,2007,neo,16,0.0007570647867396474
6_wpr,2007,neo,16,0.005695675499737263
2_amr,2007,neo,16,0.0035618075635284185
3_sear,2007,neo,16,0.0009076454443857074
4_eur,2007,neo,16,0.0037831885274499655
5_emr,2008,neo,16,0.0014748674584552646
6_wpr,2008,neo,16,0.006353409960865974
3_sear,2008,neo,16,0.0009249571012333035
2_amr,2008,neo,16,0.0037151952274143696
4_eur,2008,neo,16,0.0036297650076448917
1_afr,2008,neo,16,0.0007954913307912648
5_emr,2009,neo,16,0.0014972352655604482
1_afr,2009,neo,16,0.0008324275841005147
6_wpr,2009,neo,16,0.0071542710065841675
4_eur,2009,neo,16,0.006013358943164349
2_amr,2009,neo,16,0.0033877200912684202
3_sear,2009,neo,16,0.0009408596088178456
6_wpr,2010,neo,16,0.007538650184869766
4_eur,2010,neo,16,0.006021194159984589
1_afr,2010,neo,16,0.0008543703006580472
3_sear,2010,neo,16,0.0009546683286316693
2_amr,2010,neo,16,0.00376039557158947
5_emr,2010,neo,16,0.0015104758786037564
1_afr,2011,neo,16,0.0009387260070070624
4_eur,2011,neo,16,0.005262638907879591
5_emr,2011,neo,16,0.0015200849156826735
3_sear,2011,neo,16,0.000967995438259095
2_amr,2011,neo,16,0.003550951136276126
6_wpr,2011,neo,16,0.008261074312031269
2_amr,2012,neo,16,0.0038225073367357254
6_wpr,2012,neo,16,0.008390872739255428
5_emr,2012,neo,16,0.0015262789092957973
3_sear,2012,neo,16,0.0009807469323277473
1_afr,2012,neo,16,0.0009198076440952718
4_eur,2012,neo,16,0.005885179620236158
1_afr,2013,neo,16,0.000893261341843754
5_emr,2013,neo,16,0.0015245240647345781
2_amr,2013,neo,16,0.004071940202265978
4_eur,2013,neo,16,0.005345306359231472
3_sear,2013,neo,16,0.0009632302680984139
6_wpr,2013,neo,16,0.008258853107690811
2_amr,2014,neo,16,0.003522972809150815
5_emr,2014,neo,16,0.0015249087009578943
3_sear,2014,neo,16,0.0009465140756219625
4_eur,2014,neo,16,0.005561099387705326
1_afr,2014,neo,16,0.0009061653981916606
6_wpr,2014,neo,16,0.008021106943488121
2_amr,2015,neo,16,0.004001464694738388
4_eur,2015,neo,16,0.005644048098474741
6_wpr,2015,neo,16,0.007127520628273487
1_afr,2015,neo,16,0.0008993524825200438
5_emr,2015,neo,16,0.0015320901293307543
3_sear,2015,neo,16,0.0009297500364482403
2_amr,2016,neo,16,0.003861603792756796
1_afr,2016,neo,16,0.0009095326531678438
3_sear,2016,neo,16,0.0009273423347622156
5_emr,2016,neo,16,0.0015404288424178958
6_wpr,2016,neo,16,0.006963996682316065
4_eur,2016,neo,16,0.00556148448958993
1_afr,2017,neo,16,0.0009091684478335083
2_amr,2017,neo,16,0.0038769219536334276
4_eur,2017,neo,16,0.005609338637441397
3_sear,2017,neo,16,0.0009245995315723121
5_emr,2017,neo,16,0.0015331984031945467
6_wpr,2017,neo,16,0.0067827701568603516
5_emr,2000,neo,17,0.01646074652671814
6_wpr,2000,neo,17,0.05664166435599327
1_afr,2000,neo,17,0.009135429747402668
2_amr,2000,neo,17,0.008987386710941792
3_sear,2000,neo,17,0.00886623002588749
4_eur,2000,neo,17,0.007901735603809357
5_emr,2001,neo,17,0.01676604524254799
2_amr,2001,neo,17,0.009243842214345932
3_sear,2001,neo,17,0.008927411399781704
6_wpr,2001,neo,17,0.05227905511856079
1_afr,2001,neo,17,0.009228996001183987
4_eur,2001,neo,17,0.007969574071466923
5_emr,2002,neo,17,0.01706170290708542
3_sear,2002,neo,17,0.008968296460807323
4_eur,2002,neo,17,0.007807256653904915
1_afr,2002,neo,17,0.00931175984442234
6_wpr,2002,neo,17,0.049235209822654724
2_amr,2002,neo,17,0.009617605246603489
6_wpr,2003,neo,17,0.04653662443161011
4_eur,2003,neo,17,0.007828409783542156
3_sear,2003,neo,17,0.008998333476483822
1_afr,2003,neo,17,0.009353205561637878
5_emr,2003,neo,17,0.017321620136499405
2_amr,2003,neo,17,0.009326852858066559
4_eur,2004,neo,17,0.01105530746281147
5_emr,2004,neo,17,0.017566679045557976
6_wpr,2004,neo,17,0.045354556292295456
1_afr,2004,neo,17,0.009359652176499367
3_sear,2004,neo,17,0.00901650171726942
2_amr,2004,neo,17,0.010271558538079262
4_eur,2005,neo,17,0.011138113215565681
2_amr,2005,neo,17,0.009370103478431702
6_wpr,2005,neo,17,0.044825658202171326
5_emr,2005,neo,17,0.017754318192601204
3_sear,2005,neo,17,0.009073943831026554
1_afr,2005,neo,17,0.009317963384091854
1_afr,2006,neo,17,0.009428480640053749
2_amr,2006,neo,17,0.009682784788310528
5_emr,2006,neo,17,0.017942488193511963
4_eur,2006,neo,17,0.007743905298411846
3_sear,2006,neo,17,0.009130900725722313
6_wpr,2006,neo,17,0.04229326173663139
5_emr,2007,neo,17,0.018158847466111183
1_afr,2007,neo,17,0.009556202217936516
6_wpr,2007,neo,17,0.04025706648826599
2_amr,2007,neo,17,0.008934266865253448
3_sear,2007,neo,17,0.009188863448798656
4_eur,2007,neo,17,0.007652828004211187
5_emr,2008,neo,17,0.018471766263246536
6_wpr,2008,neo,17,0.03989322856068611
3_sear,2008,neo,17,0.009220539592206478
2_amr,2008,neo,17,0.00915371160954237
4_eur,2008,neo,17,0.007621719967573881
1_afr,2008,neo,17,0.009668543003499508
5_emr,2009,neo,17,0.01874554716050625
1_afr,2009,neo,17,0.009786692447960377
6_wpr,2009,neo,17,0.03840656951069832
4_eur,2009,neo,17,0.011196083389222622
2_amr,2009,neo,17,0.009748558513820171
3_sear,2009,neo,17,0.00923886802047491
6_wpr,2010,neo,17,0.036374326795339584
4_eur,2010,neo,17,0.011745032854378223
1_afr,2010,neo,17,0.009905082173645496
3_sear,2010,neo,17,0.00923129078000784
2_amr,2010,neo,17,0.00933679100126028
5_emr,2010,neo,17,0.01885867491364479
1_afr,2011,neo,17,0.01004958339035511
4_eur,2011,neo,17,0.01142093725502491
5_emr,2011,neo,17,0.018811704590916634
3_sear,2011,neo,17,0.009190056473016739
2_amr,2011,neo,17,0.009970372542738914
6_wpr,2011,neo,17,0.03428678587079048
2_amr,2012,neo,17,0.010000677779316902
6_wpr,2012,neo,17,0.03440218046307564
5_emr,2012,neo,17,0.018808800727128983
3_sear,2012,neo,17,0.009143263101577759
1_afr,2012,neo,17,0.010110893286764622
4_eur,2012,neo,17,0.011556723155081272
1_afr,2013,neo,17,0.010070006363093853
5_emr,2013,neo,17,0.01873551681637764
2_amr,2013,neo,17,0.010462017729878426
4_eur,2013,neo,17,0.01146627776324749
3_sear,2013,neo,17,0.008974774740636349
6_wpr,2013,neo,17,0.033315375447273254
2_amr,2014,neo,17,0.009741117246448994
5_emr,2014,neo,17,0.018794991075992584
3_sear,2014,neo,17,0.008813767693936825
4_eur,2014,neo,17,0.011143356561660767
1_afr,2014,neo,17,0.010138940066099167
6_wpr,2014,neo,17,0.032692231237888336
2_amr,2015,neo,17,0.009998799301683903
4_eur,2015,neo,17,0.011079826392233372
6_wpr,2015,neo,17,0.03339407965540886
1_afr,2015,neo,17,0.010219457559287548
5_emr,2015,neo,17,0.01889721304178238
3_sear,2015,neo,17,0.008662652224302292
2_amr,2016,neo,17,0.010040510445833206
1_afr,2016,neo,17,0.010315687395632267
3_sear,2016,neo,17,0.008672423660755157
5_emr,2016,neo,17,0.01901749148964882
6_wpr,2016,neo,17,0.03272712230682373
4_eur,2016,neo,17,0.011092254891991615
1_afr,2017,neo,17,0.010319503024220467
2_amr,2017,neo,17,0.010054603219032288
4_eur,2017,neo,17,0.011095328256487846
3_sear,2017,neo,17,0.008678831160068512
5_emr,2017,neo,17,0.01900487020611763
6_wpr,2017,neo,17,0.032092832028865814
5_emr,2000,post,2,0.0010340509470552206
6_wpr,2000,post,2,0.003764005145058036
1_afr,2000,post,2,0.07015413045883179
2_amr,2000,post,2,0.014091392047703266
3_sear,2000,post,2,0.00847615022212267
4_eur,2000,post,2,0.004804581869393587
5_emr,2001,post,2,0.0011485895374789834
2_amr,2001,post,2,0.014762611128389835
3_sear,2001,post,2,0.008415614254772663
6_wpr,2001,post,2,0.004458888433873653
1_afr,2001,post,2,0.0731954351067543
4_eur,2001,post,2,0.00585167808458209
5_emr,2002,post,2,0.0012749769957736135
3_sear,2002,post,2,0.008433321490883827
4_eur,2002,post,2,0.0068480027839541435
1_afr,2002,post,2,0.0753047987818718
6_wpr,2002,post,2,0.005127519369125366
2_amr,2002,post,2,0.01522466167807579
6_wpr,2003,post,2,0.005773322191089392
4_eur,2003,post,2,0.007847914472222328
3_sear,2003,post,2,0.008170956745743752
1_afr,2003,post,2,0.07577016949653625
5_emr,2003,post,2,0.00136466883122921
2_amr,2003,post,2,0.015616095624864101
4_eur,2004,post,2,0.007980613969266415
5_emr,2004,post,2,0.0014742056373506784
6_wpr,2004,post,2,0.006323410198092461
1_afr,2004,post,2,0.08139455318450928
3_sear,2004,post,2,0.007595505099743605
2_amr,2004,post,2,0.015565463341772556
4_eur,2005,post,2,0.008150385692715645
2_amr,2005,post,2,0.015068644657731056
6_wpr,2005,post,2,0.006725609768182039
5_emr,2005,post,2,0.0015894555253908038
3_sear,2005,post,2,0.007654976565390825
1_afr,2005,post,2,0.07812070846557617
1_afr,2006,post,2,0.08132996410131454
2_amr,2006,post,2,0.014825685881078243
5_emr,2006,post,2,0.0016925465315580368
4_eur,2006,post,2,0.007936380803585052
3_sear,2006,post,2,0.007241095416247845
6_wpr,2006,post,2,0.006874402053654194
5_emr,2007,post,2,0.0018407562747597694
1_afr,2007,post,2,0.07863372564315796
6_wpr,2007,post,2,0.007231650874018669
2_amr,2007,post,2,0.013739570043981075
3_sear,2007,post,2,0.007232808507978916
4_eur,2007,post,2,0.008436690084636211
5_emr,2008,post,2,0.001965654781088233
6_wpr,2008,post,2,0.006684883497655392
3_sear,2008,post,2,0.006698228884488344
2_amr,2008,post,2,0.012577200308442116
4_eur,2008,post,2,0.007061426527798176
1_afr,2008,post,2,0.07272383570671082
5_emr,2009,post,2,0.0020537530072033405
1_afr,2009,post,2,0.06737345457077026
6_wpr,2009,post,2,0.005493576172739267
4_eur,2009,post,2,0.005686967633664608
2_amr,2009,post,2,0.011074308305978775
3_sear,2009,post,2,0.006350615061819553
6_wpr,2010,post,2,0.004267139360308647
4_eur,2010,post,2,0.005017629358917475
1_afr,2010,post,2,0.06380587816238403
3_sear,2010,post,2,0.006478880066424608
2_amr,2010,post,2,0.008210713975131512
5_emr,2010,post,2,0.0020808170083910227
1_afr,2011,post,2,0.056655287742614746
4_eur,2011,post,2,0.005168757401406765
5_emr,2011,post,2,0.0020945670548826456
3_sear,2011,post,2,0.006268450990319252
2_amr,2011,post,2,0.00989074632525444
6_wpr,2011,post,2,0.0037638030480593443
2_amr,2012,post,2,0.008982431143522263
6_wpr,2012,post,2,0.0035014089662581682
5_emr,2012,post,2,0.0022877794690430164
3_sear,2012,post,2,0.006454337853938341
1_afr,2012,post,2,0.051721543073654175
4_eur,2012,post,2,0.005568440072238445
1_afr,2013,post,2,0.045757170766592026
5_emr,2013,post,2,0.0024348327424377203
2_amr,2013,post,2,0.008005918934941292
4_eur,2013,post,2,0.006228332407772541
3_sear,2013,post,2,0.00689412746578455
6_wpr,2013,post,2,0.0035560347605496645
2_amr,2014,post,2,0.007801208179444075
5_emr,2014,post,2,0.002513710642233491
3_sear,2014,post,2,0.006869171280413866
4_eur,2014,post,2,0.006747083272784948
1_afr,2014,post,2,0.04418575018644333
6_wpr,2014,post,2,0.0031175187323242426
2_amr,2015,post,2,0.008931768126785755
4_eur,2015,post,2,0.007779939100146294
6_wpr,2015,post,2,0.0030452522914856672
1_afr,2015,post,2,0.04144134745001793
5_emr,2015,post,2,0.0025900905020534992
3_sear,2015,post,2,0.007176952436566353
2_amr,2016,post,2,0.009366394951939583
1_afr,2016,post,2,0.0388735830783844
3_sear,2016,post,2,0.007210365030914545
5_emr,2016,post,2,0.002757716691121459
6_wpr,2016,post,2,0.003411410376429558
4_eur,2016,post,2,0.01011217013001442
1_afr,2017,post,2,0.040649544447660446
2_amr,2017,post,2,0.010212353430688381
4_eur,2017,post,2,0.013016240671277046
3_sear,2017,post,2,0.006982157472521067
5_emr,2017,post,2,0.0028804608155041933
6_wpr,2017,post,2,0.0034948394168168306
5_emr,2000,post,3,0.2287682741880417
6_wpr,2000,post,3,0.13806116580963135
1_afr,2000,post,3,0.17333078384399414
2_amr,2000,post,3,0.14970175921916962
3_sear,2000,post,3,0.24168023467063904
4_eur,2000,post,3,0.10749014467000961
5_emr,2001,post,3,0.22205951809883118
2_amr,2001,post,3,0.1437838226556778
3_sear,2001,post,3,0.2341839075088501
6_wpr,2001,post,3,0.13199006021022797
1_afr,2001,post,3,0.16773904860019684
4_eur,2001,post,3,0.10206025838851929
5_emr,2002,post,3,0.21748436987400055
3_sear,2002,post,3,0.23147015273571014
4_eur,2002,post,3,0.09661314636468887
1_afr,2002,post,3,0.1618688702583313
6_wpr,2002,post,3,0.13099223375320435
2_amr,2002,post,3,0.14332520961761475
6_wpr,2003,post,3,0.13104203343391418
4_eur,2003,post,3,0.09175411611795425
3_sear,2003,post,3,0.22515392303466797
1_afr,2003,post,3,0.15285040438175201
5_emr,2003,post,3,0.21156711876392365
2_amr,2003,post,3,0.14013618230819702
4_eur,2004,post,3,0.08664561808109283
5_emr,2004,post,3,0.20998844504356384
6_wpr,2004,post,3,0.12914936244487762
1_afr,2004,post,3,0.1573628932237625
3_sear,2004,post,3,0.21178211271762848
2_amr,2004,post,3,0.13045300543308258
4_eur,2005,post,3,0.08214686810970306
2_amr,2005,post,3,0.12915557622909546
6_wpr,2005,post,3,0.1240261048078537
5_emr,2005,post,3,0.20717176795005798
3_sear,2005,post,3,0.21905626356601715
1_afr,2005,post,3,0.14710500836372375
1_afr,2006,post,3,0.154452383518219
2_amr,2006,post,3,0.12019111216068268
5_emr,2006,post,3,0.2037179321050644
4_eur,2006,post,3,0.07866239547729492
3_sear,2006,post,3,0.21049372851848602
6_wpr,2006,post,3,0.11842465400695801
5_emr,2007,post,3,0.2020699828863144
1_afr,2007,post,3,0.1545305848121643
6_wpr,2007,post,3,0.11169080436229706
2_amr,2007,post,3,0.11155461519956589
3_sear,2007,post,3,0.214267298579216
4_eur,2007,post,3,0.07549288123846054
5_emr,2008,post,3,0.20092704892158508
6_wpr,2008,post,3,0.10688653588294983
3_sear,2008,post,3,0.2067958414554596
2_amr,2008,post,3,0.10291942209005356
4_eur,2008,post,3,0.07486329972743988
1_afr,2008,post,3,0.1505676507949829
5_emr,2009,post,3,0.19739986956119537
1_afr,2009,post,3,0.15158872306346893
6_wpr,2009,post,3,0.10306403785943985
4_eur,2009,post,3,0.07273384928703308
2_amr,2009,post,3,0.09645603597164154
3_sear,2009,post,3,0.2042156606912613
6_wpr,2010,post,3,0.09893500059843063
4_eur,2010,post,3,0.07076675444841385
1_afr,2010,post,3,0.15168988704681396
3_sear,2010,post,3,0.20484840869903564
2_amr,2010,post,3,0.07166037708520889
5_emr,2010,post,3,0.19374410808086395
1_afr,2011,post,3,0.1492794156074524
4_eur,2011,post,3,0.07224119454622269
5_emr,2011,post,3,0.17927083373069763
3_sear,2011,post,3,0.20084038376808167
2_amr,2011,post,3,0.08380315452814102
6_wpr,2011,post,3,0.09698417782783508
2_amr,2012,post,3,0.08249931782484055
6_wpr,2012,post,3,0.09598715603351593
5_emr,2012,post,3,0.1755007803440094
3_sear,2012,post,3,0.20254062116146088
1_afr,2012,post,3,0.14955869317054749
4_eur,2012,post,3,0.07137361168861389
1_afr,2013,post,3,0.14605531096458435
5_emr,2013,post,3,0.18070366978645325
2_amr,2013,post,3,0.08286493271589279
4_eur,2013,post,3,0.07037270069122314
3_sear,2013,post,3,0.2036137729883194
6_wpr,2013,post,3,0.09366359561681747
2_amr,2014,post,3,0.08075998723506927
5_emr,2014,post,3,0.17286959290504456
3_sear,2014,post,3,0.19697295129299164
4_eur,2014,post,3,0.0687767043709755
1_afr,2014,post,3,0.14735817909240723
6_wpr,2014,post,3,0.0919005498290062
2_amr,2015,post,3,0.07831264287233353
4_eur,2015,post,3,0.06650194525718689
6_wpr,2015,post,3,0.09356503188610077
1_afr,2015,post,3,0.14343175292015076
5_emr,2015,post,3,0.16955378651618958
3_sear,2015,post,3,0.20036056637763977
2_amr,2016,post,3,0.0787559524178505
1_afr,2016,post,3,0.13959871232509613
3_sear,2016,post,3,0.20234015583992004
5_emr,2016,post,3,0.16656842827796936
6_wpr,2016,post,3,0.09353934973478317
4_eur,2016,post,3,0.06475970894098282
1_afr,2017,post,3,0.1382264941930771
2_amr,2017,post,3,0.07676833868026733
4_eur,2017,post,3,0.062370847910642624
3_sear,2017,post,3,0.2019014209508896
5_emr,2017,post,3,0.16043393313884735
6_wpr,2017,post,3,0.09443006664514542
5_emr,2000,post,5,0.00022345395700540394
6_wpr,2000,post,5,0.00102039217017591
1_afr,2000,post,5,0.00015888572670519352
2_amr,2000,post,5,5.897997834836133e-05
3_sear,2000,post,5,0.00038739893352612853
4_eur,2000,post,5,0.0
5_emr,2001,post,5,0.0002102497237501666
2_amr,2001,post,5,9.872465307125822e-05
3_sear,2001,post,5,0.00036017392994835973
6_wpr,2001,post,5,0.0010634975042194128
1_afr,2001,post,5,0.00015302907559089363
4_eur,2001,post,5,0.0
5_emr,2002,post,5,0.00019656086806207895
3_sear,2002,post,5,0.00034501065965741873
4_eur,2002,post,5,0.0
1_afr,2002,post,5,0.00014776806347072124
6_wpr,2002,post,5,0.0010096613550558686
2_amr,2002,post,5,9.433327795704827e-05
6_wpr,2003,post,5,0.000996414222754538
4_eur,2003,post,5,0.0
3_sear,2003,post,5,0.0003229839203413576
1_afr,2003,post,5,0.00014143365842755884
5_emr,2003,post,5,0.00018005544552579522
2_amr,2003,post,5,6.621533975703642e-05
4_eur,2004,post,5,0.0
5_emr,2004,post,5,0.00016916761524043977
6_wpr,2004,post,5,0.0009106710785999894
1_afr,2004,post,5,0.0001463462831452489
3_sear,2004,post,5,0.0002939781697932631
2_amr,2004,post,5,8.145063475240022e-05
4_eur,2005,post,5,0.0
2_amr,2005,post,5,5.665356002282351e-05
6_wpr,2005,post,5,0.0005910908803343773
5_emr,2005,post,5,0.0001611293264431879
3_sear,2005,post,5,0.0002931402705144137
1_afr,2005,post,5,0.0001375479478156194
1_afr,2006,post,5,0.00014114064106252044
2_amr,2006,post,5,7.05454294802621e-05
5_emr,2006,post,5,0.0001571739267092198
4_eur,2006,post,5,1.2816715752705932e-05
3_sear,2006,post,5,0.000274924241239205
6_wpr,2006,post,5,0.00034060145844705403
5_emr,2007,post,5,0.00015730589802842587
1_afr,2007,post,5,0.0001382664340781048
6_wpr,2007,post,5,0.00018692106823436916
2_amr,2007,post,5,4.441410783329047e-05
3_sear,2007,post,5,0.0002740435884334147
4_eur,2007,post,5,0.0
5_emr,2008,post,5,0.00015807399176992476
6_wpr,2008,post,5,0.00011313574941596016
3_sear,2008,post,5,0.0002589875948615372
2_amr,2008,post,5,7.414743595290929e-05
4_eur,2008,post,5,0.0
1_afr,2008,post,5,0.00013265438610687852
5_emr,2009,post,5,0.00015547021757811308
1_afr,2009,post,5,0.00012892871745862067
6_wpr,2009,post,5,0.00014140021812636405
4_eur,2009,post,5,0.0
2_amr,2009,post,5,6.827423203503713e-05
3_sear,2009,post,5,0.0002503850555513054
6_wpr,2010,post,5,0.00020753189164679497
4_eur,2010,post,5,0.0
1_afr,2010,post,5,0.00012554180284496397
3_sear,2010,post,5,0.0002467801095917821
2_amr,2010,post,5,4.778630318469368e-05
5_emr,2010,post,5,0.00015174031432252377
1_afr,2011,post,5,0.00012060340668540448
4_eur,2011,post,5,0.0
5_emr,2011,post,5,0.00013774141552858055
3_sear,2011,post,5,0.00023696033167652786
