region,year,fufive15
5_emr,2000,0.058425452560186386
6_wpr,2000,0.11667425185441971
1_afr,2000,0.031889814883470535
2_amr,2000,0.155709370970726
3_sear,2000,0.051236119121313095
4_eur,2000,0.20052042603492737
5_emr,2001,0.05947262421250343
2_amr,2001,0.15908248722553253
3_sear,2001,0.05253438651561737
6_wpr,2001,0.12570732831954956
1_afr,2001,0.032219186425209045
4_eur,2001,0.20419417321681976
5_emr,2002,0.06072869524359703
3_sear,2002,0.05446293577551842
4_eur,2002,0.20600426197052002
1_afr,2002,0.03261195868253708
6_wpr,2002,0.13342224061489105
2_amr,2002,0.16341105103492737
6_wpr,2003,0.13746412098407745
4_eur,2003,0.20918238162994385
3_sear,2003,0.056016165763139725
1_afr,2003,0.03273439034819603
5_emr,2003,0.06166425719857216
2_amr,2003,0.16685546934604645
4_eur,2004,0.21102014183998108
5_emr,2004,0.06329292804002762
6_wpr,2004,0.14510305225849152
1_afr,2004,0.03502779081463814
3_sear,2004,0.05673253536224365
2_amr,2004,0.17437301576137543
4_eur,2005,0.21463899314403534
2_amr,2005,0.17680373787879944
6_wpr,2005,0.1516558825969696
5_emr,2005,0.06473008543252945
3_sear,2005,0.06029464304447174
1_afr,2005,0.035090915858745575
1_afr,2006,0.03801215812563896
2_amr,2006,0.1856413185596466
5_emr,2006,0.06600887328386307
4_eur,2006,0.21619945764541626
3_sear,2006,0.06184276193380356
6_wpr,2006,0.1581214964389801
5_emr,2007,0.06764040887355804
1_afr,2007,0.039973221719264984
6_wpr,2007,0.1629158854484558
2_amr,2007,0.18783292174339294
3_sear,2007,0.06526980549097061
4_eur,2007,0.21791984140872955
5_emr,2008,0.06929264962673187
6_wpr,2008,0.16274738311767578
3_sear,2008,0.06711344420909882
2_amr,2008,0.19417183101177216
4_eur,2008,0.2202601432800293
1_afr,2008,0.04138680920004845
5_emr,2009,0.07057121396064758
1_afr,2009,0.04365577921271324
6_wpr,2009,0.16592349112033844
4_eur,2009,0.21408778429031372
2_amr,2009,0.1957629770040512
3_sear,2009,0.06966841965913773
6_wpr,2010,0.17082341015338898
4_eur,2010,0.22684921324253082
1_afr,2010,0.045860301703214645
3_sear,2010,0.07294246554374695
2_amr,2010,0.17880085110664368
5_emr,2010,0.07175834476947784
1_afr,2011,0.04774945601820946
4_eur,2011,0.23329202830791473
5_emr,2011,0.07110719382762909
3_sear,2011,0.07564444839954376
2_amr,2011,0.20682331919670105
6_wpr,2011,0.17289134860038757
2_amr,2012,0.2113092690706253
6_wpr,2012,0.17445142567157745
5_emr,2012,0.07267190515995026
3_sear,2012,0.07967634499073029
1_afr,2012,0.050411488860845566
4_eur,2012,0.22746986150741577
1_afr,2013,0.052273545414209366
5_emr,2013,0.07525388896465302
2_amr,2013,0.21130749583244324
4_eur,2013,0.22939547896385193
3_sear,2013,0.0841033086180687
6_wpr,2013,0.1738274097442627
2_amr,2014,0.21585877239704132
5_emr,2014,0.07586575299501419
3_sear,2014,0.08746138960123062
4_eur,2014,0.23164188861846924
1_afr,2014,0.05567185953259468
6_wpr,2014,0.1710396558046341
2_amr,2015,0.21919426321983337
4_eur,2015,0.23399265110492706
6_wpr,2015,0.17208169400691986
1_afr,2015,0.05773920565843582
5_emr,2015,0.07742904126644135
3_sear,2015,0.09260857105255127
2_amr,2016,0.21797196567058563
1_afr,2016,0.05948754772543907
3_sear,2016,0.09407687187194824
5_emr,2016,0.0789591521024704
6_wpr,2016,0.1723977029323578
4_eur,2016,0.23639604449272156
1_afr,2017,0.061124514788389206
2_amr,2017,0.21712110936641693
4_eur,2017,0.2359752357006073
3_sear,2017,0.09465014189481735
5_emr,2017,0.07919086515903473
6_wpr,2017,0.17221751809120178
