region,year,neo13
5_emr,2000,25682.85666847229
6_wpr,2000,32146.82000645995
1_afr,2000,47271.84942024946
2_amr,2000,16310.957955539227
3_sear,2000,105589.24844169617
4_eur,2000,7555.45887927711
5_emr,2001,25459.07826256752
2_amr,2001,16080.01575177908
3_sear,2001,101780.98882865906
6_wpr,2001,30258.468387126923
1_afr,2001,48049.357041835785
4_eur,2001,7320.167385727167
5_emr,2002,25339.64605331421
3_sear,2002,97725.89919662476
4_eur,2002,7069.541083216667
1_afr,2002,48802.272389650345
6_wpr,2002,28385.935545369983
2_amr,2002,15949.098921656609
6_wpr,2003,26351.82867243886
4_eur,2003,6979.547933340073
3_sear,2003,93497.18134307861
1_afr,2003,49345.74382913113
5_emr,2003,25233.060453891754
2_amr,2003,15448.48819115758
4_eur,2004,6267.923999272287
5_emr,2004,25147.531834840775
6_wpr,2004,23982.184517756104
1_afr,2004,49676.58142077923
3_sear,2004,89295.87186145782
2_amr,2004,14866.355023145676
4_eur,2005,5916.580076821148
2_amr,2005,14436.02295614779
6_wpr,2005,21365.52989438176
5_emr,2005,24916.21578836441
3_sear,2005,84943.93518781662
1_afr,2005,49785.50708460808
1_afr,2006,49800.37281012535
2_amr,2006,14465.121232569218
5_emr,2006,24631.64601457119
4_eur,2006,6208.214892946184
3_sear,2006,80591.65421056747
6_wpr,2006,18879.559019252658
5_emr,2007,24383.964630126953
1_afr,2007,49198.7845556736
6_wpr,2007,17214.91106532514
2_amr,2007,14371.10230064392
3_sear,2007,76196.71488809586
4_eur,2007,6040.786348469555
5_emr,2008,24395.2546210289
6_wpr,2008,16524.288858622313
3_sear,2008,71703.05403280258
2_amr,2008,13535.86524540186
4_eur,2008,5934.41545855999
1_afr,2008,49327.215289115906
5_emr,2009,24365.232350349426
1_afr,2009,49303.52738118172
6_wpr,2009,15815.392198294401
4_eur,2009,5302.593867816031
2_amr,2009,13301.423910826445
3_sear,2009,67050.24549770355
6_wpr,2010,15181.147402048111
4_eur,2010,5012.866156034172
1_afr,2010,48162.66482281685
3_sear,2010,62462.39093923569
2_amr,2010,13280.948313623667
5_emr,2010,24118.80497956276
1_afr,2011,47276.94863200188
4_eur,2011,5043.172557398677
5_emr,2011,23708.927308797836
3_sear,2011,58063.722653865814
2_amr,2011,12826.460618555546
6_wpr,2011,14750.651757717133
2_amr,2012,12899.21212953329
6_wpr,2012,13872.492183551192
5_emr,2012,23315.875513792038
3_sear,2012,53965.10735845566
1_afr,2012,46794.524096131325
4_eur,2012,5044.971359066665
1_afr,2013,46433.80676591396
5_emr,2013,23097.163134098053
2_amr,2013,13171.06128025055
4_eur,2013,4739.238568894565
3_sear,2013,50330.61244106293
6_wpr,2013,13343.936289720237
2_amr,2014,13335.640696048737
5_emr,2014,22916.594841361046
3_sear,2014,47032.14652299881
4_eur,2014,4843.127690553665
1_afr,2014,46489.68001139164
6_wpr,2014,13013.001376889646
2_amr,2015,13109.826911747456
4_eur,2015,4680.184590958059
6_wpr,2015,12647.029123105109
1_afr,2015,46563.16198480129
5_emr,2015,22737.82664680481
3_sear,2015,44009.603249549866
2_amr,2016,12886.253487676382
1_afr,2016,46410.56371963024
3_sear,2016,42037.761417627335
5_emr,2016,22464.162239551544
6_wpr,2016,11950.84093105793
4_eur,2016,4392.04869940877
1_afr,2017,46037.85693025589
2_amr,2017,12118.141811311245
4_eur,2017,4148.498307771981
3_sear,2017,40259.99104833603
5_emr,2017,21930.86637210846
6_wpr,2017,11257.88099745661
