region,year,ufive7
5_emr,2000,42741.66062736511
6_wpr,2000,15464.818160701543
1_afr,2000,155705.4928831458
2_amr,2000,8969.624865978956
3_sear,2000,111982.75418639183
4_eur,2000,5434.409860513173
5_emr,2001,41738.53953123093
2_amr,2001,7907.54075717926
3_sear,2001,104227.44852042198
6_wpr,2001,13599.616646219045
1_afr,2001,158469.26766994596
4_eur,2001,4879.871362702921
5_emr,2002,41453.39964747429
3_sear,2002,103709.37584853172
4_eur,2002,4438.179352379404
1_afr,2002,152313.46891495585
6_wpr,2002,12160.3121499978
2_amr,2002,6965.8407354056835
6_wpr,2003,11070.955723520368
4_eur,2003,4086.141670789104
3_sear,2003,98546.57356452942
1_afr,2003,159722.5138925016
5_emr,2003,39367.68255805969
2_amr,2003,6408.137214802206
4_eur,2004,3702.693579965271
5_emr,2004,39094.20021891594
6_wpr,2004,9782.110194802284
1_afr,2004,147554.42898073792
3_sear,2004,93381.52468407154
2_amr,2004,6072.698801219463
4_eur,2005,3465.161346857436
2_amr,2005,5663.3605892807245
6_wpr,2005,9956.87340119481
5_emr,2005,40226.65931534767
3_sear,2005,84373.14701092243
1_afr,2005,149174.27286052704
1_afr,2006,121799.15142986178
2_amr,2006,5409.318727530539
5_emr,2006,39639.043721079826
4_eur,2006,3235.1320147016086
3_sear,2006,79925.91141688824
6_wpr,2006,8494.753167469054
5_emr,2007,38463.74020051956
1_afr,2007,118099.19677907228
6_wpr,2007,8310.431908003986
2_amr,2007,4847.135940410197
3_sear,2007,74990.5875812769
4_eur,2007,3034.7176810312085
5_emr,2008,35513.07549619675
6_wpr,2008,8258.12333426997
3_sear,2008,69849.47729188204
2_amr,2008,4603.770521089435
4_eur,2008,2707.894291687757
1_afr,2008,130639.67052462697
5_emr,2009,33853.51738500595
1_afr,2009,112313.97379910946
6_wpr,2009,7992.990492329001
4_eur,2009,2493.8203447897686
2_amr,2009,4319.931723415852
3_sear,2009,64312.386126458645
6_wpr,2010,7744.733122644946
4_eur,2010,2262.5653084375663
1_afr,2010,95652.06913682818
3_sear,2010,59190.5922023654
2_amr,2010,4319.612090110779
5_emr,2010,32329.113956689835
1_afr,2011,90390.96725553274
4_eur,2011,2056.9864526964957
5_emr,2011,30606.415996074677
3_sear,2011,54545.578563928604
2_amr,2011,3670.135488152504
6_wpr,2011,7203.253536680713
2_amr,2012,3331.3545779287815
6_wpr,2012,6461.699797254056
5_emr,2012,30216.308918714523
3_sear,2012,49951.87255495787
1_afr,2012,98494.17429167032
4_eur,2012,1856.628057492897
1_afr,2013,89439.46635967493
5_emr,2013,26336.040142774582
2_amr,2013,3106.661535203457
4_eur,2013,1750.2068249117583
3_sear,2013,44726.536598324776
6_wpr,2013,5818.13222451508
2_amr,2014,2844.5570744276047
5_emr,2014,24737.02344059944
3_sear,2014,40538.65998405218
4_eur,2014,1589.9721016697586
1_afr,2014,72831.46243727207
6_wpr,2014,5299.326986152679
2_amr,2015,2699.5400783717632
4_eur,2015,1540.5021131038666
6_wpr,2015,4783.04604158178
1_afr,2015,76610.07714924216
5_emr,2015,23577.36108458042
3_sear,2015,33287.49635350704
2_amr,2016,2630.3638675510883
1_afr,2016,65496.64293217659
3_sear,2016,30256.479491591454
5_emr,2016,22854.54142141342
6_wpr,2016,4410.732852041721
4_eur,2016,1345.004216119647
1_afr,2017,71750.61435723305
2_amr,2017,2572.867695301771
4_eur,2017,1261.5000131726265
3_sear,2017,28048.383355617523
5_emr,2017,22113.921448469162
6_wpr,2017,4032.2109848447144
