country,year,rufive15
afg,2000,4.626871109008789
afg,2001,4.668155193328857
afg,2002,4.7246198654174805
afg,2003,4.810846328735352
afg,2004,4.8803629875183105
afg,2005,4.86319637298584
afg,2006,4.8003411293029785
afg,2007,4.743781089782715
afg,2008,4.7079386711120605
afg,2009,4.695838928222656
afg,2010,4.64632511138916
afg,2011,4.576410293579102
afg,2012,4.511661052703857
afg,2013,4.475582599639893
afg,2014,4.505991458892822
afg,2015,4.506360054016113
afg,2016,4.462052345275879
afg,2017,4.3199896812438965
ago,2000,7.537998199462891
ago,2001,7.253706932067871
ago,2002,7.08787727355957
ago,2003,6.850780963897705
ago,2004,6.639732360839844
ago,2005,6.456706523895264
ago,2006,6.323766708374023
ago,2007,6.243861198425293
ago,2008,6.1365437507629395
ago,2009,6.00822639465332
ago,2010,5.874949932098389
ago,2011,5.721199035644531
ago,2012,5.609859466552734
ago,2013,5.548022747039795
ago,2014,5.62355899810791
ago,2015,5.6442999839782715
ago,2016,5.60409688949585
ago,2017,5.4492411613464355
alb,2000,5.115166664123535
alb,2001,4.923155784606934
alb,2002,4.737166881561279
alb,2003,4.5260396003723145
alb,2004,4.309456825256348
alb,2005,4.0849690437316895
alb,2006,3.8685948848724365
alb,2007,3.6527347564697266
alb,2008,3.4326634407043457
alb,2009,3.3127079010009766
alb,2010,3.120957136154175
alb,2011,2.959420919418335
alb,2012,2.820667028427124
alb,2013,2.6972241401672363
alb,2014,2.6003475189208984
alb,2015,2.5329575538635254
alb,2016,2.4718661308288574
alb,2017,2.4002580642700195
and,2000,0.8982747793197632
and,2001,1.317306399345398
and,2002,1.2872288227081299
and,2003,0.8403651118278503
and,2004,0.8259803056716919
and,2005,0.8162248134613037
and,2006,0.8116495013237
and,2007,0.8110689520835876
and,2008,0.8161923885345459
and,2009,0.8263111710548401
and,2010,0.8429600596427917
and,2011,1.4426981210708618
and,2012,1.1931394338607788
and,2013,0.9298000931739807
and,2014,0.19408053159713745
and,2015,0.25406503677368164
and,2016,0.5324813723564148
and,2017,0.557413637638092
are,2000,2.991753339767456
are,2001,2.9120564460754395
are,2002,2.828355312347412
are,2003,2.750732421875
are,2004,2.6782290935516357
are,2005,2.6132943630218506
are,2006,2.554292678833008
are,2007,2.5020904541015625
are,2008,2.467899799346924
are,2009,2.437061071395874
are,2010,2.4109909534454346
are,2011,2.40822696685791
are,2012,2.4232380390167236
are,2013,2.462728261947632
are,2014,2.5382022857666016
are,2015,2.632274866104126
are,2016,2.7266249656677246
are,2017,2.779106855392456
arg,2000,4.687141418457031
arg,2001,4.7216081619262695
arg,2002,4.254073143005371
arg,2003,4.088410377502441
arg,2004,4.32431697845459
arg,2005,4.293659210205078
arg,2006,4.36447811126709
arg,2007,3.9557883739471436
arg,2008,4.192920207977295
arg,2009,4.126095294952393
arg,2010,4.040447235107422
arg,2011,3.8117668628692627
arg,2012,3.8638763427734375
arg,2013,3.5950186252593994
arg,2014,3.5931403636932373
arg,2015,3.379634380340576
arg,2016,3.1192822456359863
arg,2017,3.0415709018707275
arm,2000,5.041503429412842
arm,2001,4.951907157897949
arm,2002,4.850177764892578
arm,2003,4.747216701507568
arm,2004,4.667699337005615
arm,2005,4.5941338539123535
arm,2006,4.527432441711426
arm,2007,4.462892055511475
arm,2008,4.3830671310424805
arm,2009,4.30272102355957
arm,2010,4.214042663574219
arm,2011,4.177961826324463
arm,2012,4.060140609741211
arm,2013,3.9538919925689697
arm,2014,3.835111618041992
arm,2015,3.70951771736145
arm,2016,3.5806803703308105
arm,2017,3.4166619777679443
atg,2000,3.0448684692382812
atg,2001,2.116541862487793
atg,2002,4.9201250076293945
atg,2003,4.26607084274292
atg,2004,5.339966773986816
atg,2005,1.768754005432129
atg,2006,2.397984027862549
atg,2007,1.6650274991989136
atg,2008,1.70025634765625
atg,2009,1.150538682937622
atg,2010,1.1151056289672852
atg,2011,1.5193045139312744
atg,2012,1.9782582521438599
atg,2013,2.306915283203125
atg,2014,3.023916244506836
atg,2015,2.758509874343872
atg,2016,2.806854724884033
atg,2017,1.948004126548767
aus,2000,1.7494736909866333
aus,2001,1.6302688121795654
aus,2002,1.51780366897583
aus,2003,1.5121632814407349
aus,2004,1.502800703048706
aus,2005,1.501737356185913
aus,2006,1.2804083824157715
aus,2007,1.4999351501464844
aus,2008,1.4589262008666992
aus,2009,1.3869565725326538
aus,2010,1.3608607053756714
aus,2011,1.2069065570831299
aus,2012,1.1458371877670288
aus,2013,1.1450122594833374
aus,2014,1.0718055963516235
aus,2015,0.9950176477432251
aus,2016,0.9887838959693909
aus,2017,0.9532331228256226
aut,2000,2.1237142086029053
aut,2001,1.8781650066375732
aut,2002,1.549900770187378
aut,2003,1.4850654602050781
aut,2004,1.4677715301513672
aut,2005,1.4961308240890503
aut,2006,1.1658607721328735
aut,2007,1.2777096033096313
aut,2008,1.4731390476226807
aut,2009,1.4533417224884033
aut,2010,1.3755464553833008
aut,2011,1.512598991394043
aut,2012,1.3313183784484863
aut,2013,1.4145896434783936
aut,2014,1.2752704620361328
aut,2015,1.2592504024505615
aut,2016,1.4005711078643799
aut,2017,1.2811219692230225
aze,2000,5.5385422706604
aze,2001,5.401279926300049
aze,2002,5.262976169586182
aze,2003,5.1278076171875
aze,2004,5.000147819519043
aze,2005,4.874383926391602
aze,2006,4.762814521789551
aze,2007,4.662002086639404
aze,2008,4.529263019561768
aze,2009,4.401154518127441
aze,2010,4.268387794494629
aze,2011,4.127818584442139
aze,2012,3.977994918823242
aze,2013,3.8173210620880127
aze,2014,3.7236549854278564
aze,2015,3.5794827938079834
aze,2016,3.413609743118286
aze,2017,3.2267277240753174
bdi,2000,3.9773688316345215
bdi,2001,3.9529213905334473
bdi,2002,3.9293298721313477
bdi,2003,4.055323123931885
bdi,2004,4.127594470977783
bdi,2005,4.104355335235596
bdi,2006,4.137451648712158
bdi,2007,4.074605941772461
bdi,2008,3.990354537963867
bdi,2009,3.906287908554077
bdi,2010,3.8364145755767822
bdi,2011,3.785764694213867
bdi,2012,3.8573548793792725
bdi,2013,3.758064031600952
bdi,2014,3.6985716819763184
bdi,2015,3.6253414154052734
bdi,2016,3.5558059215545654
bdi,2017,3.425154685974121
bel,2000,1.8079906702041626
bel,2001,1.6089199781417847
bel,2002,1.5975828170776367
bel,2003,1.5215044021606445
bel,2004,1.6484788656234741
bel,2005,1.2404621839523315
bel,2006,1.3348103761672974
bel,2007,1.334106206893921
bel,2008,1.3322697877883911
bel,2009,1.2467535734176636
bel,2010,1.2753992080688477
bel,2011,1.168573021888733
bel,2012,1.393249273300171
bel,2013,1.2124580144882202
bel,2014,1.180525541305542
bel,2015,1.0562323331832886
bel,2016,1.1292327642440796
bel,2017,1.096517562866211
ben,2000,4.440604209899902
ben,2001,4.358126163482666
ben,2002,4.297929763793945
ben,2003,4.210057735443115
ben,2004,4.107870578765869
ben,2005,4.009008884429932
ben,2006,3.987483501434326
ben,2007,4.005265712738037
ben,2008,4.106560230255127
ben,2009,4.283107757568359
ben,2010,4.470784664154053
ben,2011,4.708401679992676
ben,2012,4.856041431427002
ben,2013,4.921809196472168
ben,2014,4.963669300079346
ben,2015,4.933620929718018
ben,2016,4.881309509277344
ben,2017,4.77860689163208
bfa,2000,3.353964328765869
bfa,2001,3.3079886436462402
bfa,2002,3.276003360748291
bfa,2003,3.258856773376465
bfa,2004,3.2360897064208984
bfa,2005,3.204897880554199
bfa,2006,3.1478374004364014
bfa,2007,3.0573596954345703
bfa,2008,2.949542284011841
bfa,2009,2.8879776000976562
bfa,2010,2.891427516937256
bfa,2011,2.9599990844726562
bfa,2012,3.0708885192871094
bfa,2013,3.221695899963379
bfa,2014,3.5110514163970947
bfa,2015,3.6125082969665527
bfa,2016,3.6736667156219482
bfa,2017,3.6347427368164062
bgd,2000,3.7647597789764404
bgd,2001,3.7210445404052734
bgd,2002,3.6499717235565186
bgd,2003,3.6345343589782715
bgd,2004,3.63913631439209
bgd,2005,3.6996970176696777
bgd,2006,3.7260806560516357
bgd,2007,3.7364885807037354
bgd,2008,3.7297019958496094
bgd,2009,3.6893861293792725
bgd,2010,3.6244776248931885
bgd,2011,3.5405020713806152
bgd,2012,3.449465274810791
bgd,2013,3.364833354949951
bgd,2014,3.2896015644073486
bgd,2015,3.2315733432769775
bgd,2016,3.174485206604004
bgd,2017,3.0079877376556396
bgr,2000,4.931227684020996
bgr,2001,4.849536895751953
bgr,2002,4.2740159034729
bgr,2003,3.8530972003936768
bgr,2004,3.6920840740203857
bgr,2005,3.570669412612915
bgr,2006,2.793079376220703
bgr,2007,2.6101839542388916
bgr,2008,2.9045772552490234
bgr,2009,2.3691442012786865
bgr,2010,2.6154212951660156
bgr,2011,2.7946887016296387
bgr,2012,2.344947576522827
bgr,2013,2.52158522605896
bgr,2014,1.9805617332458496
bgr,2015,2.042937994003296
bgr,2016,1.9314212799072266
bgr,2017,1.8317699432373047
bhr,2000,4.546639919281006
bhr,2001,5.436404228210449
bhr,2002,4.708550930023193
bhr,2003,4.862180233001709
bhr,2004,3.155705690383911
bhr,2005,3.1352062225341797
bhr,2006,3.0573008060455322
bhr,2007,4.0145721435546875
bhr,2008,2.9628589153289795
bhr,2009,2.8700637817382812
bhr,2010,3.1755146980285645
bhr,2011,3.6641645431518555
bhr,2012,2.75425124168396
bhr,2013,2.6651668548583984
bhr,2014,2.600405693054199
bhr,2015,2.657382011413574
bhr,2016,2.619208812713623
bhr,2017,2.5833239555358887
bhs,2000,2.8628132343292236
bhs,2001,2.4400246143341064
bhs,2002,2.5884978771209717
bhs,2003,3.0627214908599854
bhs,2004,3.117147207260132
bhs,2005,3.0518476963043213
bhs,2006,2.6343865394592285
bhs,2007,2.5415308475494385
bhs,2008,1.7265108823776245
bhs,2009,1.4462707042694092
bhs,2010,1.135308861732483
bhs,2011,1.282650113105774
bhs,2012,1.3123451471328735
bhs,2013,1.7376234531402588
bhs,2014,1.7950514554977417
bhs,2015,1.5795120000839233
bhs,2016,1.3668053150177002
bhs,2017,1.3000515699386597
bih,2000,2.999077796936035
bih,2001,2.927358388900757
bih,2002,2.8655025959014893
bih,2003,2.8180246353149414
bih,2004,2.7805395126342773
bih,2005,2.717175245285034
bih,2006,2.6603949069976807
bih,2007,2.574277877807617
bih,2008,2.471122980117798
bih,2009,2.370253801345825
bih,2010,2.272829532623291
bih,2011,2.189366340637207
bih,2012,2.106764316558838
bih,2013,2.0479609966278076
bih,2014,1.9875240325927734
bih,2015,1.926593542098999
bih,2016,1.885543942451477
bih,2017,1.8350399732589722
blr,2000,3.5320980548858643
blr,2001,3.3117964267730713
blr,2002,3.0984373092651367
blr,2003,2.9021785259246826
blr,2004,2.7123091220855713
blr,2005,2.545207977294922
blr,2006,2.369562864303589
blr,2007,2.1890883445739746
blr,2008,2.0159990787506104
blr,2009,1.8762046098709106
blr,2010,1.7573715448379517
blr,2011,1.6582376956939697
blr,2012,1.5724923610687256
blr,2013,1.504340410232544
blr,2014,1.4383411407470703
blr,2015,1.3783931732177734
blr,2016,1.3239009380340576
blr,2017,1.2727551460266113
blz,2000,4.00309944152832
blz,2001,3.631429433822632
blz,2002,3.163144588470459
blz,2003,3.1269187927246094
blz,2004,3.1967296600341797
blz,2005,3.3086929321289062
blz,2006,3.5313193798065186
blz,2007,3.366680860519409
blz,2008,3.621917724609375
blz,2009,3.7338075637817383
blz,2010,4.493722915649414
blz,2011,4.290017604827881
blz,2012,4.195427894592285
blz,2013,3.736513614654541
blz,2014,3.714474678039551
blz,2015,3.3327085971832275
blz,2016,3.162707567214966
blz,2017,3.131777763366699
bol,2000,6.9356489181518555
bol,2001,6.9271559715271
bol,2002,6.833178997039795
bol,2003,6.700715065002441
bol,2004,6.583498954772949
bol,2005,6.432518005371094
bol,2006,6.29098653793335
bol,2007,6.147246360778809
bol,2008,6.060347080230713
bol,2009,5.940747261047363
bol,2010,5.776485443115234
bol,2011,5.653067588806152
bol,2012,5.5274834632873535
bol,2013,5.401648044586182
bol,2014,5.413488388061523
bol,2015,5.361983776092529
bol,2016,5.242042064666748
bol,2017,5.069101333618164
bra,2000,4.9537577629089355
bra,2001,4.746869087219238
bra,2002,4.71462345123291
bra,2003,4.594480037689209
bra,2004,4.534971237182617
bra,2005,4.278401851654053
bra,2006,4.266950607299805
bra,2007,4.170426368713379
bra,2008,4.10550594329834
bra,2009,3.918187141418457
bra,2010,3.900500774383545
bra,2011,3.8677566051483154
bra,2012,3.7950005531311035
bra,2013,3.695053815841675
bra,2014,3.7583506107330322
bra,2015,3.7719643115997314
bra,2016,3.8334991931915283
bra,2017,3.4857115745544434
brb,2000,1.2509056329727173
brb,2001,2.21928334236145
brb,2002,2.044771194458008
brb,2003,2.6391515731811523
brb,2004,2.5872745513916016
brb,2005,2.716066598892212
brb,2006,2.210174798965454
brb,2007,2.3916616439819336
brb,2008,2.506972312927246
brb,2009,3.3045835494995117
brb,2010,2.4280941486358643
