region,name,is--region
5_emr,5_Emr,TRUE
6_wpr,6_Wpr,TRUE
1_afr,1_Afr,TRUE
2_amr,2_Amr,TRUE
3_sear,3_Sear,TRUE
4_eur,4_Eur,TRUE
